"","Name","G","Date","Age","Tm","X5","Opp","X7","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-"
"276","Anthony Davis","38",2017-01-14,"23-309","NOP","@","CHI","L (-8)","1","NA:NA:NANA","14","23",".609","0","0",NA,"8","10",".800","3","11","14","2","1","3","3","3","36","30.4","-1"
"277","Anthony Davis","39",2017-01-16,"23-311","NOP","@","IND","L (-3)","1","NA:NA:NANA","6","11",".545","0","0",NA,"4","5",".800","0","3","3","3","0","0","0","1","16","12.9","-6"
"278","Anthony Davis","40",2017-01-18,"23-313","NOP",NA,"ORL","W (+20)","1","NA:NA:NANA","9","17",".529","0","0",NA,"3","4",".750","2","11","13","4","0","1","2","1","21","18.1","+11"
"279","Anthony Davis","41",2017-01-20,"23-315","NOP",NA,"BRK","L (-29)","1","NA:NA:NANA","10","17",".588","0","1",".000","2","3",".667","2","7","9","4","1","2","2","4","22","18.8","-11"
"280","Anthony Davis","42",2017-01-25,"23-320","NOP",NA,"OKC","L (-9)","1","NA:NA:NANA","2","8",".250","0","0",NA,"4","6",".667","0","5","5","0","0","1","2","2","8","1.8","-12"
"281","Anthony Davis","43",2017-01-27,"23-322","NOP",NA,"SAS","W (+16)","1","NA:NA:NANA","6","11",".545","0","1",".000","4","5",".800","4","17","21","2","1","1","7","2","16","13.5","+21"
"282","Anthony Davis","44",2017-01-29,"23-324","NOP",NA,"WAS","L (-13)","1","NA:NA:NANA","15","25",".600","1","2",".500","5","6",".833","2","15","17","3","3","2","6","2","36","29.7","-3"
"283","Anthony Davis","45",2017-01-31,"23-326","NOP","@","TOR","L (-2)","1","NA:NA:NANA","4","18",".222","0","1",".000","10","12",".833","3","14","17","3","1","3","0","2","18","16.9","-9"
"284","Anthony Davis","46",2017-02-01,"23-327","NOP","@","DET","L (-20)","1","NA:NA:NANA","13","24",".542","0","1",".000","5","6",".833","2","10","12","2","2","4","5","3","31","23.4","-5"
"285","Anthony Davis","47",2017-02-04,"23-330","NOP","@","WAS","L (-14)","1","NA:NA:NANA","11","17",".647","0","0",NA,"3","4",".750","2","8","10","2","1","2","1","1","25","23.3","-8"
"286","Anthony Davis","48",2017-02-06,"23-332","NOP",NA,"PHO","W (+5)","1","NA:NA:NANA","12","21",".571","1","2",".500","9","11",".818","2","7","9","1","1","5","2","3","34","28.8","+13"
"287","Anthony Davis","49",2017-02-08,"23-334","NOP",NA,"UTA","L (-33)","1","NA:NA:NANA","4","12",".333","0","0",NA,"4","5",".800","3","6","9","2","0","6","1","1","12","12.9","-36"
"288","Anthony Davis","50",2017-02-10,"23-336","NOP","@","MIN","W (+16)","1","NA:NA:NANA","16","22",".727","2","3",".667","8","11",".727","2","11","13","2","1","1","2","3","42","36.4","+13"
"289","Anthony Davis","51",2017-02-12,"23-338","NOP","@","SAC","L (-6)","1","NA:NA:NANA","11","24",".458","1","2",".500","9","9","1.000","1","9","10","3","2","1","6","4","32","20.2","-1"
"290","Anthony Davis","52",2017-02-13,"23-339","NOP","@","PHO","W (+2)","1","NA:NA:NANA","8","16",".500","0","1",".000","8","8","1.000","1","9","10","2","0","4","3","4","24","19.0","-1"
"291","Anthony Davis","53",2017-02-15,"23-341","NOP","@","MEM","W (+4)","1","NA:NA:NANA","9","20",".450","0","1",".000","0","0",NA,"0","7","7","2","1","2","3","2","18","9.7","+1"
"292","Anthony Davis","54",2017-02-23,"23-349","NOP",NA,"HOU","L (-30)","1","NA:NA:NANA","8","21",".381","0","2",".000","13","16",".813","3","6","9","1","2","2","3","2","29","20.5","-31"
"293","Anthony Davis","55",2017-02-25,"23-351","NOP","@","DAL","L (-13)","1","NA:NA:NANA","17","34",".500","1","4",".250","4","9",".444","3","11","14","0","1","2","2","2","39","25.0","-4"
"294","Anthony Davis","56",2017-02-26,"23-352","NOP","@","OKC","L (-8)","1","NA:NA:NANA","15","28",".536","2","3",".667","6","6","1.000","3","4","7","4","1","0","1","4","38","28.9","-4"
"295","Anthony Davis","57",2017-03-01,"23-355","NOP",NA,"DET","W (+23)","1","NA:NA:NANA","11","17",".647","0","2",".000","11","11","1.000","1","13","14","3","0","1","2","2","33","30.1","+20"
"296","Anthony Davis","58",2017-03-03,"23-357","NOP",NA,"SAS","L (-3)","1","NA:NA:NANA","7","18",".389","1","3",".333","14","16",".875","1","7","8","3","1","1","3","4","29","20.4","-4"
"297","Anthony Davis","59",2017-03-05,"23-359","NOP","@","LAL","W (+8)","1","NA:NA:NANA","10","22",".455","0","1",".000","11","17",".647","2","7","9","2","2","3","1","0","31","25.2","+17"
"298","Anthony Davis","60",2017-03-06,"23-360","NOP","@","UTA","L (-5)","1","NA:NA:NANA","7","17",".412","1","3",".333","5","6",".833","5","7","12","1","2","0","5","2","20","13.0","-8"
"299","Anthony Davis","61",2017-03-08,"23-362","NOP",NA,"TOR","L (-7)","1","NA:NA:NANA","2","4",".500","0","0",NA,"3","5",".600","0","4","4","1","0","0","1","1","7","4.7","+3"
"300","Anthony Davis","62",2017-03-11,"24-000","NOP","@","CHO","W (+3)","1","NA:NA:NANA","18","31",".581","4","5",".800","6","8",".750","4","17","21","3","0","1","0","1","46","41.0","+8"
"301","Anthony Davis","63",2017-03-14,"24-003","NOP",NA,"POR","W (+23)","1","NA:NA:NANA","5","15",".333","0","0",NA,"5","6",".833","3","11","14","2","2","3","0","1","15","16.6","+22"
"302","Anthony Davis","64",2017-03-15,"24-004","NOP","@","MIA","L (-8)","1","NA:NA:NANA","7","17",".412","0","1",".000","13","18",".722","2","6","8","1","3","3","2","2","27","22.1","-9"
"303","Anthony Davis","65",2017-03-17,"24-006","NOP",NA,"HOU","W (+16)","1","NA:NA:NANA","10","18",".556","0","1",".000","4","5",".800","1","14","15","3","1","3","4","3","24","19.9","+11"
"304","Anthony Davis","66",2017-03-19,"24-008","NOP",NA,"MIN","W (+14)","1","NA:NA:NANA","11","16",".688","0","2",".000","6","6","1.000","4","7","11","3","0","0","5","1","28","22.8","+16"
"305","Anthony Davis","67",2017-03-21,"24-010","NOP",NA,"MEM","W (+13)","1","NA:NA:NANA","9","18",".500","0","2",".000","1","2",".500","3","10","13","0","0","0","2","2","19","11.9","+24"
"306","Anthony Davis","68",2017-03-24,"24-013","NOP","@","HOU","L (-10)","1","NA:NA:NANA","14","24",".583","0","1",".000","5","6",".833","3","13","16","1","3","1","1","2","33","30.0","-9"
"307","Anthony Davis","69",2017-03-26,"24-015","NOP","@","DEN","W (+25)","1","NA:NA:NANA","12","17",".706","1","2",".500","6","7",".857","1","12","13","3","0","1","3","3","31","26.4","+20"
"308","Anthony Davis","70",2017-03-27,"24-016","NOP","@","UTA","L (-8)","1","NA:NA:NANA","12","23",".522","1","2",".500","11","14",".786","1","16","17","3","3","3","1","1","36","34.8","0"
"309","Anthony Davis","71",2017-03-29,"24-018","NOP",NA,"DAL","W (+3)","1","NA:NA:NANA","11","22",".500","0","1",".000","8","8","1.000","4","10","14","2","2","1","1","1","30","27.5","+1"
"310","Anthony Davis","72",2017-03-31,"24-020","NOP",NA,"SAC","W (+28)","1","NA:NA:NANA","9","19",".474","0","2",".000","1","1","1.000","4","8","12","2","1","6","1","2","19","19.3","+25"
"311","Anthony Davis","73",2017-04-02,"24-022","NOP",NA,"CHI","L (-7)","1","NA:NA:NANA","8","19",".421","1","4",".250","13","14",".929","2","9","11","2","3","1","3","2","30","24.9","-6"
"312","Anthony Davis","74",2017-04-04,"24-024","NOP",NA,"DEN","L (-3)","1","NA:NA:NANA","18","31",".581","2","5",".400","3","3","1.000","2","3","5","0","1","4","0","3","41","31.4","+9"
"313","Anthony Davis","75",2017-04-07,"24-027","NOP","@","DEN","L (-16)","1","NA:NA:NANA","11","27",".407","0","3",".000","3","5",".600","2","4","6","0","1","0","1","2","25","11.5","-2"
"314","DeMar DeRozan","1",2016-10-26,"27-080","TOR",NA,"DET","W (+18)","1","NA:NA:NANA","17","27",".630","0","2",".000","6","6","1.000","1","3","4","1","1","0","6","1","40","24.8","+21"
"315","DeMar DeRozan","2",2016-10-28,"27-082","TOR",NA,"CLE","L (-3)","1","NA:NA:NANA","12","28",".429","0","1",".000","8","8","1.000","2","5","7","2","2","0","3","3","32","19.3","0"
"316","DeMar DeRozan","3",2016-10-31,"27-085","TOR",NA,"DEN","W (+3)","1","NA:NA:NANA","13","23",".565","0","1",".000","7","9",".778","2","3","5","1","1","0","1","1","33","23.9","0"
"317","DeMar DeRozan","4",2016-11-02,"27-087","TOR","@","WAS","W (+10)","1","NA:NA:NANA","14","23",".609","1","2",".500","11","16",".688","1","4","5","5","2","0","1","3","40","32.7","+10"
"318","DeMar DeRozan","5",2016-11-04,"27-089","TOR",NA,"MIA","W (+9)","1","NA:NA:NANA","14","26",".538","0","2",".000","6","6","1.000","1","3","4","4","0","0","4","2","34","21.0","-1"
"319","DeMar DeRozan","6",2016-11-06,"27-091","TOR",NA,"SAC","L (-5)","1","NA:NA:NANA","7","20",".350","1","2",".500","8","10",".800","0","4","4","3","0","0","1","2","23","12.5","-11"
"320","DeMar DeRozan","7",2016-11-09,"27-094","TOR","@","OKC","W (+10)","1","NA:NA:NANA","13","22",".591","0","2",".000","11","15",".733","0","4","4","6","3","0","4","2","37","28.8","+20"
"321","DeMar DeRozan","8",2016-11-11,"27-096","TOR","@","CHO","W (+2)","1","NA:NA:NANA","14","26",".538","0","1",".000","6","7",".857","0","3","3","3","2","0","1","1","34","24.6","-12"
"322","DeMar DeRozan","9",2016-11-12,"27-097","TOR",NA,"NYK","W (+11)","1","NA:NA:NANA","11","23",".478","1","1","1.000","10","13",".769","2","5","7","4","2","0","2","1","33","25.4","+7"
"323","DeMar DeRozan","10",2016-11-15,"27-100","TOR","@","CLE","L (-4)","1","NA:NA:NANA","10","27",".370","2","5",".400","4","8",".500","1","5","6","4","3","0","2","1","26","15.1","-9"
"324","DeMar DeRozan","11",2016-11-16,"27-101","TOR",NA,"GSW","L (-6)","1","NA:NA:NANA","8","18",".444","1","4",".250","17","17","1.000","1","5","6","4","1","0","5","3","34","24.4","+1"
"325","DeMar DeRozan","12",2016-11-18,"27-103","TOR","@","DEN","W (+2)","1","NA:NA:NANA","12","25",".480","0","1",".000","6","10",".600","0","5","5","4","2","0","4","5","30","16.0","+8"
"326","DeMar DeRozan","13",2016-11-20,"27-105","TOR","@","SAC","L (-3)","1","NA:NA:NANA","3","15",".200","0","1",".000","6","6","1.000","3","6","9","4","0","0","3","3","12","5.2","-19"
"327","DeMar DeRozan","14",2016-11-21,"27-106","TOR","@","LAC","L (-8)","1","NA:NA:NANA","11","21",".524","0","1",".000","3","4",".750","1","3","4","7","1","0","1","3","25","19.6","-11"
"328","DeMar DeRozan","15",2016-11-23,"27-108","TOR","@","HOU","W (+13)","1","NA:NA:NANA","8","19",".421","2","3",".667","6","7",".857","2","3","5","9","2","0","2","1","24","21.7","+17"
"329","DeMar DeRozan","16",2016-11-25,"27-110","TOR","@","MIL","W (+6)","1","NA:NA:NANA","9","18",".500","0","2",".000","8","10",".800","1","6","7","4","0","0","1","1","26","20.1","+5"
"330","DeMar DeRozan","17",2016-11-28,"27-113","TOR",NA,"PHI","W (+27)","1","NA:NA:NANA","4","13",".308","0","0",NA,"6","6","1.000","0","5","5","5","1","1","3","1","14","9.8","+23"
"331","DeMar DeRozan","18",2016-11-30,"27-115","TOR",NA,"MEM","W (+15)","1","NA:NA:NANA","6","9",".667","2","3",".667","10","11",".909","1","8","9","6","0","0","7","2","24","19.2","+16"
"332","DeMar DeRozan","19",2016-12-02,"27-117","TOR",NA,"LAL","W (+33)","1","NA:NA:NANA","6","18",".333","0","1",".000","4","4","1.000","1","3","4","6","2","0","1","0","16","12.6","+16"
"333","DeMar DeRozan","20",2016-12-03,"27-118","TOR",NA,"ATL","W (+44)","1","NA:NA:NANA","8","16",".500","0","1",".000","5","6",".833","0","3","3","4","1","0","2","1","21","14.9","+13"
"334","DeMar DeRozan","21",2016-12-05,"27-120","TOR",NA,"CLE","L (-4)","1","NA:NA:NANA","12","23",".522","0","2",".000","7","7","1.000","0","4","4","5","3","0","1","3","31","25.2","-5"
"335","DeMar DeRozan","22",2016-12-08,"27-123","TOR",NA,"MIN","W (+14)","1","NA:NA:NANA","7","20",".350","1","1","1.000","12","13",".923","1","7","8","5","0","0","2","2","27","18.9","+5"
"336","DeMar DeRozan","23",2016-12-09,"27-124","TOR","@","BOS","W (+7)","1","NA:NA:NANA","9","25",".360","0","1",".000","6","6","1.000","0","5","5","2","0","0","4","1","24","8.6","+14"
"337","DeMar DeRozan","24",2016-12-12,"27-127","TOR",NA,"MIL","W (+22)","1","NA:NA:NANA","7","11",".636","1","1","1.000","15","15","1.000","1","2","3","3","0","0","2","0","30","26.5","-2"
"338","DeMar DeRozan","25",2016-12-14,"27-129","TOR","@","PHI","W (+9)","1","NA:NA:NANA","11","18",".611","0","1",".000","9","11",".818","2","3","5","3","0","0","2","1","31","24.0","+17"
"339","DeMar DeRozan","26",2016-12-16,"27-131","TOR",NA,"ATL","L (-4)","1","NA:NA:NANA","15","26",".577","0","0",NA,"4","6",".667","0","5","5","4","2","1","3","3","34","23.8","-8"
"340","DeMar DeRozan","27",2016-12-18,"27-133","TOR","@","ORL","W (+30)","1","NA:NA:NANA","13","21",".619","1","3",".333","4","4","1.000","0","5","5","4","1","0","3","2","31","23.0","+14"
"341","DeMar DeRozan","28",2016-12-20,"27-135","TOR",NA,"BRK","W (+12)","1","NA:NA:NANA","6","20",".300","0","2",".000","3","4",".750","0","1","1","2","1","0","1","2","15","3.9","+18"
"342","DeMar DeRozan","29",2016-12-23,"27-138","TOR","@","UTA","W (+6)","1","NA:NA:NANA","10","24",".417","0","1",".000","4","6",".667","1","5","6","1","4","0","2","3","24","14.1","-10"
"343","DeMar DeRozan","30",2016-12-26,"27-141","TOR","@","POR","W (+4)","1","NA:NA:NANA","8","22",".364","0","1",".000","4","7",".571","5","5","10","7","3","0","3","1","20","16.1","+12"
"344","DeMar DeRozan","31",2016-12-28,"27-143","TOR","@","GSW","L (-10)","1","NA:NA:NANA","10","23",".435","0","1",".000","9","10",".900","1","4","5","6","3","1","0","2","29","25.5","-15"
"345","DeMar DeRozan","32",2016-12-29,"27-144","TOR","@","PHO","L (-8)","1","NA:NA:NANA","8","18",".444","0","3",".000","8","10",".800","0","3","3","2","0","0","2","2","24","13.3","-10"
"346","DeMar DeRozan","33",2017-01-01,"27-147","TOR","@","LAL","W (+9)","1","NA:NA:NANA","10","25",".400","0","0",NA,"11","13",".846","0","1","1","3","1","1","1","3","31","18.6","-9"
"347","DeMar DeRozan","34",2017-01-03,"27-149","TOR","@","SAS","L (-28)","1","NA:NA:NANA","12","21",".571","0","0",NA,"2","3",".667","1","3","4","2","0","0","3","2","26","14.9","-30"
"348","DeMar DeRozan","35",2017-01-05,"27-151","TOR",NA,"UTA","W (+8)","1","NA:NA:NANA","8","26",".308","0","1",".000","7","10",".700","2","5","7","2","2","1","1","2","23","12.0","+8"
"349","DeMar DeRozan","36",2017-01-07,"27-153","TOR","@","CHI","L (-5)","1","NA:NA:NANA","10","23",".435","0","1",".000","16","17",".941","1","7","8","2","2","1","2","3","36","27.2","-4"
"350","DeMar DeRozan","37",2017-01-08,"27-154","TOR",NA,"HOU","L (-7)","1","NA:NA:NANA","13","21",".619","0","0",NA,"10","10","1.000","0","6","6","5","0","1","6","4","36","24.9","+8"
"351","DeMar DeRozan","38",2017-01-10,"27-156","TOR",NA,"BOS","W (+8)","1","NA:NA:NANA","16","29",".552","1","2",".500","8","9",".889","2","11","13","0","2","0","1","1","41","32.0","+19"
"352","DeMar DeRozan","39",2017-01-13,"27-159","TOR",NA,"BRK","W (+19)","1","NA:NA:NANA","11","22",".500","0","1",".000","6","8",".750","2","2","4","2","0","0","0","1","28","19.2","+1"
"353","DeMar DeRozan","40",2017-01-15,"27-161","TOR",NA,"NYK","W (+15)","1","NA:NA:NANA","8","17",".471","0","0",NA,"7","7","1.000","0","5","5","5","0","0","2","2","23","16.5","+24"
"354","DeMar DeRozan","41",2017-01-17,"27-163","TOR","@","BRK","W (+10)","1","NA:NA:NANA","13","28",".464","0","0",NA,"10","10","1.000","2","9","11","6","1","0","3","2","36","27.1","+3"
"355","DeMar DeRozan","42",2017-01-18,"27-164","TOR","@","PHI","L (-5)","1","NA:NA:NANA","11","21",".524","0","0",NA,"3","4",".750","1","2","3","6","1","0","2","1","25","18.4","-6"
"356","DeMar DeRozan","43",2017-01-20,"27-166","TOR","@","CHO","L (-35)","1","NA:NA:NANA","8","17",".471","2","3",".667","5","6",".833","0","3","3","2","0","0","4","0","23","12.2","-29"
"357","DeMar DeRozan","44",2017-01-22,"27-168","TOR",NA,"PHO","L (-12)","1","NA:NA:NANA","6","17",".353","0","1",".000","10","11",".909","1","2","3","4","1","1","2","2","22","15.1","-9"
"358","DeMar DeRozan","45",2017-01-29,"27-175","TOR",NA,"ORL","L (-1)","1","NA:NA:NANA","6","18",".333","0","1",".000","10","11",".909","1","6","7","6","0","0","1","3","22","15.9","+4"
"359","DeMar DeRozan","46",2017-02-06,"27-183","TOR",NA,"LAC","W (+9)","1","NA:NA:NANA","11","22",".500","2","3",".667","7","9",".778","2","3","5","2","1","0","0","1","31","23.5","+1"
"360","DeMar DeRozan","47",2017-02-08,"27-185","TOR","@","MIN","L (-3)","1","NA:NA:NANA","12","25",".480","1","4",".250","5","7",".714","1","3","4","2","1","0","2","3","30","17.3","-2"
"361","DeMar DeRozan","48",2017-02-12,"27-189","TOR",NA,"DET","L (-1)","1","NA:NA:NANA","10","21",".476","0","1",".000","6","7",".857","1","6","7","2","0","1","2","1","26","17.1","+6"
"362","DeMar DeRozan","49",2017-02-14,"27-191","TOR","@","CHI","L (-11)","1","NA:NA:NANA","5","19",".263","0","1",".000","8","9",".889","1","4","5","3","1","0","3","5","18","6.3","-14"
"363","DeMar DeRozan","50",2017-02-15,"27-192","TOR",NA,"CHO","W (+5)","1","NA:NA:NANA","5","19",".263","0","3",".000","0","2",".000","0","3","3","2","0","0","3","0","10","-2.8","-15"
"364","DeMar DeRozan","51",2017-02-24,"27-201","TOR",NA,"BOS","W (+10)","1","NA:NA:NANA","15","28",".536","1","3",".333","12","12","1.000","0","5","5","5","0","0","3","2","43","30.6","+15"
"365","DeMar DeRozan","52",2017-02-26,"27-203","TOR",NA,"POR","W (+6)","1","NA:NA:NANA","9","16",".563","0","2",".000","15","16",".938","0","6","6","2","2","1","4","2","33","26.1","+9"
"366","DeMar DeRozan","53",2017-02-27,"27-204","TOR","@","NYK","W (+1)","1","NA:NA:NANA","13","25",".520","1","3",".333","10","13",".769","3","5","8","2","2","0","2","1","37","28.1","-1"
"367","DeMar DeRozan","54",2017-03-01,"27-206","TOR",NA,"WAS","L (-9)","1","NA:NA:NANA","7","20",".350","0","0",NA,"10","11",".909","0","3","3","2","1","0","2","3","24","12.5","-4"
"368","DeMar DeRozan","55",2017-03-03,"27-208","TOR","@","WAS","W (+8)","1","NA:NA:NANA","10","17",".588","3","3","1.000","9","12",".750","2","11","13","5","0","0","4","2","32","26.3","-5"
"369","DeMar DeRozan","56",2017-03-04,"27-209","TOR","@","MIL","L (-7)","1","NA:NA:NANA","5","13",".385","0","1",".000","1","1","1.000","0","3","3","4","0","0","3","3","11","3.4","+3"
"370","DeMar DeRozan","57",2017-03-08,"27-213","TOR","@","NOP","W (+7)","1","NA:NA:NANA","5","15",".333","0","1",".000","4","6",".667","1","1","2","6","3","0","0","0","14","12.9","+9"
"371","DeMar DeRozan","58",2017-03-10,"27-215","TOR","@","ATL","L (-6)","1","NA:NA:NANA","12","30",".400","1","8",".125","3","4",".750","1","7","8","6","2","0","3","5","28","15.4","-4"
"372","DeMar DeRozan","59",2017-03-11,"27-216","TOR","@","MIA","L (-15)","1","NA:NA:NANA","5","16",".313","0","2",".000","7","7","1.000","1","3","4","2","1","0","2","0","17","9.8","-12"
"373","DeMar DeRozan","60",2017-03-13,"27-218","TOR",NA,"DAL","W (+22)","1","NA:NA:NANA","10","17",".588","1","2",".500","4","4","1.000","1","5","6","2","2","0","2","0","25","20.7","+18"
"374","DeMar DeRozan","61",2017-03-16,"27-221","TOR",NA,"OKC","L (-21)","1","NA:NA:NANA","8","14",".571","0","1",".000","6","7",".857","0","3","3","3","0","0","3","1","22","14.6","-25"
"375","DeMar DeRozan","62",2017-03-17,"27-222","TOR","@","DET","W (+12)","1","NA:NA:NANA","3","9",".333","0","1",".000","8","8","1.000","0","8","8","6","0","0","2","1","14","13.1","+15"
"376","DeMar DeRozan","63",2017-03-19,"27-224","TOR",NA,"IND","W (+25)","1","NA:NA:NANA","9","19",".474","1","2",".500","3","4",".750","0","3","3","4","0","0","4","1","22","11.2","+11"
"377","DeMar DeRozan","64",2017-03-21,"27-226","TOR",NA,"CHI","W (+2)","1","NA:NA:NANA","17","38",".447","1","5",".200","7","11",".636","4","3","7","8","2","1","2","1","42","30.2","+6"
"378","DeMar DeRozan","65",2017-03-23,"27-228","TOR","@","MIA","W (+17)","1","NA:NA:NANA","14","25",".560","0","2",".000","12","13",".923","1","5","6","3","1","0","1","0","40","32.0","+3"
"379","DeMar DeRozan","66",2017-03-25,"27-230","TOR","@","DAL","W (+8)","1","NA:NA:NANA","8","17",".471","1","2",".500","1","2",".500","0","3","3","6","1","1","3","3","18","11.5","+3"
"380","DeMar DeRozan","67",2017-03-27,"27-232","TOR",NA,"ORL","W (+19)","1","NA:NA:NANA","13","21",".619","1","1","1.000","9","14",".643","0","2","2","3","0","0","2","3","36","24.0","+9"
"381","DeMar DeRozan","68",2017-03-29,"27-234","TOR",NA,"CHO","L (-4)","1","NA:NA:NANA","11","24",".458","0","2",".000","6","7",".857","1","5","6","8","0","0","2","1","28","20.6","+8"
"382","DeMar DeRozan","69",2017-03-31,"27-236","TOR",NA,"IND","W (+11)","1","NA:NA:NANA","11","26",".423","3","4",".750","15","20",".750","2","7","9","4","1","0","3","1","40","28.1","+14"
"383","DeMar DeRozan","70",2017-04-02,"27-238","TOR",NA,"PHI","W (+8)","1","NA:NA:NANA","6","11",".545","0","0",NA,"5","5","1.000","1","0","1","9","0","0","3","1","17","15.3","+7"
"384","DeMar DeRozan","71",2017-04-04,"27-240","TOR","@","IND","L (-18)","1","NA:NA:NANA","9","21",".429","0","2",".000","9","10",".900","1","2","3","2","3","0","2","3","27","18.0","-21"
"385","DeMar DeRozan","72",2017-04-05,"27-241","TOR","@","DET","W (+3)","1","NA:NA:NANA","5","17",".294","0","1",".000","2","3",".667","1","3","4","10","0","0","3","2","12","6.5","-2"
"386","DeMar DeRozan","73",2017-04-07,"27-243","TOR",NA,"MIA","W (+2)","1","NA:NA:NANA","14","32",".438","0","1",".000","10","11",".909","1","5","6","2","1","1","6","1","38","19.7","0"
"387","DeMar DeRozan","74",2017-04-09,"27-245","TOR","@","NYK","W (+13)","1","NA:NA:NANA","11","15",".733","0","0",NA,"13","15",".867","0","2","2","0","0","0","2","2","35","25.9","+8"
"388","DeMarcus Cousins","1",2016-10-26,"26-074","SAC","@","PHO","W (+19)","1","NA:NA:NANA","6","10",".600","0","1",".000","12","16",".750","1","5","6","2","1","0","3","4","24","17.8","+14"
"389","DeMarcus Cousins","2",2016-10-27,"26-075","SAC",NA,"SAS","L (-8)","1","NA:NA:NANA","10","22",".455","3","5",".600","14","16",".875","3","13","16","2","1","0","3","3","37","29.0","-2"
"390","DeMarcus Cousins","3",2016-10-29,"26-077","SAC",NA,"MIN","W (+3)","1","NA:NA:NANA","9","16",".563","0","2",".000","11","14",".786","5","2","7","4","1","0","3","6","29","22.7","+14"
"391","DeMarcus Cousins","4",2016-10-31,"26-079","SAC","@","ATL","L (-11)","1","NA:NA:NANA","6","16",".375","1","5",".200","1","3",".333","2","10","12","1","0","1","4","5","14","4.2","-5"
"392","DeMarcus Cousins","5",2016-11-01,"26-080","SAC","@","MIA","L (-12)","1","NA:NA:NANA","8","16",".500","0","0",NA,"14","18",".778","1","6","7","4","0","1","4","6","30","20.0","-4"
"393","DeMarcus Cousins","6",2016-11-03,"26-082","SAC","@","ORL","L (-8)","1","NA:NA:NANA","12","20",".600","1","3",".333","8","9",".889","1","6","7","4","2","1","2","3","33","28.2","-3"
"394","DeMarcus Cousins","7",2016-11-05,"26-084","SAC","@","MIL","L (-26)","1","NA:NA:NANA","5","12",".417","0","2",".000","5","6",".833","0","4","4","0","1","3","2","3","15","9.3","-24"
"395","DeMarcus Cousins","8",2016-11-06,"26-085","SAC","@","TOR","W (+5)","1","NA:NA:NANA","7","21",".333","0","1",".000","8","11",".727","5","9","14","4","1","3","0","4","22","19.4","+6"
"396","DeMarcus Cousins","9",2016-11-08,"26-087","SAC",NA,"NOP","W (+8)","1","NA:NA:NANA","11","20",".550","0","3",".000","6","8",".750","1","3","4","4","2","2","2","5","28","21.4","+6"
"397","DeMarcus Cousins","10",2016-11-10,"26-089","SAC",NA,"LAL","L (-10)","1","NA:NA:NANA","10","25",".400","3","6",".500","5","8",".625","3","6","9","4","2","0","4","3","28","16.8","0"
"398","DeMarcus Cousins","11",2016-11-11,"26-090","SAC","@","POR","L (-2)","1","NA:NA:NANA","12","22",".545","3","7",".429","6","9",".667","2","7","9","3","1","2","3","5","33","24.2","-1"
"399","DeMarcus Cousins","12",2016-11-16,"26-095","SAC",NA,"SAS","L (-5)","1","NA:NA:NANA","7","16",".438","1","4",".250","11","14",".786","3","14","17","6","1","0","3","4","26","23.3","0"
"400","DeMarcus Cousins","13",2016-11-18,"26-097","SAC",NA,"LAC","L (-6)","1","NA:NA:NANA","12","29",".414","2","7",".286","12","14",".857","4","9","13","7","3","1","4","4","38","30.2","-5"
"401","DeMarcus Cousins","14",2016-11-20,"26-099","SAC",NA,"TOR","W (+3)","1","NA:NA:NANA","7","22",".318","3","6",".500","2","3",".667","2","8","10","4","0","0","2","3","19","9.4","+10"
"402","DeMarcus Cousins","15",2016-11-23,"26-102","SAC",NA,"OKC","W (+15)","1","NA:NA:NANA","14","28",".500","3","5",".600","5","6",".833","2","11","13","2","0","0","2","3","36","24.5","+7"
"403","DeMarcus Cousins","16",2016-11-25,"26-104","SAC",NA,"HOU","L (-13)","1","NA:NA:NANA","12","22",".545","5","9",".556","3","5",".600","0","9","9","1","0","5","4","5","32","21.5","-15"
"404","DeMarcus Cousins","17",2016-11-27,"26-106","SAC","@","BRK","W (+17)","1","NA:NA:NANA","13","24",".542","4","5",".800","7","9",".778","2","9","11","2","4","1","1","2","37","33.0","+17"
"405","DeMarcus Cousins","18",2016-11-28,"26-107","SAC","@","WAS","L (-6)","1","NA:NA:NANA","16","34",".471","1","6",".167","3","10",".300","4","16","20","4","2","1","5","5","36","21.9","+6"
"406","DeMarcus Cousins","19",2016-12-02,"26-111","SAC","@","BOS","L (-5)","1","NA:NA:NANA","10","26",".385","2","7",".286","6","8",".750","3","6","9","3","1","4","2","4","28","19.2","0"
"407","DeMarcus Cousins","20",2016-12-04,"26-113","SAC","@","NYK","L (-8)","1","NA:NA:NANA","9","31",".290","4","10",".400","14","16",".875","5","8","13","4","1","3","2","0","36","26.9","+1"
"408","DeMarcus Cousins","21",2016-12-07,"26-116","SAC","@","DAL","W (+31)","1","NA:NA:NANA","10","16",".625","2","2","1.000","2","3",".667","2","11","13","7","0","3","2","3","24","24.9","+34"
"409","DeMarcus Cousins","22",2016-12-09,"26-118","SAC",NA,"NYK","L (-3)","1","NA:NA:NANA","9","25",".360","0","6",".000","10","12",".833","3","9","12","6","3","1","3","2","28","22.2","-5"
"410","DeMarcus Cousins","23",2016-12-10,"26-119","SAC","@","UTA","L (-20)","1","NA:NA:NANA","7","22",".318","1","6",".167","1","3",".333","3","7","10","4","1","1","3","3","16","7.1","-15"
