"","Name","G","Date","Age","Tm","X5","Opp","X7","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-"
"140","Russell Westbrook","59",2017-02-26,"28-106","OKC",NA,"NOP","W (+8)","1","NA","14","29","0.483","2","8","0.25","11","12","0.917","2","9","11","11","1","0","9","2","41","28.9","4"
"141","Russell Westbrook","60",2017-02-28,"28-108","OKC",NA,"UTA","W (+3)","1","NA","13","28","0.464","6","9","0.667","11","12","0.917","0","11","11","10","0","0","8","1","43","30.1","10"
"142","Russell Westbrook","61",2017-03-02,"28-110","OKC","@","POR","L (-5)","1","NA","12","36","0.333","6","16","0.375","15","15","1","2","5","7","4","1","1","4","0","45","28","-7"
"143","Russell Westbrook","62",2017-03-03,"28-111","OKC","@","PHO","L (-7)","1","NA","14","30","0.467","3","12","0.25","17","18","0.944","1","16","17","9","3","0","4","4","48","41.4","10"
"144","Russell Westbrook","63",2017-03-05,"28-113","OKC","@","DAL","L (-15)","1","NA","8","24","0.333","2","10","0.2","11","13","0.846","0","6","6","5","2","1","1","4","29","20","-14"
"145","Russell Westbrook","64",2017-03-07,"28-115","OKC",NA,"POR","L (-5)","1","NA","21","39","0.538","3","9","0.333","13","16","0.813","1","2","3","9","3","1","4","4","58","43.6","7"
"146","Russell Westbrook","65",2017-03-09,"28-117","OKC",NA,"SAS","W (+10)","1","NA","7","21","0.333","1","6","0.167","8","9","0.889","3","10","13","13","2","0","3","2","23","23.1","12"
"147","Russell Westbrook","66",2017-03-11,"28-119","OKC",NA,"UTA","W (+8)","1","NA","9","26","0.346","3","10","0.3","12","13","0.923","1","10","11","14","2","2","5","1","33","29.5","12"
"148","Russell Westbrook","67",2017-03-14,"28-122","OKC","@","BRK","W (+18)","1","NA","6","18","0.333","2","7","0.286","11","13","0.846","1","11","12","19","2","1","5","3","25","27.8","7"
"149","Russell Westbrook","68",2017-03-16,"28-124","OKC","@","TOR","W (+21)","1","NA","8","17","0.471","4","8","0.5","4","4","1","0","10","10","16","1","0","2","2","24","27.7","26"
"150","Russell Westbrook","69",2017-03-18,"28-126","OKC",NA,"SAC","W (+16)","1","NA","9","20","0.45","4","9","0.444","6","7","0.857","3","5","8","10","4","0","7","1","28","24.4","13"
"151","Russell Westbrook","70",2017-03-20,"28-128","OKC",NA,"GSW","L (-16)","1","NA","4","16","0.25","1","6","0.167","6","7","0.857","0","8","8","7","2","0","5","4","15","7.7","-25"
"152","Russell Westbrook","71",2017-03-22,"28-130","OKC",NA,"PHI","W (+25)","1","NA","6","6","1","0","0",NA,"6","6","1","0","11","11","14","0","2","5","1","18","25.3","21"
"153","Russell Westbrook","72",2017-03-26,"28-134","OKC","@","HOU","L (-12)","1","NA","13","24","0.542","3","9","0.333","10","16","0.625","0","11","11","13","0","0","5","4","39","30.8","-14"
"154","Russell Westbrook","73",2017-03-27,"28-135","OKC","@","DAL","W (+1)","1","NA","15","30","0.5","2","9","0.222","5","5","1","0","13","13","10","2","0","6","0","37","28.9","12"
"155","Russell Westbrook","74",2017-03-29,"28-137","OKC","@","ORL","W (+8)","1","NA","21","40","0.525","6","15","0.4","9","11","0.818","3","10","13","11","3","0","7","3","57","44.2","8"
"156","Russell Westbrook","75",2017-03-31,"28-139","OKC",NA,"SAS","L (-5)","1","NA","8","22","0.364","2","7","0.286","14","15","0.933","2","13","15","12","0","0","8","1","32","24.7","-10"
"157","Russell Westbrook","76",2017-04-02,"28-141","OKC",NA,"CHO","L (-12)","1","NA","14","31","0.452","7","15","0.467","5","5","1","1","12","13","10","2","0","8","1","40","28.8","-6"
"158","Russell Westbrook","77",2017-04-04,"28-143","OKC",NA,"MIL","W (+31)","1","NA","4","12","0.333","2","4","0.5","2","2","1","3","10","13","13","2","0","3","2","12","17.6","19"
"159","Russell Westbrook","78",2017-04-05,"28-144","OKC","@","MEM","W (+3)","1","NA","14","25","0.56","8","13","0.615","9","12","0.75","0","9","9","10","4","0","7","4","45","37","2"
"160","Russell Westbrook","79",2017-04-07,"28-146","OKC","@","PHO","L (-21)","1","NA","6","25","0.24","2","12","0.167","9","9","1","6","6","12","8","0","1","8","5","23","10.2","-15"
"161","Russell Westbrook","80",2017-04-09,"28-148","OKC","@","DEN","W (+1)","1","NA","17","32","0.531","5","12","0.417","11","11","1","2","14","16","10","1","0","2","1","50","45.6","10"
"162","Russell Westbrook","81",2017-04-12,"28-151","OKC",NA,"DEN","L (-6)","1","18:19:00","2","10","0.2","1","5","0.2","0","0",NA,"0","5","5","8","0","1","3","2","5","2.8","-5"
"163","Isaiah Thomas","1",2016-10-26,"27-262","BOS",NA,"BRK","W (+5)","1","NA:NA:NANA","7","14",".500","2","7",".286","9","9","1.000","0","6","6","8","2","0","3","3","25","23.2","+15"
"164","Isaiah Thomas","2",2016-10-27,"27-263","BOS","@","CHI","L (-6)","1","NA:NA:NANA","10","15",".667","3","7",".429","2","6",".333","0","3","3","4","2","0","5","2","25","16.8","-6"
"165","Isaiah Thomas","3",2016-10-29,"27-265","BOS","@","CHO","W (+6)","1","NA:NA:NANA","9","20",".450","2","7",".286","4","7",".571","0","1","1","7","0","0","2","2","24","14.8","+14"
"166","Isaiah Thomas","4",2016-11-02,"27-269","BOS",NA,"CHI","W (+7)","1","NA:NA:NANA","8","18",".444","4","7",".571","3","4",".750","1","1","2","10","3","1","3","3","23","20.7","+6"
"167","Isaiah Thomas","5",2016-11-03,"27-270","BOS","@","CLE","L (-6)","1","NA:NA:NANA","8","19",".421","0","6",".000","14","14","1.000","0","3","3","6","0","0","3","3","30","20.8","-7"
"168","Isaiah Thomas","6",2016-11-06,"27-273","BOS",NA,"DEN","L (-16)","1","NA:NA:NANA","9","17",".529","1","4",".250","11","12",".917","0","1","1","5","1","0","4","3","30","20.9","-20"
"169","Isaiah Thomas","7",2016-11-09,"27-276","BOS","@","WAS","L (-25)","1","NA:NA:NANA","6","18",".333","1","6",".167","10","10","1.000","3","3","6","10","0","0","3","4","23","18.2","-18"
"170","Isaiah Thomas","8",2016-11-11,"27-278","BOS",NA,"NYK","W (+28)","1","NA:NA:NANA","9","17",".529","3","5",".600","8","8","1.000","2","1","3","4","1","0","2","1","29","23.8","+16"
"171","Isaiah Thomas","9",2016-11-12,"27-279","BOS","@","IND","W (+6)","1","NA:NA:NANA","4","13",".308","1","2",".500","14","15",".933","0","0","0","5","1","0","2","4","23","16.0","-7"
"172","Isaiah Thomas","10",2016-11-14,"27-281","BOS","@","NOP","L (-1)","1","NA:NA:NANA","13","29",".448","3","10",".300","8","10",".800","0","3","3","7","2","0","1","3","37","26.7","+12"
"173","Isaiah Thomas","11",2016-11-16,"27-283","BOS",NA,"DAL","W (+7)","1","NA:NA:NANA","7","18",".389","3","5",".600","13","16",".813","2","2","4","6","0","0","5","2","30","19.4","+10"
"174","Isaiah Thomas","12",2016-11-18,"27-285","BOS",NA,"GSW","L (-16)","1","NA:NA:NANA","4","12",".333","1","6",".167","9","9","1.000","0","2","2","4","0","0","1","1","18","13.2","-20"
"175","Isaiah Thomas","13",2016-11-19,"27-286","BOS","@","DET","W (+2)","1","NA:NA:NANA","7","22",".318","2","8",".250","8","9",".889","1","3","4","8","0","1","0","1","24","18.5","+3"
"176","Isaiah Thomas","14",2016-11-21,"27-288","BOS","@","MIN","W (+6)","1","NA:NA:NANA","9","20",".450","2","9",".222","9","10",".900","0","2","2","3","1","0","1","3","29","19.7","-4"
"177","Isaiah Thomas","15",2016-11-23,"27-290","BOS","@","BRK","W (+19)","1","NA:NA:NANA","8","21",".381","5","9",".556","2","2","1.000","0","1","1","5","0","1","2","1","23","13.6","+10"
"178","Isaiah Thomas","16",2016-11-25,"27-292","BOS",NA,"SAS","L (-6)","1","NA:NA:NANA","9","21",".429","3","9",".333","3","4",".750","0","1","1","8","0","0","2","2","24","15.6","+6"
"179","Isaiah Thomas","17",2016-11-28,"27-295","BOS","@","MIA","W (+8)","1","NA:NA:NANA","7","23",".304","2","10",".200","9","9","1.000","0","4","4","8","1","0","1","3","25","17.3","+3"
"180","Isaiah Thomas","18",2016-11-30,"27-297","BOS",NA,"DET","L (-7)","1","NA:NA:NANA","10","20",".500","3","7",".429","4","4","1.000","0","0","0","4","0","0","2","0","27","17.8","-6"
"181","Isaiah Thomas","19",2016-12-02,"27-299","BOS",NA,"SAC","W (+5)","1","NA:NA:NANA","6","21",".286","0","5",".000","8","9",".889","1","2","3","7","2","0","1","4","20","12.9","+8"
"182","Isaiah Thomas","20",2016-12-03,"27-300","BOS","@","PHI","W (+1)","1","NA:NA:NANA","11","19",".579","2","3",".667","13","15",".867","1","3","4","7","1","0","2","2","37","32.0","+4"
"183","Isaiah Thomas","21",2016-12-05,"27-302","BOS","@","HOU","L (-1)","1","NA:NA:NANA","7","19",".368","3","7",".429","3","3","1.000","0","2","2","3","2","0","2","2","20","11.4","-7"
"184","Isaiah Thomas","22",2016-12-16,"27-313","BOS",NA,"CHO","W (+8)","1","NA:NA:NANA","9","20",".450","2","6",".333","6","7",".857","1","2","3","5","0","0","2","1","26","17.6","-2"
"185","Isaiah Thomas","23",2016-12-18,"27-315","BOS","@","MIA","W (+10)","1","NA:NA:NANA","9","16",".563","3","6",".500","2","2","1.000","1","1","2","4","1","0","2","1","23","17.8","+11"
"186","Isaiah Thomas","24",2016-12-20,"27-317","BOS","@","MEM","W (+3)","1","NA:NA:NANA","10","16",".625","7","10",".700","17","17","1.000","0","3","3","6","2","1","1","1","44","43.2","+9"
"187","Isaiah Thomas","25",2016-12-22,"27-319","BOS","@","IND","W (+7)","1","NA:NA:NANA","9","21",".429","2","11",".182","8","9",".889","0","1","1","9","0","0","0","4","28","21.5","+11"
"188","Isaiah Thomas","26",2016-12-23,"27-320","BOS",NA,"OKC","L (-5)","1","NA:NA:NANA","12","22",".545","2","8",".250","8","9",".889","0","2","2","10","1","0","5","3","34","25.4","+2"
"189","Isaiah Thomas","27",2016-12-25,"27-322","BOS","@","NYK","W (+5)","1","NA:NA:NANA","9","23",".391","3","13",".231","6","8",".750","0","3","3","3","0","0","2","3","27","13.5","-7"
"190","Isaiah Thomas","28",2016-12-27,"27-324","BOS",NA,"MEM","W (+10)","1","NA:NA:NANA","6","14",".429","1","6",".167","8","8","1.000","0","1","1","7","0","0","4","3","21","13.6","+3"
"191","Isaiah Thomas","29",2016-12-29,"27-326","BOS","@","CLE","L (-6)","1","NA:NA:NANA","8","13",".615","2","5",".400","13","13","1.000","1","2","3","9","2","0","3","1","31","31.3","-10"
"192","Isaiah Thomas","30",2016-12-30,"27-327","BOS",NA,"MIA","W (+3)","1","NA:NA:NANA","15","26",".577","9","13",".692","13","13","1.000","1","1","2","0","1","0","2","2","52","39.0","+10"
"193","Isaiah Thomas","31",2017-01-03,"27-331","BOS",NA,"UTA","W (+11)","1","NA:NA:NANA","10","18",".556","5","8",".625","4","4","1.000","0","4","4","15","1","0","1","3","29","30.9","+12"
"194","Isaiah Thomas","32",2017-01-06,"27-334","BOS",NA,"PHI","W (+4)","1","NA:NA:NANA","6","14",".429","2","4",".500","10","11",".909","1","3","4","3","0","0","7","4","24","11.3","+3"
"195","Isaiah Thomas","33",2017-01-07,"27-335","BOS",NA,"NOP","W (+9)","1","NA:NA:NANA","13","24",".542","6","11",".545","6","6","1.000","1","2","3","0","2","1","1","2","38","28.6","-1"
"196","Isaiah Thomas","34",2017-01-10,"27-338","BOS","@","TOR","L (-8)","1","NA:NA:NANA","8","19",".421","3","8",".375","8","9",".889","0","1","1","7","0","0","1","0","27","20.7","-14"
"197","Isaiah Thomas","35",2017-01-11,"27-339","BOS",NA,"WAS","W (+9)","1","NA:NA:NANA","14","29",".483","5","11",".455","5","6",".833","3","2","5","5","0","0","4","1","38","24.7","+3"
"198","Isaiah Thomas","36",2017-01-13,"27-341","BOS","@","ATL","W (+2)","1","NA:NA:NANA","9","21",".429","5","13",".385","5","5","1.000","1","3","4","9","0","0","5","1","28","19.4","+13"
"199","Isaiah Thomas","37",2017-01-16,"27-344","BOS",NA,"CHO","W (+10)","1","NA:NA:NANA","14","25",".560","7","15",".467","0","0",NA,"1","4","5","4","0","0","3","1","35","24.4","+14"
"200","Isaiah Thomas","38",2017-01-18,"27-346","BOS",NA,"NYK","L (-11)","1","NA:NA:NANA","12","25",".480","5","12",".417","10","10","1.000","2","1","3","2","1","0","2","0","39","28.4","+5"
"201","Isaiah Thomas","39",2017-01-21,"27-349","BOS",NA,"POR","L (-4)","1","NA:NA:NANA","14","28",".500","4","11",".364","9","11",".818","1","2","3","6","0","0","6","1","41","25.3","-10"
"202","Isaiah Thomas","40",2017-01-24,"27-352","BOS","@","WAS","L (-15)","1","NA:NA:NANA","7","19",".368","1","6",".167","10","11",".909","0","1","1","13","2","0","3","3","25","21.3","-8"
"203","Isaiah Thomas","41",2017-01-25,"27-353","BOS",NA,"HOU","W (+11)","1","NA:NA:NANA","15","27",".556","4","10",".400","4","4","1.000","3","2","5","9","1","0","3","1","38","31.7","+16"
"204","Isaiah Thomas","42",2017-01-27,"27-355","BOS",NA,"ORL","W (+30)","1","NA:NA:NANA","9","15",".600","3","8",".375","0","0",NA,"0","3","3","9","3","1","2","4","21","21.4","+21"
"205","Isaiah Thomas","43",2017-01-28,"27-356","BOS","@","MIL","W (+4)","1","NA:NA:NANA","11","21",".524","6","11",".545","9","9","1.000","0","3","3","8","1","0","3","3","37","30.0","-1"
"206","Isaiah Thomas","44",2017-01-30,"27-358","BOS",NA,"DET","W (+4)","1","NA:NA:NANA","11","23",".478","4","11",".364","15","15","1.000","0","0","0","8","2","0","3","4","41","32.3","-10"
"207","Isaiah Thomas","45",2017-02-01,"27-360","BOS",NA,"TOR","W (+5)","1","NA:NA:NANA","12","22",".545","5","12",".417","15","16",".938","0","4","4","7","0","0","3","3","44","34.9","+16"
"208","Isaiah Thomas","46",2017-02-03,"27-362","BOS",NA,"LAL","W (+6)","1","NA:NA:NANA","13","24",".542","5","11",".455","7","7","1.000","0","2","2","4","1","0","6","2","38","24.0","+3"
"209","Isaiah Thomas","47",2017-02-05,"27-364","BOS",NA,"LAC","W (+5)","1","NA:NA:NANA","7","18",".389","3","11",".273","11","12",".917","0","2","2","8","2","0","3","1","28","22.6","+9"
"210","Isaiah Thomas","48",2017-02-08,"28-001","BOS","@","SAC","L (-16)","1","NA:NA:NANA","6","16",".375","4","11",".364","10","10","1.000","0","4","4","7","0","0","3","2","26","19.5","-1"
"211","Isaiah Thomas","49",2017-02-09,"28-002","BOS","@","POR","W (+9)","1","NA:NA:NANA","11","26",".423","2","11",".182","10","11",".909","0","1","1","4","1","0","2","1","34","21.5","+15"
"212","Isaiah Thomas","50",2017-02-11,"28-004","BOS","@","UTA","W (+8)","1","NA:NA:NANA","9","16",".563","4","7",".571","7","9",".778","0","2","2","5","0","0","3","2","29","20.9","+8"
"213","Isaiah Thomas","51",2017-02-13,"28-006","BOS","@","DAL","W (+13)","1","NA:NA:NANA","9","19",".474","4","10",".400","7","9",".778","0","1","1","8","0","0","1","2","29","22.6","+12"
"214","Isaiah Thomas","52",2017-02-15,"28-008","BOS",NA,"PHI","W (+8)","1","NA:NA:NANA","9","19",".474","4","7",".571","11","13",".846","1","3","4","3","0","0","4","3","33","21.0","+11"
"215","Isaiah Thomas","53",2017-02-16,"28-009","BOS","@","CHI","L (-1)","1","NA:NA:NANA","8","18",".444","4","9",".444","9","9","1.000","0","3","3","7","0","0","3","3","29","21.2","-10"
"216","Isaiah Thomas","54",2017-02-24,"28-017","BOS","@","TOR","L (-10)","1","NA:NA:NANA","6","17",".353","3","10",".300","5","6",".833","1","2","3","5","0","0","3","3","20","10.7","-17"
"217","Isaiah Thomas","55",2017-02-26,"28-019","BOS","@","DET","W (+6)","1","NA:NA:NANA","10","23",".435","5","12",".417","8","9",".889","0","2","2","3","3","0","2","3","33","23.0","+7"
"218","Isaiah Thomas","56",2017-02-27,"28-020","BOS",NA,"ATL","L (-16)","1","NA:NA:NANA","4","21",".190","1","6",".167","10","10","1.000","2","5","7","7","0","1","7","1","19","7.0","-6"
"219","Isaiah Thomas","57",2017-03-01,"28-022","BOS",NA,"CLE","W (+4)","1","NA:NA:NANA","10","20",".500","3","9",".333","8","12",".667","1","1","2","5","2","1","4","2","31","21.8","+13"
"220","Isaiah Thomas","58",2017-03-03,"28-024","BOS","@","LAL","W (+20)","1","NA:NA:NANA","6","13",".462","1","5",".200","5","5","1.000","0","2","2","8","0","0","2","1","18","15.1","+22"
"221","Isaiah Thomas","59",2017-03-05,"28-026","BOS","@","PHO","L (-3)","1","NA:NA:NANA","10","25",".400","5","12",".417","10","11",".909","0","2","2","5","2","0","1","4","35","24.6","-9"
"222","Isaiah Thomas","60",2017-03-06,"28-027","BOS","@","LAC","L (-14)","1","NA:NA:NANA","10","19",".526","4","8",".500","8","9",".889","0","2","2","5","3","0","3","4","32","24.8","+1"
"223","Isaiah Thomas","61",2017-03-08,"28-029","BOS","@","GSW","W (+13)","1","NA:NA:NANA","7","20",".350","4","10",".400","7","7","1.000","0","0","0","3","3","0","3","3","25","14.7","+3"
"224","Isaiah Thomas","62",2017-03-10,"28-031","BOS","@","DEN","L (-20)","1","NA:NA:NANA","7","14",".500","1","6",".167","6","6","1.000","0","2","2","5","0","0","2","5","21","14.1","-6"
"225","Isaiah Thomas","63",2017-03-12,"28-033","BOS",NA,"CHI","W (+20)","1","NA:NA:NANA","9","14",".643","4","8",".500","0","0",NA,"0","1","1","2","3","0","2","0","22","18.5","+13"
"226","Isaiah Thomas","64",2017-03-15,"28-036","BOS",NA,"MIN","W (+13)","1","NA:NA:NANA","8","15",".533","4","9",".444","7","7","1.000","0","3","3","4","1","0","2","2","27","21.6","+19"
"227","Isaiah Thomas","65",2017-03-20,"28-041","BOS",NA,"WAS","W (+8)","1","NA:NA:NANA","7","19",".368","2","10",".200","9","11",".818","1","3","4","4","1","0","3","3","25","14.9","+15"
"228","Isaiah Thomas","66",2017-03-22,"28-043","BOS",NA,"IND","W (+9)","1","NA:NA:NANA","9","21",".429","4","10",".400","3","3","1.000","0","0","0","5","1","1","2","4","25","15.5","+6"
"229","Isaiah Thomas","67",2017-03-24,"28-045","BOS",NA,"PHO","W (+10)","1","NA:NA:NANA","10","20",".500","3","9",".333","11","11","1.000","1","1","2","7","0","0","2","2","34","27.1","+24"
"230","Isaiah Thomas","68",2017-03-26,"28-047","BOS",NA,"MIA","W (+4)","1","NA:NA:NANA","10","18",".556","2","6",".333","8","9",".889","0","2","2","3","0","0","6","2","30","16.9","+21"
"231","Isaiah Thomas","69",2017-03-29,"28-050","BOS",NA,"MIL","L (-3)","1","NA:NA:NANA","9","17",".529","5","9",".556","9","9","1.000","1","4","5","4","3","0","4","2","32","26.6","+16"
"232","Isaiah Thomas","70",2017-03-31,"28-052","BOS",NA,"ORL","W (+1)","1","NA:NA:NANA","10","23",".435","4","10",".400","11","13",".846","1","2","3","7","1","1","3","1","35","26.6","-1"
"233","Isaiah Thomas","71",2017-04-02,"28-054","BOS","@","NYK","W (+16)","1","NA:NA:NANA","6","11",".545","4","9",".444","3","3","1.000","0","2","2","6","1","0","1","0","19","18.5","+10"
"234","Isaiah Thomas","72",2017-04-05,"28-057","BOS",NA,"CLE","L (-23)","1","NA:NA:NANA","9","19",".474","1","8",".125","7","8",".875","0","4","4","6","0","1","4","1","26","17.6","-10"
"235","Isaiah Thomas","73",2017-04-06,"28-058","BOS","@","ATL","L (-7)","1","NA:NA:NANA","10","21",".476","4","8",".500","11","13",".846","3","2","5","4","0","1","3","3","35","25.5","-19"
"236","Isaiah Thomas","74",2017-04-08,"28-060","BOS","@","CHO","W (+7)","1","NA:NA:NANA","10","18",".556","5","11",".455","7","8",".875","0","2","2","6","1","0","6","2","32","22.0","+11"
"237","Isaiah Thomas","75",2017-04-10,"28-062","BOS",NA,"BRK","W (+9)","1","NA:NA:NANA","10","21",".476","2","10",".200","5","5","1.000","1","3","4","3","1","0","4","4","27","15.4","+16"
"238","Isaiah Thomas","76",2017-04-12,"28-064","BOS",NA,"MIL","W (+18)","1","NA:NA:NANA","3","11",".273","2","6",".333","5","6",".833","2","2","4","8","1","1","1","0","13","14.4","+3"
"239","Anthony Davis","1",2016-10-26,"23-229","NOP",NA,"DEN","L (-5)","1","NA:NA:NANA","17","34",".500","0","2",".000","16","17",".941","1","14","15","5","5","4","3","4","50","44.2","-3"
"240","Anthony Davis","2",2016-10-28,"23-231","NOP",NA,"GSW","L (-8)","1","NA:NA:NANA","17","31",".548","1","2",".500","10","14",".714","6","11","17","3","2","2","1","2","45","39.7","-3"
"241","Anthony Davis","3",2016-10-29,"23-232","NOP","@","SAS","L (-19)","1","NA:NA:NANA","6","15",".400","0","0",NA,"6","8",".750","0","5","5","0","0","3","1","1","18","11.3","-17"
"242","Anthony Davis","4",2016-11-01,"23-235","NOP",NA,"MIL","L (-4)","1","NA:NA:NANA","9","21",".429","0","3",".000","17","18",".944","3","12","15","2","3","3","1","2","35","33.9","+3"
"243","Anthony Davis","5",2016-11-02,"23-236","NOP","@","MEM","L (-6)","1","NA:NA:NANA","3","13",".231","1","4",".250","3","5",".600","1","6","7","1","2","3","5","5","10","1.6","-23"
"244","Anthony Davis","6",2016-11-04,"23-238","NOP",NA,"PHO","L (-1)","1","NA:NA:NANA","7","11",".636","0","1",".000","8","12",".667","1","9","10","2","1","4","1","1","22","22.7","-6"
"245","Anthony Davis","7",2016-11-07,"23-241","NOP","@","GSW","L (-10)","1","NA:NA:NANA","11","18",".611","1","2",".500","10","13",".769","1","12","13","1","0","0","3","1","33","25.2","-8"
"246","Anthony Davis","8",2016-11-08,"23-242","NOP","@","SAC","L (-8)","1","NA:NA:NANA","14","22",".636","0","2",".000","6","7",".857","1","7","8","1","2","4","3","2","34","28.3","-5"
"247","Anthony Davis","9",2016-11-10,"23-244","NOP","@","MIL","W (+6)","1","NA:NA:NANA","11","24",".458","0","0",NA,"8","8","1.000","3","5","8","2","2","4","2","3","30","24.2","+8"
"248","Anthony Davis","10",2016-11-12,"23-246","NOP",NA,"LAL","L (-27)","1","NA:NA:NANA","13","26",".500","0","2",".000","8","11",".727","1","7","8","2","0","2","1","0","34","24.4","-10"
"249","Anthony Davis","11",2016-11-14,"23-248","NOP",NA,"BOS","W (+1)","1","NA:NA:NANA","7","22",".318","0","1",".000","11","13",".846","1","15","16","0","4","2","7","2","25","14.4","0"
"250","Anthony Davis","12",2016-11-18,"23-252","NOP",NA,"POR","W (+12)","1","NA:NA:NANA","14","22",".636","2","5",".400","8","10",".800","0","9","9","6","2","4","2","2","38","36.3","+16"
"251","Anthony Davis","13",2016-11-19,"23-253","NOP",NA,"CHO","W (+5)","1","NA:NA:NANA","15","27",".556","2","5",".400","6","8",".750","2","14","16","2","1","3","2","3","38","31.2","+5"
"252","Anthony Davis","14",2016-11-22,"23-256","NOP","@","ATL","W (+18)","1","NA:NA:NANA","6","12",".500","0","1",".000","1","1","1.000","2","1","3","1","1","3","2","1","13","10.1","+13"
"253","Anthony Davis","15",2016-11-23,"23-257","NOP",NA,"MIN","W (+21)","1","NA:NA:NANA","17","27",".630","2","4",".500","9","10",".900","1","9","10","3","2","1","4","1","45","36.3","+33"
"254","Anthony Davis","16",2016-11-25,"23-259","NOP","@","POR","L (-15)","1","NA:NA:NANA","10","17",".588","2","4",".500","9","13",".692","0","13","13","2","0","5","1","1","31","28.9","-16"
"255","Anthony Davis","17",2016-11-27,"23-261","NOP","@","DAL","L (-10)","1","NA:NA:NANA","12","22",".545","0","1",".000","12","14",".857","3","10","13","3","1","1","2","3","36","30.3","-19"
"256","Anthony Davis","18",2016-11-29,"23-263","NOP",NA,"LAL","W (+17)","1","NA:NA:NANA","14","27",".519","1","4",".250","12","14",".857","6","10","16","3","4","2","1","4","41","39.0","+19"
"257","Anthony Davis","19",2016-12-02,"23-266","NOP",NA,"LAC","L (-18)","1","NA:NA:NANA","8","17",".471","0","0",NA,"5","6",".833","2","3","5","4","1","1","2","2","21","15.9","-7"
"258","Anthony Davis","20",2016-12-04,"23-268","NOP","@","OKC","L (-9)","1","NA:NA:NANA","14","32",".438","0","1",".000","9","11",".818","5","10","15","2","2","4","3","3","37","27.9","-10"
"259","Anthony Davis","21",2016-12-05,"23-269","NOP",NA,"MEM","L (-2)","1","NA:NA:NANA","10","27",".370","1","4",".250","7","7","1.000","0","16","16","1","1","4","1","1","28","21.0","-5"
"260","Anthony Davis","22",2016-12-08,"23-272","NOP",NA,"PHI","L (-11)","1","NA:NA:NANA","8","21",".381","0","2",".000","10","12",".833","1","10","11","2","0","2","3","1","26","16.8","-10"
"261","Anthony Davis","23",2016-12-11,"23-275","NOP","@","PHO","W (+1)","1","NA:NA:NANA","4","17",".235","0","3",".000","6","6","1.000","3","9","12","4","1","2","3","4","14","9.1","-7"
"262","Anthony Davis","24",2016-12-13,"23-277","NOP",NA,"GSW","L (-4)","1","NA:NA:NANA","10","14",".714","1","1","1.000","7","8",".875","0","8","8","3","2","5","6","2","28","25.0","-8"
"263","Anthony Davis","25",2016-12-15,"23-279","NOP",NA,"IND","W (+7)","1","NA:NA:NANA","11","23",".478","2","3",".667","11","15",".733","1","14","15","0","0","5","4","2","35","25.3","+14"
"264","Anthony Davis","26",2016-12-16,"23-280","NOP","@","HOU","L (-22)","1","NA:NA:NANA","9","17",".529","0","1",".000","1","3",".333","1","4","5","3","0","0","1","0","19","12.9","-14"
"265","Anthony Davis","27",2016-12-18,"23-282","NOP","@","SAS","L (-13)","1","NA:NA:NANA","5","12",".417","0","0",NA,"2","4",".500","2","2","4","1","0","1","3","4","12","3.6","-21"
"266","Anthony Davis","28",2016-12-20,"23-284","NOP","@","PHI","W (+15)","1","NA:NA:NANA","12","30",".400","0","1",".000","7","10",".700","5","11","16","2","0","2","1","2","31","21.4","+11"
"267","Anthony Davis","29",2016-12-21,"23-285","NOP",NA,"OKC","L (-11)","1","NA:NA:NANA","14","26",".538","1","2",".500","5","7",".714","2","12","14","2","1","2","2","5","34","25.4","+6"
"268","Anthony Davis","30",2016-12-23,"23-287","NOP",NA,"MIA","W (+4)","1","NA:NA:NANA","10","17",".588","2","3",".667","6","9",".667","7","15","22","1","1","4","3","3","28","28.6","+3"
"269","Anthony Davis","31",2016-12-26,"23-290","NOP",NA,"DAL","W (+7)","1","NA:NA:NANA","8","14",".571","0","1",".000","12","14",".857","5","11","16","4","0","2","6","4","28","24.0","+7"
"270","Anthony Davis","32",2016-12-28,"23-292","NOP",NA,"LAC","W (+4)","1","NA:NA:NANA","8","16",".500","0","2",".000","4","8",".500","1","4","5","1","4","1","0","4","20","16.1","+4"
"271","Anthony Davis","33",2016-12-30,"23-294","NOP",NA,"NYK","W (+12)","1","NA:NA:NANA","9","18",".500","0","0",NA,"5","6",".833","1","17","18","2","2","0","5","3","23","16.6","+12"
"272","Anthony Davis","34",2017-01-02,"23-297","NOP","@","CLE","L (-8)","1","NA:NA:NANA","10","27",".370","0","1",".000","0","2",".000","6","10","16","2","1","3","3","2","20","12.2","+3"
"273","Anthony Davis","35",2017-01-05,"23-300","NOP",NA,"ATL","L (-5)","1","NA:NA:NANA","7","20",".350","0","0",NA,"6","8",".750","7","11","18","3","2","0","3","5","20","15.3","-1"
"274","Anthony Davis","36",2017-01-07,"23-302","NOP","@","BOS","L (-9)","1","NA:NA:NANA","14","21",".667","1","1","1.000","7","9",".778","3","13","16","2","0","2","3","0","36","31.9","-6"
"275","Anthony Davis","37",2017-01-09,"23-304","NOP","@","NYK","W (+14)","1","NA:NA:NANA","14","22",".636","1","1","1.000","11","12",".917","4","14","18","2","0","3","0","2","40","39.5","+26"
