"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates","Binary"
"398",398,"Atlanta Hawks",70,"Mon Mar 20 2017","@","Charlotte Hornets","L",NA,90,105,37,33,"L 4",2017-03-18,0
"399",399,"Atlanta Hawks",71,"Wed Mar 22 2017","@","Washington Wizards","L",NA,100,104,37,34,"L 5",2017-03-20,0
"400",400,"Atlanta Hawks",72,"Fri Mar 24 2017","@","Milwaukee Bucks","L",NA,97,100,37,35,"L 6",2017-03-21,0
"401",401,"Atlanta Hawks",73,"Sun Mar 26 2017","vs","Brooklyn Nets","L",NA,92,107,37,36,"L 7",2017-03-23,0
"402",402,"Atlanta Hawks",74,"Tue Mar 28 2017","vs","Phoenix Suns","W",NA,95,91,38,36,"W 1",2017-03-25,1
"403",403,"Atlanta Hawks",75,"Wed Mar 29 2017","@","Philadelphia 76ers","W",NA,99,92,39,36,"W 2",2017-03-26,1
"404",404,"Atlanta Hawks",76,"Sat Apr 1 2017","@","Chicago Bulls","L",NA,104,106,39,37,"L 1",2017-03-29,0
"405",405,"Atlanta Hawks",77,"Sun Apr 2 2017","@","Brooklyn Nets","L",NA,82,91,39,38,"L 2",2017-03-30,0
"406",406,"Atlanta Hawks",78,"Thu Apr 6 2017","vs","Boston Celtics","W",NA,123,116,40,38,"W 1",2017-04-01,1
"407",407,"Atlanta Hawks",79,"Fri Apr 7 2017","@","Cleveland Cavaliers","W",NA,114,100,41,38,"W 2",2017-04-05,1
"408",408,"Atlanta Hawks",80,"Sun Apr 9 2017","vs","Cleveland Cavaliers","W","OT",126,125,42,38,"W 3",2017-04-08,1
"409",409,"Atlanta Hawks",81,"Tue Apr 11 2017","vs","Charlotte Hornets","W",NA,103,76,43,38,"W 4",2017-04-10,1
"410",410,"Atlanta Hawks",82,"Wed Apr 12 2017","@","Indiana Pacers","L",NA,86,104,43,39,"L 1",2017-04-12,0
"411",411,"Milwaukee Bucks",1,"Wed Oct 26 2016","vs","Charlotte Hornets","L",NA,96,107,0,1,"L 1",2016-10-26,0
"412",412,"Milwaukee Bucks",2,"Sat Oct 29 2016","vs","Brooklyn Nets","W",NA,110,108,1,1,"W 1",2016-10-28,1
"413",413,"Milwaukee Bucks",3,"Sun Oct 30 2016","@","Detroit Pistons","L",NA,83,98,1,2,"L 1",2016-10-30,0
"414",414,"Milwaukee Bucks",4,"Tue Nov 1 2016","@","New Orleans Pelicans","W",NA,117,113,2,2,"W 1",2016-11-02,1
"415",415,"Milwaukee Bucks",5,"Thu Nov 3 2016","vs","Indiana Pacers","W",NA,125,107,3,2,"W 2",2016-11-03,1
"416",416,"Milwaukee Bucks",6,"Sat Nov 5 2016","vs","Sacramento Kings","W",NA,117,91,4,2,"W 3",2016-11-05,1
"417",417,"Milwaukee Bucks",7,"Sun Nov 6 2016","@","Dallas Mavericks","L","OT",75,86,4,3,"L 1",2016-11-07,0
"418",418,"Milwaukee Bucks",8,"Thu Nov 10 2016","vs","New Orleans Pelicans","L",NA,106,112,4,4,"L 2",2016-11-09,0
"419",419,"Milwaukee Bucks",9,"Sat Nov 12 2016","vs","Memphis Grizzlies","W",NA,106,96,5,4,"W 1",2016-11-11,1
"420",420,"Milwaukee Bucks",10,"Wed Nov 16 2016","@","Atlanta Hawks","L",NA,100,107,5,5,"L 1",2016-11-13,0
"421",421,"Milwaukee Bucks",11,"Thu Nov 17 2016","@","Miami Heat","L",NA,73,96,5,6,"L 2",2016-11-14,0
"422",422,"Milwaukee Bucks",12,"Sat Nov 19 2016","vs","Golden State Warriors","L",NA,121,124,5,7,"L 3",2016-11-16,0
"423",423,"Milwaukee Bucks",13,"Mon Nov 21 2016","vs","Orlando Magic","W",NA,93,89,6,7,"W 1",2016-11-18,1
"424",424,"Milwaukee Bucks",14,"Fri Nov 25 2016","vs","Toronto Raptors","L",NA,99,105,6,8,"L 1",2016-11-20,0
"425",425,"Milwaukee Bucks",15,"Sun Nov 27 2016","@","Orlando Magic","W",NA,104,96,7,8,"W 1",2016-11-22,1
"426",426,"Milwaukee Bucks",16,"Tue Nov 29 2016","vs","Cleveland Cavaliers","W",NA,118,101,8,8,"W 2",2016-11-23,1
"427",427,"Milwaukee Bucks",17,"Thu Dec 1 2016","@","Brooklyn Nets","W",NA,111,93,9,8,"W 3",2016-11-25,1
"428",428,"Milwaukee Bucks",18,"Sat Dec 3 2016","vs","Brooklyn Nets","W",NA,112,103,10,8,"W 4",2016-11-26,1
"429",429,"Milwaukee Bucks",19,"Mon Dec 5 2016","vs","San Antonio Spurs","L",NA,96,97,10,9,"L 1",2016-11-28,0
"430",430,"Milwaukee Bucks",20,"Wed Dec 7 2016","vs","Portland Trail Blazers","W",NA,115,107,11,9,"W 1",2016-11-30,1
"431",431,"Milwaukee Bucks",21,"Fri Dec 9 2016","vs","Atlanta Hawks","L",NA,110,114,11,10,"L 1",2016-12-04,0
"432",432,"Milwaukee Bucks",22,"Sat Dec 10 2016","@","Washington Wizards","L",NA,105,110,11,11,"L 2",2016-12-05,0
"433",433,"Milwaukee Bucks",23,"Mon Dec 12 2016","@","Toronto Raptors","L",NA,100,122,11,12,"L 3",2016-12-09,0
"434",434,"Milwaukee Bucks",24,"Thu Dec 15 2016","vs","Chicago Bulls","W",NA,108,97,12,12,"W 1",2016-12-11,1
"435",435,"Milwaukee Bucks",25,"Fri Dec 16 2016","@","Chicago Bulls","W",NA,95,69,13,12,"W 2",2016-12-13,1
"436",436,"Milwaukee Bucks",26,"Tue Dec 20 2016","vs","Cleveland Cavaliers","L","OT",108,114,13,13,"L 1",2016-12-14,0
"437",437,"Milwaukee Bucks",27,"Wed Dec 21 2016","@","Cleveland Cavaliers","L",NA,102,113,13,14,"L 2",2016-12-17,0
"438",438,"Milwaukee Bucks",28,"Fri Dec 23 2016","vs","Washington Wizards","W",NA,123,96,14,14,"W 1",2016-12-19,1
"439",439,"Milwaukee Bucks",29,"Mon Dec 26 2016","@","Washington Wizards","L",NA,102,107,14,15,"L 1",2016-12-21,0
"440",440,"Milwaukee Bucks",30,"Wed Dec 28 2016","@","Detroit Pistons","W",NA,119,94,15,15,"W 1",2016-12-23,1
"441",441,"Milwaukee Bucks",31,"Fri Dec 30 2016","@","Minnesota Timberwolves","L",NA,99,116,15,16,"L 1",2016-12-25,0
"442",442,"Milwaukee Bucks",32,"Sat Dec 31 2016","@","Chicago Bulls","W",NA,116,96,16,16,"W 1",2016-12-27,1
"443",443,"Milwaukee Bucks",33,"Mon Jan 2 2017","vs","Oklahoma City Thunder","W",NA,98,94,17,16,"W 2",2016-12-29,1
"444",444,"Milwaukee Bucks",34,"Wed Jan 4 2017","@","New York Knicks","W",NA,105,104,18,16,"W 3",2016-12-31,1
"445",445,"Milwaukee Bucks",35,"Fri Jan 6 2017","vs","New York Knicks","L",NA,111,116,18,17,"L 1",2017-01-02,0
"446",446,"Milwaukee Bucks",36,"Sun Jan 8 2017","vs","Washington Wizards","L",NA,101,107,18,18,"L 2",2017-01-04,0
"447",447,"Milwaukee Bucks",37,"Tue Jan 10 2017","@","San Antonio Spurs","W",NA,109,107,19,18,"W 1",2017-01-05,1
"448",448,"Milwaukee Bucks",38,"Fri Jan 13 2017","vs","Miami Heat","W",NA,116,108,20,18,"W 2",2017-01-07,1
"449",449,"Milwaukee Bucks",39,"Sun Jan 15 2017","@","Atlanta Hawks","L",NA,98,111,20,19,"L 1",2017-01-09,0
"450",450,"Milwaukee Bucks",40,"Mon Jan 16 2017","vs","Philadelphia 76ers","L",NA,104,113,20,20,"L 2",2017-01-11,0
"451",451,"Milwaukee Bucks",41,"Wed Jan 18 2017","@","Houston Rockets","L",NA,92,111,20,21,"L 3",2017-01-13,0
"452",452,"Milwaukee Bucks",42,"Fri Jan 20 2017","@","Orlando Magic","L",NA,96,112,20,22,"L 4",2017-01-15,0
"453",453,"Milwaukee Bucks",43,"Sat Jan 21 2017","@","Miami Heat","L",NA,97,109,20,23,"L 5",2017-01-16,0
"454",454,"Milwaukee Bucks",44,"Mon Jan 23 2017","vs","Houston Rockets","W",NA,127,114,21,23,"W 1",2017-01-18,1
"455",455,"Milwaukee Bucks",45,"Wed Jan 25 2017","vs","Philadelphia 76ers","L",NA,109,114,21,24,"L 1",2017-01-23,0
"456",456,"Milwaukee Bucks",46,"Fri Jan 27 2017","@","Toronto Raptors","L",NA,86,102,21,25,"L 2",2017-01-25,0
"457",457,"Milwaukee Bucks",47,"Sat Jan 28 2017","vs","Boston Celtics","L","OT",108,112,21,26,"L 3",2017-01-26,0
"458",458,"Milwaukee Bucks",48,"Wed Feb 1 2017","@","Utah Jazz","L",NA,88,104,21,27,"L 4",2017-01-29,0
"459",459,"Milwaukee Bucks",49,"Fri Feb 3 2017","@","Denver Nuggets","L",NA,117,121,21,28,"L 5",2017-01-31,0
"460",460,"Milwaukee Bucks",50,"Sat Feb 4 2017","@","Phoenix Suns","W",NA,137,112,22,28,"W 1",2017-02-01,1
"461",461,"Milwaukee Bucks",51,"Wed Feb 8 2017","vs","Miami Heat","L",NA,88,106,22,29,"L 1",2017-02-03,0
"462",462,"Milwaukee Bucks",52,"Fri Feb 10 2017","vs","Los Angeles Lakers","L",NA,114,122,22,30,"L 2",2017-02-05,0
"463",463,"Milwaukee Bucks",53,"Sat Feb 11 2017","@","Indiana Pacers","W",NA,116,100,23,30,"W 1",2017-02-06,1
"464",464,"Milwaukee Bucks",54,"Mon Feb 13 2017","vs","Detroit Pistons","W",NA,102,89,24,30,"W 2",2017-02-09,1
"465",465,"Milwaukee Bucks",55,"Wed Feb 15 2017","@","Brooklyn Nets","W",NA,129,125,25,30,"W 3",2017-02-11,1
"466",466,"Milwaukee Bucks",56,"Fri Feb 24 2017","vs","Utah Jazz","L",NA,95,109,25,31,"L 1",2017-02-13,0
"467",467,"Milwaukee Bucks",57,"Sun Feb 26 2017","vs","Phoenix Suns","W",NA,100,96,26,31,"W 1",2017-02-15,1
"468",468,"Milwaukee Bucks",58,"Mon Feb 27 2017","@","Cleveland Cavaliers","L",NA,95,102,26,32,"L 1",2017-02-24,0
"469",469,"Milwaukee Bucks",59,"Wed Mar 1 2017","vs","Denver Nuggets","L",NA,98,110,26,33,"L 2",2017-02-26,0
"470",470,"Milwaukee Bucks",60,"Fri Mar 3 2017","vs","Los Angeles Clippers","W",NA,112,101,27,33,"W 1",2017-02-28,1
"471",471,"Milwaukee Bucks",61,"Sat Mar 4 2017","vs","Toronto Raptors","W",NA,101,94,28,33,"W 2",2017-03-02,1
"472",472,"Milwaukee Bucks",62,"Mon Mar 6 2017","@","Philadelphia 76ers","W",NA,112,98,29,33,"W 3",2017-03-03,1
"473",473,"Milwaukee Bucks",63,"Wed Mar 8 2017","vs","New York Knicks","W",NA,104,93,30,33,"W 4",2017-03-05,1
"474",474,"Milwaukee Bucks",64,"Fri Mar 10 2017","vs","Indiana Pacers","W",NA,99,85,31,33,"W 5",2017-03-07,1
"475",475,"Milwaukee Bucks",65,"Sat Mar 11 2017","vs","Minnesota Timberwolves","W",NA,102,95,32,33,"W 6",2017-03-09,1
"476",476,"Milwaukee Bucks",66,"Mon Mar 13 2017","@","Memphis Grizzlies","L",NA,93,113,32,34,"L 1",2017-03-11,0
"477",477,"Milwaukee Bucks",67,"Wed Mar 15 2017","@","Los Angeles Clippers","W",NA,97,96,33,34,"W 1",2017-03-14,1
"478",478,"Milwaukee Bucks",68,"Fri Mar 17 2017","@","Los Angeles Lakers","W",NA,107,103,34,34,"W 2",2017-03-16,1
"479",479,"Milwaukee Bucks",69,"Sat Mar 18 2017","@","Golden State Warriors","L",NA,92,117,34,35,"L 1",2017-03-18,0
"480",480,"Milwaukee Bucks",70,"Tue Mar 21 2017","@","Portland Trail Blazers","W",NA,93,90,35,35,"W 1",2017-03-20,1
"481",481,"Milwaukee Bucks",71,"Wed Mar 22 2017","@","Sacramento Kings","W",NA,116,98,36,35,"W 2",2017-03-22,1
"482",482,"Milwaukee Bucks",72,"Fri Mar 24 2017","vs","Atlanta Hawks","W",NA,100,97,37,35,"W 3",2017-03-26,1
"483",483,"Milwaukee Bucks",73,"Sun Mar 26 2017","vs","Chicago Bulls","L",NA,94,109,37,36,"L 1",2017-03-27,0
"484",484,"Milwaukee Bucks",74,"Tue Mar 28 2017","@","Charlotte Hornets","W",NA,118,108,38,36,"W 1",2017-03-29,1
"485",485,"Milwaukee Bucks",75,"Wed Mar 29 2017","@","Boston Celtics","W",NA,103,100,39,36,"W 2",2017-03-31,1
"486",486,"Milwaukee Bucks",76,"Fri Mar 31 2017","vs","Detroit Pistons","W","OT",108,105,40,36,"W 3",2017-04-02,1
"487",487,"Milwaukee Bucks",77,"Sun Apr 2 2017","vs","Dallas Mavericks","L",NA,105,109,40,37,"L 1",2017-04-04,0
"488",488,"Milwaukee Bucks",78,"Tue Apr 4 2017","@","Oklahoma City Thunder","L",NA,79,110,40,38,"L 2",2017-04-05,0
"489",489,"Milwaukee Bucks",79,"Thu Apr 6 2017","@","Indiana Pacers","L",NA,89,104,40,39,"L 3",2017-04-07,0
"490",490,"Milwaukee Bucks",80,"Sat Apr 8 2017","@","Philadelphia 76ers","W",NA,90,82,41,39,"W 1",2017-04-09,1
"491",491,"Milwaukee Bucks",81,"Mon Apr 10 2017","vs","Charlotte Hornets","W",NA,89,79,42,39,"W 2",2017-04-11,1
"492",492,"Milwaukee Bucks",82,"Wed Apr 12 2017","@","Boston Celtics","L",NA,94,112,42,40,"L 1",2017-04-12,0
"493",493,"Indiana Pacers",1,"Wed Oct 26 2016","vs","Dallas Mavericks","W","OT",130,121,1,0,"W 1",2016-10-26,1
"494",494,"Indiana Pacers",2,"Fri Oct 28 2016","@","Brooklyn Nets","L",NA,94,103,1,1,"L 1",2016-10-29,0
"495",495,"Indiana Pacers",3,"Sat Oct 29 2016","@","Chicago Bulls","L",NA,101,118,1,2,"L 2",2016-10-30,0
"496",496,"Indiana Pacers",4,"Tue Nov 1 2016","vs","Los Angeles Lakers","W",NA,115,108,2,2,"W 1",2016-11-01,1
"497",497,"Indiana Pacers",5,"Thu Nov 3 2016","@","Milwaukee Bucks","L",NA,107,125,2,3,"L 1",2016-11-02,0
"498",498,"Indiana Pacers",6,"Sat Nov 5 2016","vs","Chicago Bulls","W",NA,111,94,3,3,"W 1",2016-11-04,1
"499",499,"Indiana Pacers",7,"Mon Nov 7 2016","@","Charlotte Hornets","L",NA,100,122,3,4,"L 1",2016-11-06,0
"500",500,"Indiana Pacers",8,"Wed Nov 9 2016","vs","Philadelphia 76ers","W","OT",122,115,4,4,"W 1",2016-11-08,1
"501",501,"Indiana Pacers",9,"Fri Nov 11 2016","@","Philadelphia 76ers","L","OT",105,109,4,5,"L 1",2016-11-12,0
"502",502,"Indiana Pacers",10,"Sat Nov 12 2016","vs","Boston Celtics","L",NA,99,105,4,6,"L 2",2016-11-14,0
"503",503,"Indiana Pacers",11,"Mon Nov 14 2016","vs","Orlando Magic","W",NA,88,69,5,6,"W 1",2016-11-16,1
"504",504,"Indiana Pacers",12,"Wed Nov 16 2016","vs","Cleveland Cavaliers","W",NA,103,93,6,6,"W 2",2016-11-18,1
"505",505,"Indiana Pacers",13,"Fri Nov 18 2016","vs","Phoenix Suns","L",NA,96,116,6,7,"L 1",2016-11-19,0
"506",506,"Indiana Pacers",14,"Sun Nov 20 2016","@","Oklahoma City Thunder","W","OT",115,111,7,7,"W 1",2016-11-21,1
"507",507,"Indiana Pacers",15,"Mon Nov 21 2016","vs","Golden State Warriors","L",NA,83,120,7,8,"L 1",2016-11-23,0
"508",508,"Indiana Pacers",16,"Wed Nov 23 2016","vs","Atlanta Hawks","L",NA,85,96,7,9,"L 2",2016-11-25,0
"509",509,"Indiana Pacers",17,"Fri Nov 25 2016","vs","Brooklyn Nets","W",NA,118,97,8,9,"W 1",2016-11-26,1
"510",510,"Indiana Pacers",18,"Sun Nov 27 2016","vs","Los Angeles Clippers","W",NA,91,70,9,9,"W 2",2016-11-28,1
"511",511,"Indiana Pacers",19,"Wed Nov 30 2016","@","Portland Trail Blazers","L",NA,109,131,9,10,"L 1",2016-11-30,0
"512",512,"Indiana Pacers",20,"Sun Dec 4 2016","@","Los Angeles Clippers","W",NA,111,102,10,10,"W 1",2016-12-01,1
"513",513,"Indiana Pacers",21,"Mon Dec 5 2016","@","Golden State Warriors","L",NA,106,142,10,11,"L 1",2016-12-03,0
"514",514,"Indiana Pacers",22,"Wed Dec 7 2016","@","Phoenix Suns","W",NA,109,94,11,11,"W 1",2016-12-05,1
"515",515,"Indiana Pacers",23,"Fri Dec 9 2016","@","Dallas Mavericks","L",NA,103,111,11,12,"L 1",2016-12-06,0
"516",516,"Indiana Pacers",24,"Sat Dec 10 2016","vs","Portland Trail Blazers","W",NA,118,111,12,12,"W 1",2016-12-08,1
"517",517,"Indiana Pacers",25,"Mon Dec 12 2016","vs","Charlotte Hornets","W",NA,110,94,13,12,"W 2",2016-12-10,1
"518",518,"Indiana Pacers",26,"Wed Dec 14 2016","@","Miami Heat","L",NA,89,95,13,13,"L 1",2016-12-13,0
"519",519,"Indiana Pacers",27,"Thu Dec 15 2016","@","New Orleans Pelicans","L",NA,95,102,13,14,"L 2",2016-12-14,0
"520",520,"Indiana Pacers",28,"Sat Dec 17 2016","@","Detroit Pistons","W",NA,105,90,14,14,"W 1",2016-12-16,1
"521",521,"Indiana Pacers",29,"Mon Dec 19 2016","vs","Washington Wizards","W",NA,107,105,15,14,"W 2",2016-12-18,1
"522",522,"Indiana Pacers",30,"Tue Dec 20 2016","@","New York Knicks","L",NA,111,118,15,15,"L 1",2016-12-20,0
"523",523,"Indiana Pacers",31,"Thu Dec 22 2016","vs","Boston Celtics","L",NA,102,109,15,16,"L 2",2016-12-21,0
"524",524,"Indiana Pacers",32,"Mon Dec 26 2016","@","Chicago Bulls","L",NA,85,90,15,17,"L 3",2016-12-23,0
"525",525,"Indiana Pacers",33,"Wed Dec 28 2016","@","Washington Wizards","L",NA,105,111,15,18,"L 4",2016-12-26,0
"526",526,"Indiana Pacers",34,"Fri Dec 30 2016","vs","Chicago Bulls","W",NA,111,101,16,18,"W 1",2016-12-27,1
"527",527,"Indiana Pacers",35,"Sun Jan 1 2017","vs","Orlando Magic","W",NA,117,104,17,18,"W 2",2016-12-29,1
"528",528,"Indiana Pacers",36,"Tue Jan 3 2017","@","Detroit Pistons","W",NA,121,116,18,18,"W 3",2016-12-31,1
"529",529,"Indiana Pacers",37,"Thu Jan 5 2017","vs","Brooklyn Nets","W",NA,121,109,19,18,"W 4",2017-01-03,1
"530",530,"Indiana Pacers",38,"Sat Jan 7 2017","vs","New York Knicks","W",NA,123,109,20,18,"W 5",2017-01-04,1
"531",531,"Indiana Pacers",39,"Thu Jan 12 2017","@","Denver Nuggets","L",NA,112,140,20,19,"L 1",2017-01-06,0
"532",532,"Indiana Pacers",40,"Mon Jan 16 2017","vs","New Orleans Pelicans","W",NA,98,95,21,19,"W 1",2017-01-08,1
"533",533,"Indiana Pacers",41,"Wed Jan 18 2017","@","Sacramento Kings","W",NA,106,100,22,19,"W 2",2017-01-11,1
"534",534,"Indiana Pacers",42,"Fri Jan 20 2017","@","Los Angeles Lakers","L",NA,95,108,22,20,"L 1",2017-01-13,0
"535",535,"Indiana Pacers",43,"Sat Jan 21 2017","@","Utah Jazz","L",NA,100,109,22,21,"L 2",2017-01-15,0
"536",536,"Indiana Pacers",44,"Mon Jan 23 2017","vs","New York Knicks","L",NA,103,109,22,22,"L 3",2017-01-18,0
"537",537,"Indiana Pacers",45,"Thu Jan 26 2017","@","Minnesota Timberwolves","W",NA,109,103,23,22,"W 1",2017-01-20,1
"538",538,"Indiana Pacers",46,"Fri Jan 27 2017","vs","Sacramento Kings","W","OT",115,111,24,22,"W 2",2017-01-21,1
"539",539,"Indiana Pacers",47,"Sun Jan 29 2017","vs","Houston Rockets","W",NA,120,101,25,22,"W 3",2017-01-25,1
"540",540,"Indiana Pacers",48,"Wed Feb 1 2017","@","Orlando Magic","W",NA,98,88,26,22,"W 4",2017-01-27,1
"541",541,"Indiana Pacers",49,"Fri Feb 3 2017","@","Brooklyn Nets","W",NA,106,97,27,22,"W 5",2017-01-28,1
"542",542,"Indiana Pacers",50,"Sat Feb 4 2017","vs","Detroit Pistons","W",NA,105,84,28,22,"W 6",2017-01-30,1
"543",543,"Indiana Pacers",51,"Mon Feb 6 2017","vs","Oklahoma City Thunder","W",NA,93,90,29,22,"W 7",2017-02-01,1
"544",544,"Indiana Pacers",52,"Wed Feb 8 2017","vs","Cleveland Cavaliers","L",NA,117,132,29,23,"L 1",2017-02-03,0
"545",545,"Indiana Pacers",53,"Fri Feb 10 2017","@","Washington Wizards","L",NA,107,112,29,24,"L 2",2017-02-04,0
"546",546,"Indiana Pacers",54,"Sat Feb 11 2017","vs","Milwaukee Bucks","L",NA,100,116,29,25,"L 3",2017-02-06,0
"547",547,"Indiana Pacers",55,"Mon Feb 13 2017","vs","San Antonio Spurs","L",NA,106,110,29,26,"L 4",2017-02-08,0
"548",548,"Indiana Pacers",56,"Wed Feb 15 2017","@","Cleveland Cavaliers","L",NA,104,113,29,27,"L 5",2017-02-10,0
"549",549,"Indiana Pacers",57,"Thu Feb 16 2017","vs","Washington Wizards","L",NA,98,111,29,28,"L 6",2017-02-13,0
"550",550,"Indiana Pacers",58,"Fri Feb 24 2017","vs","Memphis Grizzlies","W",NA,102,92,30,28,"W 1",2017-02-15,1
"551",551,"Indiana Pacers",59,"Sat Feb 25 2017","@","Miami Heat","L",NA,95,113,30,29,"L 1",2017-02-24,0
"552",552,"Indiana Pacers",60,"Mon Feb 27 2017","@","Houston Rockets","W",NA,117,108,31,29,"W 1",2017-02-26,1
"553",553,"Indiana Pacers",61,"Wed Mar 1 2017","@","San Antonio Spurs","L",NA,99,100,31,30,"L 1",2017-02-28,0
"554",554,"Indiana Pacers",62,"Sun Mar 5 2017","@","Atlanta Hawks","W",NA,97,96,32,30,"W 1",2017-03-03,1
"555",555,"Indiana Pacers",63,"Mon Mar 6 2017","@","Charlotte Hornets","L",NA,88,100,32,31,"L 1",2017-03-04,0
"556",556,"Indiana Pacers",64,"Wed Mar 8 2017","vs","Detroit Pistons","W",NA,115,98,33,31,"W 1",2017-03-06,1
"557",557,"Indiana Pacers",65,"Fri Mar 10 2017","@","Milwaukee Bucks","L",NA,85,99,33,32,"L 1",2017-03-09,0
"558",558,"Indiana Pacers",66,"Sun Mar 12 2017","vs","Miami Heat","W",NA,102,98,34,32,"W 1",2017-03-11,1
"559",559,"Indiana Pacers",67,"Tue Mar 14 2017","@","New York Knicks","L",NA,81,87,34,33,"L 1",2017-03-13,0
"560",560,"Indiana Pacers",68,"Wed Mar 15 2017","vs","Charlotte Hornets","W",NA,98,77,35,33,"W 1",2017-03-15,1
"561",561,"Indiana Pacers",69,"Sun Mar 19 2017","@","Toronto Raptors","L",NA,91,116,35,34,"L 1",2017-03-16,0
"562",562,"Indiana Pacers",70,"Mon Mar 20 2017","vs","Utah Jazz","W",NA,107,100,36,34,"W 1",2017-03-18,1
"563",563,"Indiana Pacers",71,"Wed Mar 22 2017","@","Boston Celtics","L",NA,100,109,36,35,"L 1",2017-03-21,0
"564",564,"Indiana Pacers",72,"Fri Mar 24 2017","vs","Denver Nuggets","L",NA,117,125,36,36,"L 2",2017-03-23,0
"565",565,"Indiana Pacers",73,"Sun Mar 26 2017","vs","Philadelphia 76ers","W",NA,107,94,37,36,"W 1",2017-03-26,1
"566",566,"Indiana Pacers",74,"Tue Mar 28 2017","vs","Minnesota Timberwolves","L",NA,114,115,37,37,"L 1",2017-03-27,0
"567",567,"Indiana Pacers",75,"Wed Mar 29 2017","@","Memphis Grizzlies","L",NA,97,110,37,38,"L 2",2017-03-29,0
"568",568,"Indiana Pacers",76,"Fri Mar 31 2017","@","Toronto Raptors","L",NA,100,111,37,39,"L 3",2017-03-31,0
"569",569,"Indiana Pacers",77,"Sun Apr 2 2017","@","Cleveland Cavaliers","L","2OT",130,135,37,40,"L 4",2017-04-02,0
"570",570,"Indiana Pacers",78,"Tue Apr 4 2017","vs","Toronto Raptors","W",NA,108,90,38,40,"W 1",2017-04-04,1
"571",571,"Indiana Pacers",79,"Thu Apr 6 2017","vs","Milwaukee Bucks","W",NA,104,89,39,40,"W 2",2017-04-05,1
"572",572,"Indiana Pacers",80,"Sat Apr 8 2017","@","Orlando Magic","W",NA,127,112,40,40,"W 3",2017-04-07,1
"573",573,"Indiana Pacers",81,"Mon Apr 10 2017","@","Philadelphia 76ers","W",NA,120,111,41,40,"W 4",2017-04-09,1
"574",574,"Indiana Pacers",82,"Wed Apr 12 2017","vs","Atlanta Hawks","W",NA,104,86,42,40,"W 5",2017-04-12,1
"575",575,"Chicago Bulls",1,"Thu Oct 27 2016","vs","Boston Celtics","W",NA,105,99,1,0,"W 1",2016-10-25,1
"576",576,"Chicago Bulls",2,"Sat Oct 29 2016","vs","Indiana Pacers","W",NA,118,101,2,0,"W 2",2016-10-27,1
"577",577,"Chicago Bulls",3,"Mon Oct 31 2016","@","Brooklyn Nets","W",NA,118,88,3,0,"W 3",2016-10-29,1
"578",578,"Chicago Bulls",4,"Wed Nov 2 2016","@","Boston Celtics","L",NA,100,107,3,1,"L 1",2016-11-01,0
"579",579,"Chicago Bulls",5,"Fri Nov 4 2016","vs","New York Knicks","L",NA,104,117,3,2,"L 2",2016-11-02,0
"580",580,"Chicago Bulls",6,"Sat Nov 5 2016","@","Indiana Pacers","L",NA,94,111,3,3,"L 3",2016-11-04,0
"581",581,"Chicago Bulls",7,"Mon Nov 7 2016","vs","Orlando Magic","W",NA,112,80,4,3,"W 1",2016-11-06,1
"582",582,"Chicago Bulls",8,"Wed Nov 9 2016","@","Atlanta Hawks","L",NA,107,115,4,4,"L 1",2016-11-08,0
"583",583,"Chicago Bulls",9,"Thu Nov 10 2016","@","Miami Heat","W",NA,98,95,5,4,"W 1",2016-11-09,1
"584",584,"Chicago Bulls",10,"Sat Nov 12 2016","vs","Washington Wizards","W",NA,106,95,6,4,"W 2",2016-11-11,1
"585",585,"Chicago Bulls",11,"Tue Nov 15 2016","@","Portland Trail Blazers","W",NA,113,88,7,4,"W 3",2016-11-13,1
"586",586,"Chicago Bulls",12,"Thu Nov 17 2016","@","Utah Jazz","W",NA,85,77,8,4,"W 4",2016-11-15,1
"587",587,"Chicago Bulls",13,"Sat Nov 19 2016","@","Los Angeles Clippers","L",NA,95,102,8,5,"L 1",2016-11-17,0
"588",588,"Chicago Bulls",14,"Sun Nov 20 2016","@","Los Angeles Lakers","W",NA,118,110,9,5,"W 1",2016-11-18,1
"589",589,"Chicago Bulls",15,"Tue Nov 22 2016","@","Denver Nuggets","L",NA,107,110,9,6,"L 1",2016-11-20,0
"590",590,"Chicago Bulls",16,"Fri Nov 25 2016","@","Philadelphia 76ers","W",NA,105,89,10,6,"W 1",2016-11-22,1
"591",591,"Chicago Bulls",17,"Wed Nov 30 2016","vs","Los Angeles Lakers","L",NA,90,96,10,7,"L 1",2016-11-23,0
"592",592,"Chicago Bulls",18,"Fri Dec 2 2016","vs","Cleveland Cavaliers","W",NA,111,105,11,7,"W 1",2016-11-25,1
"593",593,"Chicago Bulls",19,"Sat Dec 3 2016","@","Dallas Mavericks","L",NA,82,107,11,8,"L 1",2016-11-27,0
"594",594,"Chicago Bulls",20,"Mon Dec 5 2016","vs","Portland Trail Blazers","L",NA,110,112,11,9,"L 2",2016-11-30,0
"595",595,"Chicago Bulls",21,"Tue Dec 6 2016","@","Detroit Pistons","L",NA,91,102,11,10,"L 3",2016-12-03,0
"596",596,"Chicago Bulls",22,"Thu Dec 8 2016","vs","San Antonio Spurs","W",NA,95,91,12,10,"W 1",2016-12-05,1
