"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates","Binary"
"196",196,"Toronto Raptors",32,"Thu Dec 29 2016","@","Phoenix Suns","L",NA,91,99,22,10,"L 2",2016-12-26,0
"197",197,"Toronto Raptors",33,"Sun Jan 1 2017","@","Los Angeles Lakers","W",NA,123,114,23,10,"W 1",2016-12-27,1
"198",198,"Toronto Raptors",34,"Tue Jan 3 2017","@","San Antonio Spurs","L",NA,82,110,23,11,"L 1",2016-12-30,0
"199",199,"Toronto Raptors",35,"Thu Jan 5 2017","vs","Utah Jazz","W",NA,101,93,24,11,"W 1",2016-12-31,1
"200",200,"Toronto Raptors",36,"Sat Jan 7 2017","@","Chicago Bulls","L","OT",118,123,24,12,"L 1",2017-01-02,0
"201",201,"Toronto Raptors",37,"Sun Jan 8 2017","vs","Houston Rockets","L",NA,122,129,24,13,"L 2",2017-01-05,0
"202",202,"Toronto Raptors",38,"Tue Jan 10 2017","vs","Boston Celtics","W",NA,114,106,25,13,"W 1",2017-01-06,1
"203",203,"Toronto Raptors",39,"Fri Jan 13 2017","vs","Brooklyn Nets","W",NA,132,113,26,13,"W 2",2017-01-08,1
"204",204,"Toronto Raptors",40,"Sun Jan 15 2017","vs","New York Knicks","W",NA,116,101,27,13,"W 3",2017-01-10,1
"205",205,"Toronto Raptors",41,"Tue Jan 17 2017","@","Brooklyn Nets","W",NA,119,109,28,13,"W 4",2017-01-11,1
"206",206,"Toronto Raptors",42,"Wed Jan 18 2017","@","Philadelphia 76ers","L",NA,89,94,28,14,"L 1",2017-01-13,0
"207",207,"Toronto Raptors",43,"Fri Jan 20 2017","@","Charlotte Hornets","L",NA,78,113,28,15,"L 2",2017-01-15,0
"208",208,"Toronto Raptors",44,"Sun Jan 22 2017","vs","Phoenix Suns","L",NA,103,115,28,16,"L 3",2017-01-17,0
"209",209,"Toronto Raptors",45,"Tue Jan 24 2017","vs","San Antonio Spurs","L",NA,106,108,28,17,"L 4",2017-01-18,0
"210",210,"Toronto Raptors",46,"Wed Jan 25 2017","@","Memphis Grizzlies","L",NA,99,101,28,18,"L 5",2017-01-20,0
"211",211,"Toronto Raptors",47,"Fri Jan 27 2017","vs","Milwaukee Bucks","W",NA,102,86,29,18,"W 1",2017-01-21,1
"212",212,"Toronto Raptors",48,"Sun Jan 29 2017","vs","Orlando Magic","L",NA,113,114,29,19,"L 1",2017-01-23,0
"213",213,"Toronto Raptors",49,"Tue Jan 31 2017","vs","New Orleans Pelicans","W","OT",108,106,30,19,"W 1",2017-01-25,1
"214",214,"Toronto Raptors",50,"Wed Feb 1 2017","@","Boston Celtics","L",NA,104,109,30,20,"L 1",2017-01-27,0
"215",215,"Toronto Raptors",51,"Fri Feb 3 2017","@","Orlando Magic","L",NA,94,102,30,21,"L 2",2017-01-29,0
"216",216,"Toronto Raptors",52,"Sun Feb 5 2017","@","Brooklyn Nets","W",NA,103,95,31,21,"W 1",2017-01-31,1
"217",217,"Toronto Raptors",53,"Mon Feb 6 2017","vs","Los Angeles Clippers","W",NA,118,109,32,21,"W 2",2017-02-02,1
"218",218,"Toronto Raptors",54,"Wed Feb 8 2017","@","Minnesota Timberwolves","L",NA,109,112,32,22,"L 1",2017-02-03,0
"219",219,"Toronto Raptors",55,"Sun Feb 12 2017","vs","Detroit Pistons","L",NA,101,102,32,23,"L 2",2017-02-07,0
"220",220,"Toronto Raptors",56,"Tue Feb 14 2017","@","Chicago Bulls","L",NA,94,105,32,24,"L 3",2017-02-09,0
"221",221,"Toronto Raptors",57,"Wed Feb 15 2017","vs","Charlotte Hornets","W",NA,90,85,33,24,"W 1",2017-02-11,1
"222",222,"Toronto Raptors",58,"Fri Feb 24 2017","vs","Boston Celtics","W",NA,107,97,34,24,"W 2",2017-02-15,1
"223",223,"Toronto Raptors",59,"Sun Feb 26 2017","vs","Portland Trail Blazers","W",NA,112,106,35,24,"W 3",2017-02-23,1
"224",224,"Toronto Raptors",60,"Mon Feb 27 2017","@","New York Knicks","W",NA,92,91,36,24,"W 4",2017-02-25,1
"225",225,"Toronto Raptors",61,"Wed Mar 1 2017","vs","Washington Wizards","L",NA,96,105,36,25,"L 1",2017-02-27,0
"226",226,"Toronto Raptors",62,"Fri Mar 3 2017","@","Washington Wizards","W",NA,114,106,37,25,"W 1",2017-03-01,1
"227",227,"Toronto Raptors",63,"Sat Mar 4 2017","@","Milwaukee Bucks","L",NA,94,101,37,26,"L 1",2017-03-04,0
"228",228,"Toronto Raptors",64,"Wed Mar 8 2017","@","New Orleans Pelicans","W",NA,94,87,38,26,"W 1",2017-03-06,1
"229",229,"Toronto Raptors",65,"Fri Mar 10 2017","@","Atlanta Hawks","L",NA,99,105,38,27,"L 1",2017-03-08,0
"230",230,"Toronto Raptors",66,"Sat Mar 11 2017","@","Miami Heat","L",NA,89,104,38,28,"L 2",2017-03-10,0
"231",231,"Toronto Raptors",67,"Mon Mar 13 2017","vs","Dallas Mavericks","W",NA,100,78,39,28,"W 1",2017-03-12,1
"232",232,"Toronto Raptors",68,"Thu Mar 16 2017","vs","Oklahoma City Thunder","L",NA,102,123,39,29,"L 1",2017-03-15,0
"233",233,"Toronto Raptors",69,"Fri Mar 17 2017","@","Detroit Pistons","W",NA,87,75,40,29,"W 1",2017-03-17,1
"234",234,"Toronto Raptors",70,"Sun Mar 19 2017","vs","Indiana Pacers","W",NA,116,91,41,29,"W 2",2017-03-18,1
"235",235,"Toronto Raptors",71,"Tue Mar 21 2017","vs","Chicago Bulls","W","OT",122,120,42,29,"W 3",2017-03-20,1
"236",236,"Toronto Raptors",72,"Thu Mar 23 2017","@","Miami Heat","W",NA,101,84,43,29,"W 4",2017-03-24,1
"237",237,"Toronto Raptors",73,"Sat Mar 25 2017","@","Dallas Mavericks","W",NA,94,86,44,29,"W 5",2017-03-26,1
"238",238,"Toronto Raptors",74,"Mon Mar 27 2017","vs","Orlando Magic","W",NA,131,112,45,29,"W 6",2017-03-28,1
"239",239,"Toronto Raptors",75,"Wed Mar 29 2017","vs","Charlotte Hornets","L",NA,106,110,45,30,"L 1",2017-03-30,0
"240",240,"Toronto Raptors",76,"Fri Mar 31 2017","vs","Indiana Pacers","W",NA,111,100,46,30,"W 1",2017-03-31,1
"241",241,"Toronto Raptors",77,"Sun Apr 2 2017","vs","Philadelphia 76ers","W",NA,113,105,47,30,"W 2",2017-04-02,1
"242",242,"Toronto Raptors",78,"Tue Apr 4 2017","@","Indiana Pacers","L",NA,90,108,47,31,"L 1",2017-04-05,0
"243",243,"Toronto Raptors",79,"Wed Apr 5 2017","@","Detroit Pistons","W",NA,105,102,48,31,"W 1",2017-04-07,1
"244",244,"Toronto Raptors",80,"Fri Apr 7 2017","vs","Miami Heat","W",NA,96,94,49,31,"W 2",2017-04-09,1
"245",245,"Toronto Raptors",81,"Sun Apr 9 2017","@","New York Knicks","W",NA,110,97,50,31,"W 3",2017-04-10,1
"246",246,"Toronto Raptors",82,"Wed Apr 12 2017","@","Cleveland Cavaliers","W",NA,98,83,51,31,"W 4",2017-04-12,1
"247",247,"Washington Wizards",1,"Thu Oct 27 2016","@","Atlanta Hawks","L",NA,99,114,0,1,"L 1",2016-10-25,0
"248",248,"Washington Wizards",2,"Sun Oct 30 2016","@","Memphis Grizzlies","L","OT",103,112,0,2,"L 2",2016-10-28,0
"249",249,"Washington Wizards",3,"Wed Nov 2 2016","vs","Toronto Raptors","L",NA,103,113,0,3,"L 3",2016-10-30,0
"250",250,"Washington Wizards",4,"Fri Nov 4 2016","vs","Atlanta Hawks","W",NA,95,92,1,3,"W 1",2016-11-01,1
"251",251,"Washington Wizards",5,"Sat Nov 5 2016","@","Orlando Magic","L",NA,86,88,1,4,"L 1",2016-11-02,0
"252",252,"Washington Wizards",6,"Mon Nov 7 2016","vs","Houston Rockets","L",NA,106,114,1,5,"L 2",2016-11-04,0
"253",253,"Washington Wizards",7,"Wed Nov 9 2016","vs","Boston Celtics","W",NA,118,93,2,5,"W 1",2016-11-06,1
"254",254,"Washington Wizards",8,"Fri Nov 11 2016","vs","Cleveland Cavaliers","L",NA,94,105,2,6,"L 1",2016-11-07,0
"255",255,"Washington Wizards",9,"Sat Nov 12 2016","@","Chicago Bulls","L",NA,95,106,2,7,"L 2",2016-11-09,0
"256",256,"Washington Wizards",10,"Wed Nov 16 2016","@","Philadelphia 76ers","L",NA,102,109,2,8,"L 3",2016-11-11,0
"257",257,"Washington Wizards",11,"Thu Nov 17 2016","vs","New York Knicks","W",NA,119,112,3,8,"W 1",2016-11-12,1
"258",258,"Washington Wizards",12,"Sat Nov 19 2016","vs","Miami Heat","L",NA,111,114,3,9,"L 1",2016-11-14,0
"259",259,"Washington Wizards",13,"Mon Nov 21 2016","vs","Phoenix Suns","W",NA,106,101,4,9,"W 1",2016-11-17,1
"260",260,"Washington Wizards",14,"Fri Nov 25 2016","@","Orlando Magic","W",NA,94,91,5,9,"W 2",2016-11-19,1
"261",261,"Washington Wizards",15,"Sat Nov 26 2016","vs","San Antonio Spurs","L",NA,100,112,5,10,"L 1",2016-11-20,0
"262",262,"Washington Wizards",16,"Mon Nov 28 2016","vs","Sacramento Kings","W","OT",101,95,6,10,"W 1",2016-11-23,1
"263",263,"Washington Wizards",17,"Wed Nov 30 2016","@","Oklahoma City Thunder","L","OT",115,126,6,11,"L 1",2016-11-25,0
"264",264,"Washington Wizards",18,"Fri Dec 2 2016","@","San Antonio Spurs","L",NA,105,107,6,12,"L 2",2016-11-28,0
"265",265,"Washington Wizards",19,"Mon Dec 5 2016","@","Brooklyn Nets","W",NA,118,113,7,12,"W 1",2016-11-29,1
"266",266,"Washington Wizards",20,"Tue Dec 6 2016","vs","Orlando Magic","L",NA,116,124,7,13,"L 1",2016-12-01,0
"267",267,"Washington Wizards",21,"Thu Dec 8 2016","vs","Denver Nuggets","W",NA,92,85,8,13,"W 1",2016-12-03,1
"268",268,"Washington Wizards",22,"Sat Dec 10 2016","vs","Milwaukee Bucks","W",NA,110,105,9,13,"W 2",2016-12-05,1
"269",269,"Washington Wizards",23,"Mon Dec 12 2016","@","Miami Heat","L",NA,101,112,9,14,"L 1",2016-12-06,0
"270",270,"Washington Wizards",24,"Wed Dec 14 2016","vs","Charlotte Hornets","W",NA,109,106,10,14,"W 1",2016-12-08,1
"271",271,"Washington Wizards",25,"Fri Dec 16 2016","vs","Detroit Pistons","W",NA,122,108,11,14,"W 2",2016-12-10,1
"272",272,"Washington Wizards",26,"Sun Dec 18 2016","vs","Los Angeles Clippers","W",NA,117,110,12,14,"W 3",2016-12-14,1
"273",273,"Washington Wizards",27,"Mon Dec 19 2016","@","Indiana Pacers","L",NA,105,107,12,15,"L 1",2016-12-16,0
"274",274,"Washington Wizards",28,"Wed Dec 21 2016","@","Chicago Bulls","W",NA,107,97,13,15,"W 1",2016-12-18,1
"275",275,"Washington Wizards",29,"Fri Dec 23 2016","@","Milwaukee Bucks","L",NA,96,123,13,16,"L 1",2016-12-20,0
"276",276,"Washington Wizards",30,"Mon Dec 26 2016","vs","Milwaukee Bucks","W",NA,107,102,14,16,"W 1",2016-12-21,1
"277",277,"Washington Wizards",31,"Wed Dec 28 2016","vs","Indiana Pacers","W",NA,111,105,15,16,"W 2",2016-12-23,1
"278",278,"Washington Wizards",32,"Fri Dec 30 2016","vs","Brooklyn Nets","W",NA,118,95,16,16,"W 3",2016-12-27,1
"279",279,"Washington Wizards",33,"Mon Jan 2 2017","@","Houston Rockets","L",NA,91,101,16,17,"L 1",2016-12-29,0
"280",280,"Washington Wizards",34,"Tue Jan 3 2017","@","Dallas Mavericks","L",NA,105,113,16,18,"L 2",2016-12-31,0
"281",281,"Washington Wizards",35,"Fri Jan 6 2017","vs","Minnesota Timberwolves","W",NA,112,105,17,18,"W 1",2017-01-02,1
"282",282,"Washington Wizards",36,"Sun Jan 8 2017","@","Milwaukee Bucks","W",NA,107,101,18,18,"W 2",2017-01-03,1
"283",283,"Washington Wizards",37,"Tue Jan 10 2017","vs","Chicago Bulls","W",NA,101,99,19,18,"W 3",2017-01-05,1
"284",284,"Washington Wizards",38,"Wed Jan 11 2017","@","Boston Celtics","L",NA,108,117,19,19,"L 1",2017-01-07,0
"285",285,"Washington Wizards",39,"Sat Jan 14 2017","vs","Philadelphia 76ers","W",NA,109,93,20,19,"W 1",2017-01-08,1
"286",286,"Washington Wizards",40,"Mon Jan 16 2017","vs","Portland Trail Blazers","W",NA,120,101,21,19,"W 2",2017-01-10,1
"287",287,"Washington Wizards",41,"Wed Jan 18 2017","vs","Memphis Grizzlies","W",NA,104,101,22,19,"W 3",2017-01-13,1
"288",288,"Washington Wizards",42,"Thu Jan 19 2017","@","New York Knicks","W",NA,113,110,23,19,"W 4",2017-01-14,1
"289",289,"Washington Wizards",43,"Sat Jan 21 2017","@","Detroit Pistons","L",NA,112,113,23,20,"L 1",2017-01-16,0
"290",290,"Washington Wizards",44,"Mon Jan 23 2017","@","Charlotte Hornets","W",NA,109,99,24,20,"W 1",2017-01-20,1
"291",291,"Washington Wizards",45,"Tue Jan 24 2017","vs","Boston Celtics","W",NA,123,108,25,20,"W 2",2017-01-21,1
"292",292,"Washington Wizards",46,"Fri Jan 27 2017","@","Atlanta Hawks","W",NA,112,86,26,20,"W 3",2017-01-23,1
"293",293,"Washington Wizards",47,"Sun Jan 29 2017","@","New Orleans Pelicans","W",NA,107,94,27,20,"W 4",2017-01-24,1
"294",294,"Washington Wizards",48,"Tue Jan 31 2017","vs","New York Knicks","W",NA,117,101,28,20,"W 5",2017-01-26,1
"295",295,"Washington Wizards",49,"Thu Feb 2 2017","vs","Los Angeles Lakers","W",NA,116,108,29,20,"W 6",2017-01-28,1
"296",296,"Washington Wizards",50,"Sat Feb 4 2017","vs","New Orleans Pelicans","W",NA,105,91,30,20,"W 7",2017-02-01,1
"297",297,"Washington Wizards",51,"Mon Feb 6 2017","vs","Cleveland Cavaliers","L","OT",135,140,30,21,"L 1",2017-02-04,0
"298",298,"Washington Wizards",52,"Wed Feb 8 2017","@","Brooklyn Nets","W","OT",114,110,31,21,"W 1",2017-02-06,1
"299",299,"Washington Wizards",53,"Fri Feb 10 2017","vs","Indiana Pacers","W",NA,112,107,32,21,"W 2",2017-02-08,1
"300",300,"Washington Wizards",54,"Mon Feb 13 2017","vs","Oklahoma City Thunder","W",NA,120,98,33,21,"W 3",2017-02-09,1
"301",301,"Washington Wizards",55,"Thu Feb 16 2017","@","Indiana Pacers","W",NA,111,98,34,21,"W 4",2017-02-11,1
"302",302,"Washington Wizards",56,"Fri Feb 24 2017","@","Philadelphia 76ers","L",NA,112,120,34,22,"L 1",2017-02-13,0
"303",303,"Washington Wizards",57,"Sun Feb 26 2017","vs","Utah Jazz","L",NA,92,102,34,23,"L 2",2017-02-15,0
"304",304,"Washington Wizards",58,"Tue Feb 28 2017","vs","Golden State Warriors","W",NA,112,108,35,23,"W 1",2017-02-24,1
"305",305,"Washington Wizards",59,"Wed Mar 1 2017","@","Toronto Raptors","W",NA,105,96,36,23,"W 2",2017-02-26,1
"306",306,"Washington Wizards",60,"Fri Mar 3 2017","vs","Toronto Raptors","L",NA,106,114,36,24,"L 1",2017-02-28,0
"307",307,"Washington Wizards",61,"Sun Mar 5 2017","vs","Orlando Magic","W",NA,115,114,37,24,"W 1",2017-03-01,1
"308",308,"Washington Wizards",62,"Tue Mar 7 2017","@","Phoenix Suns","W",NA,131,127,38,24,"W 2",2017-03-03,1
"309",309,"Washington Wizards",63,"Wed Mar 8 2017","@","Denver Nuggets","W",NA,123,113,39,24,"W 3",2017-03-05,1
"310",310,"Washington Wizards",64,"Fri Mar 10 2017","@","Sacramento Kings","W","OT",130,122,40,24,"W 4",2017-03-06,1
"311",311,"Washington Wizards",65,"Sat Mar 11 2017","@","Portland Trail Blazers","W","OT",125,124,41,24,"W 5",2017-03-08,1
"312",312,"Washington Wizards",66,"Mon Mar 13 2017","@","Minnesota Timberwolves","L",NA,104,119,41,25,"L 1",2017-03-11,0
"313",313,"Washington Wizards",67,"Wed Mar 15 2017","vs","Dallas Mavericks","L",NA,107,112,41,26,"L 2",2017-03-13,0
"314",314,"Washington Wizards",68,"Fri Mar 17 2017","vs","Chicago Bulls","W",NA,112,107,42,26,"W 1",2017-03-15,1
"315",315,"Washington Wizards",69,"Sat Mar 18 2017","@","Charlotte Hornets","L",NA,93,98,42,27,"L 1",2017-03-16,0
"316",316,"Washington Wizards",70,"Mon Mar 20 2017","@","Boston Celtics","L",NA,102,110,42,28,"L 2",2017-03-18,0
"317",317,"Washington Wizards",71,"Wed Mar 22 2017","vs","Atlanta Hawks","W",NA,104,100,43,28,"W 1",2017-03-20,1
"318",318,"Washington Wizards",72,"Fri Mar 24 2017","vs","Brooklyn Nets","W",NA,129,108,44,28,"W 2",2017-03-22,1
"319",319,"Washington Wizards",73,"Sat Mar 25 2017","@","Cleveland Cavaliers","W",NA,127,115,45,28,"W 3",2017-03-25,1
"320",320,"Washington Wizards",74,"Tue Mar 28 2017","@","Los Angeles Lakers","W",NA,119,108,46,28,"W 4",2017-03-27,1
"321",321,"Washington Wizards",75,"Wed Mar 29 2017","@","Los Angeles Clippers","L",NA,124,133,46,29,"L 1",2017-03-29,0
"322",322,"Washington Wizards",76,"Fri Mar 31 2017","@","Utah Jazz","L",NA,88,95,46,30,"L 2",2017-03-31,0
"323",323,"Washington Wizards",77,"Sun Apr 2 2017","@","Golden State Warriors","L",NA,115,139,46,31,"L 3",2017-04-02,0
"324",324,"Washington Wizards",78,"Tue Apr 4 2017","vs","Charlotte Hornets","W",NA,118,111,47,31,"W 1",2017-04-04,1
"325",325,"Washington Wizards",79,"Thu Apr 6 2017","@","New York Knicks","W",NA,106,103,48,31,"W 2",2017-04-07,1
"326",326,"Washington Wizards",80,"Sat Apr 8 2017","vs","Miami Heat","L",NA,103,106,48,32,"L 1",2017-04-08,0
"327",327,"Washington Wizards",81,"Mon Apr 10 2017","@","Detroit Pistons","W",NA,105,101,49,32,"W 1",2017-04-10,1
"328",328,"Washington Wizards",82,"Wed Apr 12 2017","@","Miami Heat","L",NA,102,110,49,33,"L 1",2017-04-12,0
"329",329,"Atlanta Hawks",1,"Thu Oct 27 2016","vs","Washington Wizards","W",NA,114,99,1,0,"W 1",2016-10-27,1
"330",330,"Atlanta Hawks",2,"Sat Oct 29 2016","@","Philadelphia 76ers","W",NA,104,72,2,0,"W 2",2016-10-30,1
"331",331,"Atlanta Hawks",3,"Mon Oct 31 2016","vs","Sacramento Kings","W",NA,106,95,3,0,"W 3",2016-10-31,1
"332",332,"Atlanta Hawks",4,"Wed Nov 2 2016","vs","Los Angeles Lakers","L",NA,116,123,3,1,"L 1",2016-11-02,0
"333",333,"Atlanta Hawks",5,"Fri Nov 4 2016","@","Washington Wizards","L",NA,92,95,3,2,"L 2",2016-11-04,0
"334",334,"Atlanta Hawks",6,"Sat Nov 5 2016","vs","Houston Rockets","W",NA,112,97,4,2,"W 1",2016-11-05,1
"335",335,"Atlanta Hawks",7,"Tue Nov 8 2016","@","Cleveland Cavaliers","W",NA,110,106,5,2,"W 2",2016-11-07,1
"336",336,"Atlanta Hawks",8,"Wed Nov 9 2016","vs","Chicago Bulls","W",NA,115,107,6,2,"W 3",2016-11-09,1
"337",337,"Atlanta Hawks",9,"Sat Nov 12 2016","vs","Philadelphia 76ers","W",NA,117,96,7,2,"W 4",2016-11-11,1
"338",338,"Atlanta Hawks",10,"Tue Nov 15 2016","@","Miami Heat","W",NA,93,90,8,2,"W 5",2016-11-12,1
"339",339,"Atlanta Hawks",11,"Wed Nov 16 2016","vs","Milwaukee Bucks","W",NA,107,100,9,2,"W 6",2016-11-14,1
"340",340,"Atlanta Hawks",12,"Fri Nov 18 2016","@","Charlotte Hornets","L",NA,96,100,9,3,"L 1",2016-11-16,0
"341",341,"Atlanta Hawks",13,"Sun Nov 20 2016","@","New York Knicks","L",NA,94,104,9,4,"L 2",2016-11-18,0
"342",342,"Atlanta Hawks",14,"Tue Nov 22 2016","vs","New Orleans Pelicans","L",NA,94,112,9,5,"L 3",2016-11-19,0
"343",343,"Atlanta Hawks",15,"Wed Nov 23 2016","@","Indiana Pacers","W",NA,96,85,10,5,"W 1",2016-11-21,1
"344",344,"Atlanta Hawks",16,"Fri Nov 25 2016","@","Utah Jazz","L",NA,68,95,10,6,"L 1",2016-11-23,0
"345",345,"Atlanta Hawks",17,"Sun Nov 27 2016","@","Los Angeles Lakers","L",NA,94,109,10,7,"L 2",2016-11-25,0
"346",346,"Atlanta Hawks",18,"Mon Nov 28 2016","@","Golden State Warriors","L",NA,100,105,10,8,"L 3",2016-11-27,0
"347",347,"Atlanta Hawks",19,"Wed Nov 30 2016","@","Phoenix Suns","L",NA,107,109,10,9,"L 4",2016-11-29,0
"348",348,"Atlanta Hawks",20,"Fri Dec 2 2016","vs","Detroit Pistons","L",NA,85,121,10,10,"L 5",2016-12-01,0
"349",349,"Atlanta Hawks",21,"Sat Dec 3 2016","@","Toronto Raptors","L",NA,84,128,10,11,"L 6",2016-12-02,0
"350",350,"Atlanta Hawks",22,"Mon Dec 5 2016","vs","Oklahoma City Thunder","L",NA,99,102,10,12,"L 7",2016-12-04,0
"351",351,"Atlanta Hawks",23,"Wed Dec 7 2016","vs","Miami Heat","W",NA,103,95,11,12,"W 1",2016-12-07,1
"352",352,"Atlanta Hawks",24,"Fri Dec 9 2016","@","Milwaukee Bucks","W",NA,114,110,12,12,"W 2",2016-12-10,1
"353",353,"Atlanta Hawks",25,"Tue Dec 13 2016","vs","Orlando Magic","L",NA,120,131,12,13,"L 1",2016-12-12,0
"354",354,"Atlanta Hawks",26,"Fri Dec 16 2016","@","Toronto Raptors","W",NA,125,121,13,13,"W 1",2016-12-14,1
"355",355,"Atlanta Hawks",27,"Sat Dec 17 2016","vs","Charlotte Hornets","L",NA,99,107,13,14,"L 1",2016-12-16,0
"356",356,"Atlanta Hawks",28,"Mon Dec 19 2016","@","Oklahoma City Thunder","W",NA,110,108,14,14,"W 1",2016-12-18,1
"357",357,"Atlanta Hawks",29,"Wed Dec 21 2016","vs","Minnesota Timberwolves","L",NA,84,92,14,15,"L 1",2016-12-20,0
"358",358,"Atlanta Hawks",30,"Fri Dec 23 2016","@","Denver Nuggets","W",NA,109,108,15,15,"W 1",2016-12-22,1
"359",359,"Atlanta Hawks",31,"Mon Dec 26 2016","@","Minnesota Timberwolves","L",NA,90,104,15,16,"L 1",2016-12-23,0
"360",360,"Atlanta Hawks",32,"Wed Dec 28 2016","vs","New York Knicks","W","OT",102,98,16,16,"W 1",2016-12-25,1
"361",361,"Atlanta Hawks",33,"Fri Dec 30 2016","vs","Detroit Pistons","W",NA,105,98,17,16,"W 2",2016-12-26,1
"362",362,"Atlanta Hawks",34,"Sun Jan 1 2017","vs","San Antonio Spurs","W","OT",114,112,18,16,"W 3",2016-12-28,1
"363",363,"Atlanta Hawks",35,"Wed Jan 4 2017","@","Orlando Magic","W",NA,111,92,19,16,"W 4",2016-12-30,1
"364",364,"Atlanta Hawks",36,"Thu Jan 5 2017","@","New Orleans Pelicans","W",NA,99,94,20,16,"W 5",2016-12-31,1
"365",365,"Atlanta Hawks",37,"Sat Jan 7 2017","@","Dallas Mavericks","W",NA,97,82,21,16,"W 6",2017-01-02,1
"366",366,"Atlanta Hawks",38,"Tue Jan 10 2017","@","Brooklyn Nets","W",NA,117,97,22,16,"W 7",2017-01-04,1
"367",367,"Atlanta Hawks",39,"Fri Jan 13 2017","vs","Boston Celtics","L",NA,101,103,22,17,"L 1",2017-01-06,0
"368",368,"Atlanta Hawks",40,"Sun Jan 15 2017","vs","Milwaukee Bucks","W",NA,111,98,23,17,"W 1",2017-01-08,1
"369",369,"Atlanta Hawks",41,"Mon Jan 16 2017","@","New York Knicks","W",NA,108,107,24,17,"W 2",2017-01-11,1
"370",370,"Atlanta Hawks",42,"Wed Jan 18 2017","@","Detroit Pistons","L",NA,95,118,24,18,"L 1",2017-01-14,0
"371",371,"Atlanta Hawks",43,"Fri Jan 20 2017","vs","Chicago Bulls","W",NA,102,93,25,18,"W 1",2017-01-16,1
"372",372,"Atlanta Hawks",44,"Sat Jan 21 2017","vs","Philadelphia 76ers","W",NA,110,93,26,18,"W 2",2017-01-19,1
"373",373,"Atlanta Hawks",45,"Mon Jan 23 2017","vs","Los Angeles Clippers","L",NA,105,115,26,19,"L 1",2017-01-21,0
"374",374,"Atlanta Hawks",46,"Wed Jan 25 2017","@","Chicago Bulls","W",NA,119,114,27,19,"W 1",2017-01-23,1
"375",375,"Atlanta Hawks",47,"Fri Jan 27 2017","vs","Washington Wizards","L",NA,86,112,27,20,"L 1",2017-01-24,0
"376",376,"Atlanta Hawks",48,"Sun Jan 29 2017","vs","New York Knicks","W","4OT",142,139,28,20,"W 1",2017-01-28,1
"377",377,"Atlanta Hawks",49,"Wed Feb 1 2017","@","Miami Heat","L",NA,93,116,28,21,"L 1",2017-02-01,0
"378",378,"Atlanta Hawks",50,"Thu Feb 2 2017","@","Houston Rockets","W",NA,113,108,29,21,"W 1",2017-02-02,1
"379",379,"Atlanta Hawks",51,"Sat Feb 4 2017","vs","Orlando Magic","W",NA,113,86,30,21,"W 2",2017-02-05,1
"380",380,"Atlanta Hawks",52,"Mon Feb 6 2017","vs","Utah Jazz","L",NA,95,120,30,22,"L 1",2017-02-06,0
"381",381,"Atlanta Hawks",53,"Wed Feb 8 2017","vs","Denver Nuggets","W",NA,117,106,31,22,"W 1",2017-02-08,1
"382",382,"Atlanta Hawks",54,"Fri Feb 10 2017","@","Sacramento Kings","L",NA,107,108,31,23,"L 1",2017-02-11,0
"383",383,"Atlanta Hawks",55,"Mon Feb 13 2017","@","Portland Trail Blazers","W","OT",109,104,32,23,"W 1",2017-02-13,1
"384",384,"Atlanta Hawks",56,"Wed Feb 15 2017","@","Los Angeles Clippers","L",NA,84,99,32,24,"L 1",2017-02-15,0
"385",385,"Atlanta Hawks",57,"Fri Feb 24 2017","vs","Miami Heat","L",NA,90,108,32,25,"L 2",2017-02-23,0
"386",386,"Atlanta Hawks",58,"Sat Feb 25 2017","@","Orlando Magic","L",NA,86,105,32,26,"L 3",2017-02-24,0
"387",387,"Atlanta Hawks",59,"Mon Feb 27 2017","@","Boston Celtics","W",NA,114,98,33,26,"W 1",2017-02-26,1
"388",388,"Atlanta Hawks",60,"Wed Mar 1 2017","vs","Dallas Mavericks","W",NA,100,95,34,26,"W 2",2017-03-01,1
"389",389,"Atlanta Hawks",61,"Fri Mar 3 2017","vs","Cleveland Cavaliers","L",NA,130,135,34,27,"L 1",2017-03-03,0
"390",390,"Atlanta Hawks",62,"Sun Mar 5 2017","vs","Indiana Pacers","L",NA,96,97,34,28,"L 2",2017-03-04,0
"391",391,"Atlanta Hawks",63,"Mon Mar 6 2017","vs","Golden State Warriors","L",NA,111,119,34,29,"L 3",2017-03-06,0
"392",392,"Atlanta Hawks",64,"Wed Mar 8 2017","vs","Brooklyn Nets","W",NA,110,105,35,29,"W 1",2017-03-08,1
"393",393,"Atlanta Hawks",65,"Fri Mar 10 2017","vs","Toronto Raptors","W",NA,105,99,36,29,"W 2",2017-03-09,1
"394",394,"Atlanta Hawks",66,"Sat Mar 11 2017","@","Memphis Grizzlies","W",NA,107,90,37,29,"W 3",2017-03-11,1
"395",395,"Atlanta Hawks",67,"Mon Mar 13 2017","@","San Antonio Spurs","L",NA,99,107,37,30,"L 1",2017-03-13,0
"396",396,"Atlanta Hawks",68,"Thu Mar 16 2017","vs","Memphis Grizzlies","L",NA,91,103,37,31,"L 2",2017-03-15,0
"397",397,"Atlanta Hawks",69,"Sat Mar 18 2017","vs","Portland Trail Blazers","L",NA,97,113,37,32,"L 3",2017-03-16,0
