"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates","Binary"
"197",398,"Los Angeles Clippers",70,"Sat Mar 18 2017","vs","Cleveland Cavaliers","W",NA,108,78,41,29,"W 1",2017-03-18,1
"198",399,"Los Angeles Clippers",71,"Mon Mar 20 2017","vs","New York Knicks","W",NA,114,105,42,29,"W 2",2017-03-20,1
"199",402,"Los Angeles Clippers",74,"Sat Mar 25 2017","vs","Utah Jazz","W",NA,108,95,44,30,"W 1",2017-03-25,1
"200",403,"Los Angeles Clippers",75,"Sun Mar 26 2017","vs","Sacramento Kings","L",NA,97,98,44,31,"L 1",2017-03-26,0
"201",404,"Los Angeles Clippers",76,"Wed Mar 29 2017","vs","Washington Wizards","W",NA,133,124,45,31,"W 1",2017-03-29,1
"202",406,"Los Angeles Clippers",78,"Sat Apr 1 2017","vs","Los Angeles Lakers","W",NA,115,104,47,31,"W 3",2017-04-01,1
"203",407,"Los Angeles Clippers",79,"Wed Apr 5 2017","vs","Dallas Mavericks","W",NA,112,101,48,31,"W 4",2017-04-05,1
"204",409,"Los Angeles Clippers",81,"Mon Apr 10 2017","vs","Houston Rockets","W",NA,125,96,50,31,"W 6",2017-04-10,1
"205",410,"Los Angeles Clippers",82,"Wed Apr 12 2017","vs","Sacramento Kings","W",NA,115,95,51,31,"W 7",2017-04-12,1
"206",412,"Oklahoma City Thunder",2,"Fri Oct 28 2016","vs","Phoenix Suns","W","OT",113,110,2,0,"W 2",2016-10-28,1
"207",413,"Oklahoma City Thunder",3,"Sun Oct 30 2016","vs","Los Angeles Lakers","W",NA,113,96,3,0,"W 3",2016-10-30,1
"208",416,"Oklahoma City Thunder",6,"Sat Nov 5 2016","vs","Minnesota Timberwolves","W",NA,112,92,5,1,"W 1",2016-11-05,1
"209",417,"Oklahoma City Thunder",7,"Mon Nov 7 2016","vs","Miami Heat","W",NA,97,85,6,1,"W 2",2016-11-07,1
"210",418,"Oklahoma City Thunder",8,"Wed Nov 9 2016","vs","Toronto Raptors","L",NA,102,112,6,2,"L 1",2016-11-09,0
"211",419,"Oklahoma City Thunder",9,"Fri Nov 11 2016","vs","Los Angeles Clippers","L",NA,108,110,6,3,"L 2",2016-11-11,0
"212",420,"Oklahoma City Thunder",10,"Sun Nov 13 2016","vs","Orlando Magic","L",NA,117,119,6,4,"L 3",2016-11-13,0
"213",422,"Oklahoma City Thunder",12,"Wed Nov 16 2016","vs","Houston Rockets","W",NA,105,103,7,5,"W 1",2016-11-16,1
"214",423,"Oklahoma City Thunder",13,"Fri Nov 18 2016","vs","Brooklyn Nets","W",NA,124,105,8,5,"W 2",2016-11-18,1
"215",424,"Oklahoma City Thunder",14,"Sun Nov 20 2016","vs","Indiana Pacers","L","OT",111,115,8,6,"L 1",2016-11-20,0
"216",428,"Oklahoma City Thunder",18,"Sat Nov 26 2016","vs","Detroit Pistons","W",NA,106,88,10,8,"W 2",2016-11-26,1
"217",430,"Oklahoma City Thunder",20,"Wed Nov 30 2016","vs","Washington Wizards","W","OT",126,115,12,8,"W 4",2016-11-30,1
"218",431,"Oklahoma City Thunder",21,"Sun Dec 4 2016","vs","New Orleans Pelicans","W",NA,101,92,13,8,"W 5",2016-12-04,1
"219",433,"Oklahoma City Thunder",23,"Fri Dec 9 2016","vs","Houston Rockets","L",NA,99,102,14,9,"L 1",2016-12-09,0
"220",434,"Oklahoma City Thunder",24,"Sun Dec 11 2016","vs","Boston Celtics","W",NA,99,96,15,9,"W 1",2016-12-11,1
"221",437,"Oklahoma City Thunder",27,"Sat Dec 17 2016","vs","Phoenix Suns","W",NA,114,101,16,11,"W 1",2016-12-17,1
"222",438,"Oklahoma City Thunder",28,"Mon Dec 19 2016","vs","Atlanta Hawks","L",NA,108,110,16,12,"L 1",2016-12-19,0
"223",441,"Oklahoma City Thunder",31,"Sun Dec 25 2016","vs","Minnesota Timberwolves","W",NA,112,100,19,12,"W 3",2016-12-25,1
"224",444,"Oklahoma City Thunder",34,"Sat Dec 31 2016","vs","Los Angeles Clippers","W",NA,114,88,21,13,"W 1",2016-12-31,1
"225",448,"Oklahoma City Thunder",38,"Sat Jan 7 2017","vs","Denver Nuggets","W",NA,121,106,22,16,"W 1",2017-01-07,1
"226",450,"Oklahoma City Thunder",40,"Wed Jan 11 2017","vs","Memphis Grizzlies","W",NA,103,95,24,16,"W 3",2017-01-11,1
"227",457,"Oklahoma City Thunder",47,"Thu Jan 26 2017","vs","Dallas Mavericks","W",NA,109,98,28,19,"W 3",2017-01-26,1
"228",460,"Oklahoma City Thunder",50,"Wed Feb 1 2017","vs","Chicago Bulls","L",NA,100,128,28,22,"L 3",2017-02-01,0
"229",461,"Oklahoma City Thunder",51,"Fri Feb 3 2017","vs","Memphis Grizzlies","W",NA,114,102,29,22,"W 1",2017-02-03,1
"230",462,"Oklahoma City Thunder",52,"Sun Feb 5 2017","vs","Portland Trail Blazers","W",NA,105,99,30,22,"W 2",2017-02-05,1
"231",464,"Oklahoma City Thunder",54,"Thu Feb 9 2017","vs","Cleveland Cavaliers","W",NA,118,109,31,23,"W 1",2017-02-09,1
"232",465,"Oklahoma City Thunder",55,"Sat Feb 11 2017","vs","Golden State Warriors","L",NA,114,130,31,24,"L 1",2017-02-11,0
"233",467,"Oklahoma City Thunder",57,"Wed Feb 15 2017","vs","New York Knicks","W",NA,116,105,32,25,"W 1",2017-02-15,1
"234",468,"Oklahoma City Thunder",58,"Fri Feb 24 2017","vs","Los Angeles Lakers","W",NA,110,93,33,25,"W 2",2017-02-24,1
"235",469,"Oklahoma City Thunder",59,"Sun Feb 26 2017","vs","New Orleans Pelicans","W",NA,118,110,34,25,"W 3",2017-02-26,1
"236",470,"Oklahoma City Thunder",60,"Tue Feb 28 2017","vs","Utah Jazz","W",NA,109,106,35,25,"W 4",2017-02-28,1
"237",474,"Oklahoma City Thunder",64,"Tue Mar 7 2017","vs","Portland Trail Blazers","L",NA,121,126,35,29,"L 4",2017-03-07,0
"238",475,"Oklahoma City Thunder",65,"Thu Mar 9 2017","vs","San Antonio Spurs","W",NA,102,92,36,29,"W 1",2017-03-09,1
"239",476,"Oklahoma City Thunder",66,"Sat Mar 11 2017","vs","Utah Jazz","W",NA,112,104,37,29,"W 2",2017-03-11,1
"240",479,"Oklahoma City Thunder",69,"Sat Mar 18 2017","vs","Sacramento Kings","W",NA,110,94,40,29,"W 5",2017-03-18,1
"241",480,"Oklahoma City Thunder",70,"Mon Mar 20 2017","vs","Golden State Warriors","L",NA,95,111,40,30,"L 1",2017-03-20,0
"242",481,"Oklahoma City Thunder",71,"Wed Mar 22 2017","vs","Philadelphia 76ers","W",NA,122,97,41,30,"W 1",2017-03-22,1
"243",485,"Oklahoma City Thunder",75,"Fri Mar 31 2017","vs","San Antonio Spurs","L",NA,95,100,43,32,"L 1",2017-03-31,0
"244",486,"Oklahoma City Thunder",76,"Sun Apr 2 2017","vs","Charlotte Hornets","L",NA,101,113,43,33,"L 2",2017-04-02,0
"245",487,"Oklahoma City Thunder",77,"Tue Apr 4 2017","vs","Milwaukee Bucks","W",NA,110,79,44,33,"W 1",2017-04-04,1
"246",492,"Oklahoma City Thunder",82,"Wed Apr 12 2017","vs","Denver Nuggets","L",NA,105,111,47,35,"L 1",2017-04-12,0
"247",493,"Memphis Grizzlies",1,"Wed Oct 26 2016","vs","Minnesota Timberwolves","W",NA,102,98,1,0,"W 1",2016-10-26,1
"248",495,"Memphis Grizzlies",3,"Sun Oct 30 2016","vs","Washington Wizards","W","OT",112,103,2,1,"W 1",2016-10-30,1
"249",497,"Memphis Grizzlies",5,"Wed Nov 2 2016","vs","New Orleans Pelicans","W","OT",89,83,3,2,"W 1",2016-11-02,1
"250",498,"Memphis Grizzlies",6,"Fri Nov 4 2016","vs","Los Angeles Clippers","L",NA,88,99,3,3,"L 1",2016-11-04,0
"251",499,"Memphis Grizzlies",7,"Sun Nov 6 2016","vs","Portland Trail Blazers","L",NA,94,100,3,4,"L 2",2016-11-06,0
"252",500,"Memphis Grizzlies",8,"Tue Nov 8 2016","vs","Denver Nuggets","W",NA,108,107,4,4,"W 1",2016-11-08,1
"253",505,"Memphis Grizzlies",13,"Sat Nov 19 2016","vs","Minnesota Timberwolves","W",NA,93,71,8,5,"W 4",2016-11-19,1
"254",508,"Memphis Grizzlies",16,"Fri Nov 25 2016","vs","Miami Heat","L",NA,81,90,10,6,"L 1",2016-11-25,0
"255",510,"Memphis Grizzlies",18,"Mon Nov 28 2016","vs","Charlotte Hornets","L",NA,85,104,11,7,"L 1",2016-11-28,0
"256",512,"Memphis Grizzlies",20,"Thu Dec 1 2016","vs","Orlando Magic","W",NA,95,94,12,8,"W 1",2016-12-01,1
"257",513,"Memphis Grizzlies",21,"Sat Dec 3 2016","vs","Los Angeles Lakers","W",NA,103,100,13,8,"W 2",2016-12-03,1
"258",515,"Memphis Grizzlies",23,"Tue Dec 6 2016","vs","Philadelphia 76ers","W",NA,96,91,15,8,"W 4",2016-12-06,1
"259",516,"Memphis Grizzlies",24,"Thu Dec 8 2016","vs","Portland Trail Blazers","W",NA,88,86,16,8,"W 5",2016-12-08,1
"260",517,"Memphis Grizzlies",25,"Sat Dec 10 2016","vs","Golden State Warriors","W",NA,110,89,17,8,"W 6",2016-12-10,1
"261",519,"Memphis Grizzlies",27,"Wed Dec 14 2016","vs","Cleveland Cavaliers","W",NA,93,85,18,9,"W 1",2016-12-14,1
"262",520,"Memphis Grizzlies",28,"Fri Dec 16 2016","vs","Sacramento Kings","L",NA,92,96,18,10,"L 1",2016-12-16,0
"263",521,"Memphis Grizzlies",29,"Sun Dec 18 2016","vs","Utah Jazz","L",NA,73,82,18,11,"L 2",2016-12-18,0
"264",522,"Memphis Grizzlies",30,"Tue Dec 20 2016","vs","Boston Celtics","L","OT",109,112,18,12,"L 3",2016-12-20,0
"265",524,"Memphis Grizzlies",32,"Fri Dec 23 2016","vs","Houston Rockets","W",NA,115,109,20,12,"W 2",2016-12-23,1
"266",527,"Memphis Grizzlies",35,"Thu Dec 29 2016","vs","Oklahoma City Thunder","W",NA,114,80,21,14,"W 1",2016-12-29,1
"267",532,"Memphis Grizzlies",40,"Sun Jan 8 2017","vs","Utah Jazz","W",NA,88,79,24,16,"W 2",2017-01-08,1
"268",535,"Memphis Grizzlies",43,"Sun Jan 15 2017","vs","Chicago Bulls","L",NA,104,108,25,18,"L 1",2017-01-15,0
"269",537,"Memphis Grizzlies",45,"Fri Jan 20 2017","vs","Sacramento Kings","W",NA,107,91,26,19,"W 1",2017-01-20,1
"270",538,"Memphis Grizzlies",46,"Sat Jan 21 2017","vs","Houston Rockets","L",NA,95,119,26,20,"L 1",2017-01-21,0
"271",539,"Memphis Grizzlies",47,"Wed Jan 25 2017","vs","Toronto Raptors","W",NA,101,99,27,20,"W 1",2017-01-25,1
"272",546,"Memphis Grizzlies",54,"Mon Feb 6 2017","vs","San Antonio Spurs","W",NA,89,74,32,22,"W 2",2017-02-06,1
"273",547,"Memphis Grizzlies",55,"Wed Feb 8 2017","vs","Phoenix Suns","W",NA,110,91,33,22,"W 3",2017-02-08,1
"274",548,"Memphis Grizzlies",56,"Fri Feb 10 2017","vs","Golden State Warriors","L",NA,107,122,33,23,"L 1",2017-02-10,0
"275",550,"Memphis Grizzlies",58,"Wed Feb 15 2017","vs","New Orleans Pelicans","L",NA,91,95,34,24,"L 1",2017-02-15,0
"276",553,"Memphis Grizzlies",61,"Tue Feb 28 2017","vs","Phoenix Suns","W",NA,130,112,36,25,"W 2",2017-02-28,1
"277",556,"Memphis Grizzlies",64,"Mon Mar 6 2017","vs","Brooklyn Nets","L",NA,109,122,36,28,"L 3",2017-03-06,0
"278",557,"Memphis Grizzlies",65,"Thu Mar 9 2017","vs","Los Angeles Clippers","L",NA,98,114,36,29,"L 4",2017-03-09,0
"279",558,"Memphis Grizzlies",66,"Sat Mar 11 2017","vs","Atlanta Hawks","L",NA,90,107,36,30,"L 5",2017-03-11,0
"280",559,"Memphis Grizzlies",67,"Mon Mar 13 2017","vs","Milwaukee Bucks","W",NA,113,93,37,30,"W 1",2017-03-13,1
"281",562,"Memphis Grizzlies",70,"Sat Mar 18 2017","vs","San Antonio Spurs","W",NA,104,96,40,30,"W 4",2017-03-18,1
"282",567,"Memphis Grizzlies",75,"Wed Mar 29 2017","vs","Indiana Pacers","W",NA,110,97,41,34,"W 1",2017-03-29,1
"283",568,"Memphis Grizzlies",76,"Fri Mar 31 2017","vs","Dallas Mavericks","W",NA,99,90,42,34,"W 2",2017-03-31,1
"284",571,"Memphis Grizzlies",79,"Wed Apr 5 2017","vs","Oklahoma City Thunder","L",NA,100,103,42,37,"L 3",2017-04-05,0
"285",572,"Memphis Grizzlies",80,"Fri Apr 7 2017","vs","New York Knicks","W",NA,101,88,43,37,"W 1",2017-04-07,1
"286",573,"Memphis Grizzlies",81,"Sun Apr 9 2017","vs","Detroit Pistons","L",NA,90,103,43,38,"L 1",2017-04-09,0
"287",574,"Memphis Grizzlies",82,"Wed Apr 12 2017","vs","Dallas Mavericks","L",NA,93,100,43,39,"L 2",2017-04-12,0
"288",575,"Portland Trail Blazers",1,"Tue Oct 25 2016","vs","Utah Jazz","W",NA,113,104,1,0,"W 1",2016-10-25,1
"289",576,"Portland Trail Blazers",2,"Thu Oct 27 2016","vs","Los Angeles Clippers","L",NA,106,114,1,1,"L 1",2016-10-27,0
"290",578,"Portland Trail Blazers",4,"Tue Nov 1 2016","vs","Golden State Warriors","L",NA,104,127,2,2,"L 1",2016-11-01,0
"291",582,"Portland Trail Blazers",8,"Tue Nov 8 2016","vs","Phoenix Suns","W",NA,124,121,5,3,"W 3",2016-11-08,1
"292",584,"Portland Trail Blazers",10,"Fri Nov 11 2016","vs","Sacramento Kings","W","OT",122,120,6,4,"W 1",2016-11-11,1
"293",585,"Portland Trail Blazers",11,"Sun Nov 13 2016","vs","Denver Nuggets","W",NA,112,105,7,4,"W 2",2016-11-13,1
"294",586,"Portland Trail Blazers",12,"Tue Nov 15 2016","vs","Chicago Bulls","L",NA,88,113,7,5,"L 1",2016-11-15,0
"295",592,"Portland Trail Blazers",18,"Fri Nov 25 2016","vs","New Orleans Pelicans","W",NA,119,104,9,9,"W 1",2016-11-25,1
"296",593,"Portland Trail Blazers",19,"Sun Nov 27 2016","vs","Houston Rockets","L",NA,114,130,9,10,"L 1",2016-11-27,0
"297",594,"Portland Trail Blazers",20,"Wed Nov 30 2016","vs","Indiana Pacers","W",NA,131,109,10,10,"W 1",2016-11-30,1
"298",595,"Portland Trail Blazers",21,"Sat Dec 3 2016","vs","Miami Heat","W",NA,99,92,11,10,"W 2",2016-12-03,1
"299",601,"Portland Trail Blazers",27,"Tue Dec 13 2016","vs","Oklahoma City Thunder","W",NA,114,95,13,14,"W 1",2016-12-13,1
"300",605,"Portland Trail Blazers",31,"Wed Dec 21 2016","vs","Dallas Mavericks","L",NA,95,96,13,18,"L 4",2016-12-21,0
"301",606,"Portland Trail Blazers",32,"Fri Dec 23 2016","vs","San Antonio Spurs","L",NA,90,110,13,19,"L 5",2016-12-23,0
"302",607,"Portland Trail Blazers",33,"Mon Dec 26 2016","vs","Toronto Raptors","L",NA,91,95,13,20,"L 6",2016-12-26,0
"303",608,"Portland Trail Blazers",34,"Wed Dec 28 2016","vs","Sacramento Kings","W",NA,102,89,14,20,"W 1",2016-12-28,1
"304",612,"Portland Trail Blazers",38,"Thu Jan 5 2017","vs","Los Angeles Lakers","W",NA,118,109,16,22,"W 1",2017-01-05,1
"305",613,"Portland Trail Blazers",39,"Sun Jan 8 2017","vs","Detroit Pistons","L","2OT",124,125,16,23,"L 1",2017-01-08,0
"306",615,"Portland Trail Blazers",41,"Wed Jan 11 2017","vs","Cleveland Cavaliers","W",NA,102,86,18,23,"W 2",2017-01-11,1
"307",616,"Portland Trail Blazers",42,"Fri Jan 13 2017","vs","Orlando Magic","L",NA,109,115,18,24,"L 1",2017-01-13,0
"308",621,"Portland Trail Blazers",47,"Wed Jan 25 2017","vs","Los Angeles Lakers","W",NA,105,98,20,27,"W 2",2017-01-25,1
"309",622,"Portland Trail Blazers",48,"Fri Jan 27 2017","vs","Memphis Grizzlies","W",NA,112,109,21,27,"W 3",2017-01-27,1
"310",623,"Portland Trail Blazers",49,"Sun Jan 29 2017","vs","Golden State Warriors","L",NA,111,113,21,28,"L 1",2017-01-29,0
"311",624,"Portland Trail Blazers",50,"Tue Jan 31 2017","vs","Charlotte Hornets","W",NA,115,98,22,28,"W 1",2017-01-31,1
"312",625,"Portland Trail Blazers",51,"Fri Feb 3 2017","vs","Dallas Mavericks","L",NA,104,108,22,29,"L 1",2017-02-03,0
"313",628,"Portland Trail Blazers",54,"Thu Feb 9 2017","vs","Boston Celtics","L",NA,111,120,23,31,"L 1",2017-02-09,0
"314",629,"Portland Trail Blazers",55,"Mon Feb 13 2017","vs","Atlanta Hawks","L","OT",104,109,23,32,"L 2",2017-02-13,0
"315",634,"Portland Trail Blazers",60,"Thu Mar 2 2017","vs","Oklahoma City Thunder","W",NA,114,109,25,35,"W 1",2017-03-02,1
"316",635,"Portland Trail Blazers",61,"Sat Mar 4 2017","vs","Brooklyn Nets","W",NA,130,116,26,35,"W 2",2017-03-04,1
"317",637,"Portland Trail Blazers",63,"Thu Mar 9 2017","vs","Philadelphia 76ers","W","OT",114,108,28,35,"W 4",2017-03-09,1
"318",638,"Portland Trail Blazers",64,"Sat Mar 11 2017","vs","Washington Wizards","L","OT",124,125,28,36,"L 1",2017-03-11,0
"319",644,"Portland Trail Blazers",70,"Tue Mar 21 2017","vs","Milwaukee Bucks","L",NA,90,93,32,38,"L 1",2017-03-21,0
"320",645,"Portland Trail Blazers",71,"Thu Mar 23 2017","vs","New York Knicks","W",NA,110,95,33,38,"W 1",2017-03-23,1
"321",646,"Portland Trail Blazers",72,"Sat Mar 25 2017","vs","Minnesota Timberwolves","W",NA,112,100,34,38,"W 2",2017-03-25,1
"322",648,"Portland Trail Blazers",74,"Tue Mar 28 2017","vs","Denver Nuggets","W",NA,122,113,36,38,"W 4",2017-03-28,1
"323",649,"Portland Trail Blazers",75,"Thu Mar 30 2017","vs","Houston Rockets","W",NA,117,107,37,38,"W 5",2017-03-30,1
"324",650,"Portland Trail Blazers",76,"Sat Apr 1 2017","vs","Phoenix Suns","W",NA,130,117,38,38,"W 6",2017-04-01,1
"325",653,"Portland Trail Blazers",79,"Thu Apr 6 2017","vs","Minnesota Timberwolves","W",NA,105,98,39,40,"W 1",2017-04-06,1
"326",654,"Portland Trail Blazers",80,"Sat Apr 8 2017","vs","Utah Jazz","W",NA,101,86,40,40,"W 2",2017-04-08,1
"327",655,"Portland Trail Blazers",81,"Mon Apr 10 2017","vs","San Antonio Spurs","W",NA,99,98,41,40,"W 3",2017-04-10,1
"328",656,"Portland Trail Blazers",82,"Wed Apr 12 2017","vs","New Orleans Pelicans","L",NA,100,103,41,41,"L 1",2017-04-12,0
"329",658,"Denver Nuggets",2,"Sat Oct 29 2016","vs","Portland Trail Blazers","L","OT",113,115,1,1,"L 1",2016-10-29,0
"330",664,"Denver Nuggets",8,"Thu Nov 10 2016","vs","Golden State Warriors","L",NA,101,125,3,5,"L 2",2016-11-10,0
"331",665,"Denver Nuggets",9,"Sat Nov 12 2016","vs","Detroit Pistons","L",NA,95,106,3,6,"L 3",2016-11-12,0
"332",667,"Denver Nuggets",11,"Wed Nov 16 2016","vs","Phoenix Suns","W",NA,120,104,4,7,"W 1",2016-11-16,1
"333",668,"Denver Nuggets",12,"Fri Nov 18 2016","vs","Toronto Raptors","L","OT",111,113,4,8,"L 1",2016-11-18,0
"334",669,"Denver Nuggets",13,"Sun Nov 20 2016","vs","Utah Jazz","W",NA,105,91,5,8,"W 1",2016-11-20,1
"335",670,"Denver Nuggets",14,"Tue Nov 22 2016","vs","Chicago Bulls","W",NA,110,107,6,8,"W 2",2016-11-22,1
"336",672,"Denver Nuggets",16,"Fri Nov 25 2016","vs","Oklahoma City Thunder","L","OT",129,132,6,10,"L 2",2016-11-25,0
"337",674,"Denver Nuggets",18,"Wed Nov 30 2016","vs","Miami Heat","L",NA,98,106,7,11,"L 1",2016-11-30,0
"338",675,"Denver Nuggets",19,"Fri Dec 2 2016","vs","Houston Rockets","L",NA,110,128,7,12,"L 2",2016-12-02,0
"339",682,"Denver Nuggets",26,"Thu Dec 15 2016","vs","Portland Trail Blazers","W",NA,132,120,10,16,"W 1",2016-12-15,1
"340",683,"Denver Nuggets",27,"Sat Dec 17 2016","vs","New York Knicks","W",NA,127,114,11,16,"W 2",2016-12-17,1
"341",684,"Denver Nuggets",28,"Mon Dec 19 2016","vs","Dallas Mavericks","W",NA,117,107,12,16,"W 3",2016-12-19,1
"342",686,"Denver Nuggets",30,"Fri Dec 23 2016","vs","Atlanta Hawks","L",NA,108,109,12,18,"L 2",2016-12-23,0
"343",688,"Denver Nuggets",32,"Wed Dec 28 2016","vs","Minnesota Timberwolves","W",NA,105,103,14,18,"W 2",2016-12-28,1
"344",689,"Denver Nuggets",33,"Fri Dec 30 2016","vs","Philadelphia 76ers","L",NA,122,124,14,19,"L 1",2016-12-30,0
"345",691,"Denver Nuggets",35,"Tue Jan 3 2017","vs","Sacramento Kings","L",NA,113,120,14,21,"L 3",2017-01-03,0
"346",692,"Denver Nuggets",36,"Thu Jan 5 2017","vs","San Antonio Spurs","L",NA,99,127,14,22,"L 4",2017-01-05,0
"347",694,"Denver Nuggets",38,"Thu Jan 12 2017","vs","Indiana Pacers","W",NA,140,112,15,23,"W 1",2017-01-12,1
"348",695,"Denver Nuggets",39,"Mon Jan 16 2017","vs","Orlando Magic","W",NA,125,112,16,23,"W 2",2017-01-16,1
"349",698,"Denver Nuggets",42,"Sat Jan 21 2017","vs","Los Angeles Clippers","W",NA,123,98,18,24,"W 1",2017-01-21,1
"350",700,"Denver Nuggets",44,"Tue Jan 24 2017","vs","Utah Jazz","W",NA,103,93,19,25,"W 1",2017-01-24,1
"351",701,"Denver Nuggets",45,"Thu Jan 26 2017","vs","Phoenix Suns","W",NA,127,120,20,25,"W 2",2017-01-26,1
"352",704,"Denver Nuggets",48,"Wed Feb 1 2017","vs","Memphis Grizzlies","L",NA,99,119,21,27,"L 2",2017-02-01,0
"353",705,"Denver Nuggets",49,"Fri Feb 3 2017","vs","Milwaukee Bucks","W",NA,121,117,22,27,"W 1",2017-02-03,1
"354",707,"Denver Nuggets",51,"Mon Feb 6 2017","vs","Dallas Mavericks","W",NA,110,87,23,28,"W 1",2017-02-06,1
"355",711,"Denver Nuggets",55,"Mon Feb 13 2017","vs","Golden State Warriors","W",NA,132,110,25,30,"W 1",2017-02-13,1
"356",712,"Denver Nuggets",56,"Wed Feb 15 2017","vs","Minnesota Timberwolves","L",NA,99,112,25,31,"L 1",2017-02-15,0
"357",714,"Denver Nuggets",58,"Fri Feb 24 2017","vs","Brooklyn Nets","W",NA,129,109,26,32,"W 1",2017-02-24,1
"358",715,"Denver Nuggets",59,"Sun Feb 26 2017","vs","Memphis Grizzlies","L",NA,98,105,26,33,"L 1",2017-02-26,0
"359",718,"Denver Nuggets",62,"Sat Mar 4 2017","vs","Charlotte Hornets","L",NA,102,112,28,34,"L 1",2017-03-04,0
"360",719,"Denver Nuggets",63,"Mon Mar 6 2017","vs","Sacramento Kings","W",NA,108,96,29,34,"W 1",2017-03-06,1
"361",720,"Denver Nuggets",64,"Wed Mar 8 2017","vs","Washington Wizards","L",NA,113,123,29,35,"L 1",2017-03-08,0
"362",721,"Denver Nuggets",65,"Fri Mar 10 2017","vs","Boston Celtics","W",NA,119,99,30,35,"W 1",2017-03-10,1
"363",723,"Denver Nuggets",67,"Mon Mar 13 2017","vs","Los Angeles Lakers","W",NA,129,101,32,35,"W 3",2017-03-13,1
"364",724,"Denver Nuggets",68,"Thu Mar 16 2017","vs","Los Angeles Clippers","W",NA,129,114,33,35,"W 4",2017-03-16,1
"365",725,"Denver Nuggets",69,"Sat Mar 18 2017","vs","Houston Rockets","L",NA,105,109,33,36,"L 1",2017-03-18,0
"366",727,"Denver Nuggets",71,"Wed Mar 22 2017","vs","Cleveland Cavaliers","W",NA,126,113,34,37,"W 1",2017-03-22,1
"367",729,"Denver Nuggets",73,"Sun Mar 26 2017","vs","New Orleans Pelicans","L",NA,90,115,35,38,"L 1",2017-03-26,0
"368",735,"Denver Nuggets",79,"Fri Apr 7 2017","vs","New Orleans Pelicans","W",NA,122,106,38,41,"W 1",2017-04-07,1
"369",736,"Denver Nuggets",80,"Sun Apr 9 2017","vs","Oklahoma City Thunder","L",NA,105,106,38,42,"L 1",2017-04-09,0
"370",739,"New Orleans Pelicans",1,"Wed Oct 26 2016","vs","Denver Nuggets","L",NA,102,107,0,1,"L 1",2016-10-26,0
"371",740,"New Orleans Pelicans",2,"Fri Oct 28 2016","vs","Golden State Warriors","L",NA,114,122,0,2,"L 2",2016-10-28,0
"372",742,"New Orleans Pelicans",4,"Tue Nov 1 2016","vs","Milwaukee Bucks","L",NA,113,117,0,4,"L 4",2016-11-01,0
"373",744,"New Orleans Pelicans",6,"Fri Nov 4 2016","vs","Phoenix Suns","L","OT",111,112,0,6,"L 6",2016-11-04,0
"374",748,"New Orleans Pelicans",10,"Sat Nov 12 2016","vs","Los Angeles Lakers","L",NA,99,126,1,9,"L 1",2016-11-12,0
"375",749,"New Orleans Pelicans",11,"Mon Nov 14 2016","vs","Boston Celtics","W",NA,106,105,2,9,"W 1",2016-11-14,1
"376",751,"New Orleans Pelicans",13,"Fri Nov 18 2016","vs","Portland Trail Blazers","W",NA,113,101,3,10,"W 1",2016-11-18,1
"377",752,"New Orleans Pelicans",14,"Sat Nov 19 2016","vs","Charlotte Hornets","W","OT",121,116,4,10,"W 2",2016-11-19,1
"378",754,"New Orleans Pelicans",16,"Wed Nov 23 2016","vs","Minnesota Timberwolves","W",NA,117,96,6,10,"W 4",2016-11-23,1
"379",757,"New Orleans Pelicans",19,"Tue Nov 29 2016","vs","Los Angeles Lakers","W",NA,105,88,7,12,"W 1",2016-11-29,1
"380",758,"New Orleans Pelicans",20,"Fri Dec 2 2016","vs","Los Angeles Clippers","L",NA,96,114,7,13,"L 1",2016-12-02,0
"381",760,"New Orleans Pelicans",22,"Mon Dec 5 2016","vs","Memphis Grizzlies","L","2OT",108,110,7,15,"L 3",2016-12-05,0
"382",761,"New Orleans Pelicans",23,"Thu Dec 8 2016","vs","Philadelphia 76ers","L",NA,88,99,7,16,"L 4",2016-12-08,0
"383",764,"New Orleans Pelicans",26,"Tue Dec 13 2016","vs","Golden State Warriors","L",NA,109,113,8,18,"L 1",2016-12-13,0
"384",765,"New Orleans Pelicans",27,"Thu Dec 15 2016","vs","Indiana Pacers","W",NA,102,95,9,18,"W 1",2016-12-15,1
"385",769,"New Orleans Pelicans",31,"Wed Dec 21 2016","vs","Oklahoma City Thunder","L",NA,110,121,10,21,"L 1",2016-12-21,0
"386",770,"New Orleans Pelicans",32,"Fri Dec 23 2016","vs","Miami Heat","W",NA,91,87,11,21,"W 1",2016-12-23,1
"387",771,"New Orleans Pelicans",33,"Mon Dec 26 2016","vs","Dallas Mavericks","W",NA,111,104,12,21,"W 2",2016-12-26,1
"388",772,"New Orleans Pelicans",34,"Wed Dec 28 2016","vs","Los Angeles Clippers","W",NA,102,98,13,21,"W 3",2016-12-28,1
"389",773,"New Orleans Pelicans",35,"Fri Dec 30 2016","vs","New York Knicks","W",NA,104,92,14,21,"W 4",2016-12-30,1
"390",775,"New Orleans Pelicans",37,"Thu Jan 5 2017","vs","Atlanta Hawks","L",NA,94,99,14,23,"L 2",2017-01-05,0
"391",781,"New Orleans Pelicans",43,"Wed Jan 18 2017","vs","Orlando Magic","W",NA,118,98,17,26,"W 1",2017-01-18,1
