"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates","Binary"
"392",782,"New Orleans Pelicans",44,"Fri Jan 20 2017","vs","Brooklyn Nets","L",NA,114,143,17,27,"L 1",2017-01-20,0
"393",783,"New Orleans Pelicans",45,"Mon Jan 23 2017","vs","Cleveland Cavaliers","W",NA,124,122,18,27,"W 1",2017-01-23,1
"394",784,"New Orleans Pelicans",46,"Wed Jan 25 2017","vs","Oklahoma City Thunder","L",NA,105,114,18,28,"L 1",2017-01-25,0
"395",785,"New Orleans Pelicans",47,"Fri Jan 27 2017","vs","San Antonio Spurs","W",NA,119,103,19,28,"W 1",2017-01-27,1
"396",786,"New Orleans Pelicans",48,"Sun Jan 29 2017","vs","Washington Wizards","L",NA,94,107,19,29,"L 1",2017-01-29,0
"397",790,"New Orleans Pelicans",52,"Mon Feb 6 2017","vs","Phoenix Suns","W",NA,111,106,20,32,"W 1",2017-02-06,1
"398",791,"New Orleans Pelicans",53,"Wed Feb 8 2017","vs","Utah Jazz","L",NA,94,127,20,33,"L 1",2017-02-08,0
"399",796,"New Orleans Pelicans",58,"Thu Feb 23 2017","vs","Houston Rockets","L",NA,99,129,23,35,"L 1",2017-02-23,0
"400",799,"New Orleans Pelicans",61,"Wed Mar 1 2017","vs","Detroit Pistons","W",NA,109,86,24,37,"W 1",2017-03-01,1
"401",800,"New Orleans Pelicans",62,"Fri Mar 3 2017","vs","San Antonio Spurs","L","OT",98,101,24,38,"L 1",2017-03-03,0
"402",803,"New Orleans Pelicans",65,"Wed Mar 8 2017","vs","Toronto Raptors","L",NA,87,94,25,40,"L 2",2017-03-08,0
"403",805,"New Orleans Pelicans",67,"Tue Mar 14 2017","vs","Portland Trail Blazers","W",NA,100,77,27,40,"W 2",2017-03-14,1
"404",807,"New Orleans Pelicans",69,"Fri Mar 17 2017","vs","Houston Rockets","W",NA,128,112,28,41,"W 1",2017-03-17,1
"405",808,"New Orleans Pelicans",70,"Sun Mar 19 2017","vs","Minnesota Timberwolves","W",NA,123,109,29,41,"W 2",2017-03-19,1
"406",809,"New Orleans Pelicans",71,"Tue Mar 21 2017","vs","Memphis Grizzlies","W",NA,95,82,30,41,"W 3",2017-03-21,1
"407",813,"New Orleans Pelicans",75,"Wed Mar 29 2017","vs","Dallas Mavericks","W",NA,121,118,32,43,"W 1",2017-03-29,1
"408",814,"New Orleans Pelicans",76,"Fri Mar 31 2017","vs","Sacramento Kings","W",NA,117,89,33,43,"W 2",2017-03-31,1
"409",815,"New Orleans Pelicans",77,"Sun Apr 2 2017","vs","Chicago Bulls","L",NA,110,117,33,44,"L 1",2017-04-02,0
"410",816,"New Orleans Pelicans",78,"Tue Apr 4 2017","vs","Denver Nuggets","L",NA,131,134,33,45,"L 2",2017-04-04,0
"411",822,"Dallas Mavericks",2,"Fri Oct 28 2016","vs","Houston Rockets","L",NA,98,106,0,2,"L 2",2016-10-28,0
"412",825,"Dallas Mavericks",5,"Fri Nov 4 2016","vs","Portland Trail Blazers","L",NA,95,105,0,5,"L 5",2016-11-04,0
"413",826,"Dallas Mavericks",6,"Sun Nov 6 2016","vs","Milwaukee Bucks","W","OT",86,75,1,5,"W 1",2016-11-06,1
"414",831,"Dallas Mavericks",11,"Fri Nov 18 2016","vs","Memphis Grizzlies","L",NA,64,80,2,9,"L 4",2016-11-18,0
"415",834,"Dallas Mavericks",14,"Wed Nov 23 2016","vs","Los Angeles Clippers","L",NA,104,124,2,12,"L 7",2016-11-23,0
"416",836,"Dallas Mavericks",16,"Sun Nov 27 2016","vs","New Orleans Pelicans","W",NA,91,81,3,13,"W 1",2016-11-27,1
"417",837,"Dallas Mavericks",17,"Wed Nov 30 2016","vs","San Antonio Spurs","L",NA,87,94,3,14,"L 1",2016-11-30,0
"418",839,"Dallas Mavericks",19,"Sat Dec 3 2016","vs","Chicago Bulls","W",NA,107,82,4,15,"W 1",2016-12-03,1
"419",840,"Dallas Mavericks",20,"Mon Dec 5 2016","vs","Charlotte Hornets","L",NA,101,109,4,16,"L 1",2016-12-05,0
"420",841,"Dallas Mavericks",21,"Wed Dec 7 2016","vs","Sacramento Kings","L",NA,89,120,4,17,"L 2",2016-12-07,0
"421",842,"Dallas Mavericks",22,"Fri Dec 9 2016","vs","Indiana Pacers","W",NA,111,103,5,17,"W 1",2016-12-09,1
"422",844,"Dallas Mavericks",24,"Mon Dec 12 2016","vs","Denver Nuggets","W",NA,112,92,6,18,"W 1",2016-12-12,1
"423",845,"Dallas Mavericks",25,"Wed Dec 14 2016","vs","Detroit Pistons","L",NA,85,95,6,19,"L 1",2016-12-14,0
"424",847,"Dallas Mavericks",27,"Sun Dec 18 2016","vs","Sacramento Kings","W",NA,99,79,7,20,"W 1",2016-12-18,1
"425",852,"Dallas Mavericks",32,"Tue Dec 27 2016","vs","Houston Rockets","L",NA,107,123,9,23,"L 2",2016-12-27,0
"426",855,"Dallas Mavericks",35,"Tue Jan 3 2017","vs","Washington Wizards","W",NA,113,105,11,24,"W 1",2017-01-03,1
"427",856,"Dallas Mavericks",36,"Thu Jan 5 2017","vs","Phoenix Suns","L",NA,95,102,11,25,"L 1",2017-01-05,0
"428",857,"Dallas Mavericks",37,"Sat Jan 7 2017","vs","Atlanta Hawks","L",NA,82,97,11,26,"L 2",2017-01-07,0
"429",860,"Dallas Mavericks",40,"Sun Jan 15 2017","vs","Minnesota Timberwolves","W",NA,98,87,13,27,"W 2",2017-01-15,1
"430",863,"Dallas Mavericks",43,"Fri Jan 20 2017","vs","Utah Jazz","L","OT",107,112,14,29,"L 2",2017-01-20,0
"431",864,"Dallas Mavericks",44,"Sun Jan 22 2017","vs","Los Angeles Lakers","W",NA,122,73,15,29,"W 1",2017-01-22,1
"432",865,"Dallas Mavericks",45,"Wed Jan 25 2017","vs","New York Knicks","W",NA,103,95,16,29,"W 2",2017-01-25,1
"433",868,"Dallas Mavericks",48,"Mon Jan 30 2017","vs","Cleveland Cavaliers","W",NA,104,97,18,30,"W 2",2017-01-30,1
"434",869,"Dallas Mavericks",49,"Wed Feb 1 2017","vs","Philadelphia 76ers","W",NA,113,95,19,30,"W 3",2017-02-01,1
"435",872,"Dallas Mavericks",52,"Tue Feb 7 2017","vs","Portland Trail Blazers","L",NA,113,114,20,32,"L 2",2017-02-07,0
"436",873,"Dallas Mavericks",53,"Thu Feb 9 2017","vs","Utah Jazz","W","OT",112,105,21,32,"W 1",2017-02-09,1
"437",874,"Dallas Mavericks",54,"Sat Feb 11 2017","vs","Orlando Magic","W",NA,112,80,22,32,"W 2",2017-02-11,1
"438",875,"Dallas Mavericks",55,"Mon Feb 13 2017","vs","Boston Celtics","L",NA,98,111,22,33,"L 1",2017-02-13,0
"439",878,"Dallas Mavericks",58,"Sat Feb 25 2017","vs","New Orleans Pelicans","W",NA,96,83,23,35,"W 1",2017-02-25,1
"440",879,"Dallas Mavericks",59,"Mon Feb 27 2017","vs","Miami Heat","W",NA,96,89,24,35,"W 2",2017-02-27,1
"441",881,"Dallas Mavericks",61,"Fri Mar 3 2017","vs","Memphis Grizzlies","W",NA,104,100,25,36,"W 1",2017-03-03,1
"442",882,"Dallas Mavericks",62,"Sun Mar 5 2017","vs","Oklahoma City Thunder","W",NA,104,89,26,36,"W 2",2017-03-05,1
"443",883,"Dallas Mavericks",63,"Tue Mar 7 2017","vs","Los Angeles Lakers","W",NA,122,111,27,36,"W 3",2017-03-07,1
"444",884,"Dallas Mavericks",64,"Fri Mar 10 2017","vs","Brooklyn Nets","W",NA,105,96,28,36,"W 4",2017-03-10,1
"445",885,"Dallas Mavericks",65,"Sat Mar 11 2017","vs","Phoenix Suns","L",NA,98,100,28,37,"L 1",2017-03-11,0
"446",890,"Dallas Mavericks",70,"Tue Mar 21 2017","vs","Golden State Warriors","L",NA,87,112,30,40,"L 1",2017-03-21,0
"447",891,"Dallas Mavericks",71,"Thu Mar 23 2017","vs","Los Angeles Clippers","W",NA,97,95,31,40,"W 1",2017-03-23,1
"448",892,"Dallas Mavericks",72,"Sat Mar 25 2017","vs","Toronto Raptors","L",NA,86,94,31,41,"L 1",2017-03-25,0
"449",893,"Dallas Mavericks",73,"Mon Mar 27 2017","vs","Oklahoma City Thunder","L",NA,91,92,31,42,"L 2",2017-03-27,0
"450",899,"Dallas Mavericks",79,"Fri Apr 7 2017","vs","San Antonio Spurs","L",NA,89,102,32,47,"L 3",2017-04-07,0
"451",901,"Dallas Mavericks",81,"Tue Apr 11 2017","vs","Denver Nuggets","L",NA,91,109,32,49,"L 5",2017-04-11,0
"452",904,"Sacramento Kings",2,"Thu Oct 27 2016","vs","San Antonio Spurs","L",NA,94,102,1,1,"L 1",2016-10-27,0
"453",905,"Sacramento Kings",3,"Sat Oct 29 2016","vs","Minnesota Timberwolves","W",NA,106,103,2,1,"W 1",2016-10-29,1
"454",911,"Sacramento Kings",9,"Tue Nov 8 2016","vs","New Orleans Pelicans","W",NA,102,94,4,5,"W 2",2016-11-08,1
"455",912,"Sacramento Kings",10,"Thu Nov 10 2016","vs","Los Angeles Lakers","L",NA,91,101,4,6,"L 1",2016-11-10,0
"456",914,"Sacramento Kings",12,"Wed Nov 16 2016","vs","San Antonio Spurs","L",NA,105,110,4,8,"L 3",2016-11-16,0
"457",915,"Sacramento Kings",13,"Fri Nov 18 2016","vs","Los Angeles Clippers","L",NA,115,121,4,9,"L 4",2016-11-18,0
"458",916,"Sacramento Kings",14,"Sun Nov 20 2016","vs","Toronto Raptors","W",NA,102,99,5,9,"W 1",2016-11-20,1
"459",917,"Sacramento Kings",15,"Wed Nov 23 2016","vs","Oklahoma City Thunder","W",NA,116,101,6,9,"W 2",2016-11-23,1
"460",918,"Sacramento Kings",16,"Fri Nov 25 2016","vs","Houston Rockets","L",NA,104,117,6,10,"L 1",2016-11-25,0
"461",924,"Sacramento Kings",22,"Fri Dec 9 2016","vs","New York Knicks","L",NA,100,103,8,14,"L 1",2016-12-09,0
"462",926,"Sacramento Kings",24,"Mon Dec 12 2016","vs","Los Angeles Lakers","W",NA,116,92,9,15,"W 1",2016-12-12,1
"463",930,"Sacramento Kings",28,"Tue Dec 20 2016","vs","Portland Trail Blazers","W",NA,126,121,11,17,"W 1",2016-12-20,1
"464",933,"Sacramento Kings",31,"Mon Dec 26 2016","vs","Philadelphia 76ers","W",NA,102,100,14,17,"W 4",2016-12-26,1
"465",935,"Sacramento Kings",33,"Sat Dec 31 2016","vs","Memphis Grizzlies","L",NA,98,112,14,19,"L 2",2016-12-31,0
"466",937,"Sacramento Kings",35,"Wed Jan 4 2017","vs","Miami Heat","L",NA,102,107,15,20,"L 1",2017-01-04,0
"467",938,"Sacramento Kings",36,"Fri Jan 6 2017","vs","Los Angeles Clippers","L",NA,98,106,15,21,"L 2",2017-01-06,0
"468",939,"Sacramento Kings",37,"Sun Jan 8 2017","vs","Golden State Warriors","L",NA,106,117,15,22,"L 3",2017-01-08,0
"469",940,"Sacramento Kings",38,"Tue Jan 10 2017","vs","Detroit Pistons","W",NA,100,94,16,22,"W 1",2017-01-10,1
"470",941,"Sacramento Kings",39,"Fri Jan 13 2017","vs","Cleveland Cavaliers","L",NA,108,120,16,23,"L 1",2017-01-13,0
"471",942,"Sacramento Kings",40,"Sun Jan 15 2017","vs","Oklahoma City Thunder","L",NA,118,122,16,24,"L 2",2017-01-15,0
"472",943,"Sacramento Kings",41,"Wed Jan 18 2017","vs","Indiana Pacers","L",NA,100,106,16,25,"L 3",2017-01-18,0
"473",952,"Sacramento Kings",50,"Fri Feb 3 2017","vs","Phoenix Suns","L",NA,103,105,19,31,"L 3",2017-02-03,0
"474",953,"Sacramento Kings",51,"Sat Feb 4 2017","vs","Golden State Warriors","W","OT",109,106,20,31,"W 1",2017-02-04,1
"475",954,"Sacramento Kings",52,"Mon Feb 6 2017","vs","Chicago Bulls","L",NA,107,112,20,32,"L 1",2017-02-06,0
"476",955,"Sacramento Kings",53,"Wed Feb 8 2017","vs","Boston Celtics","W",NA,108,92,21,32,"W 1",2017-02-08,1
"477",956,"Sacramento Kings",54,"Fri Feb 10 2017","vs","Atlanta Hawks","W",NA,108,107,22,32,"W 2",2017-02-10,1
"478",957,"Sacramento Kings",55,"Sun Feb 12 2017","vs","New Orleans Pelicans","W",NA,105,99,23,32,"W 3",2017-02-12,1
"479",960,"Sacramento Kings",58,"Thu Feb 23 2017","vs","Denver Nuggets","W",NA,116,100,25,33,"W 1",2017-02-23,1
"480",961,"Sacramento Kings",59,"Sat Feb 25 2017","vs","Charlotte Hornets","L",NA,85,99,25,34,"L 1",2017-02-25,0
"481",962,"Sacramento Kings",60,"Mon Feb 27 2017","vs","Minnesota Timberwolves","L",NA,88,102,25,35,"L 2",2017-02-27,0
"482",963,"Sacramento Kings",61,"Wed Mar 1 2017","vs","Brooklyn Nets","L",NA,100,109,25,36,"L 3",2017-03-01,0
"483",964,"Sacramento Kings",62,"Sun Mar 5 2017","vs","Utah Jazz","L","OT",109,110,25,37,"L 4",2017-03-05,0
"484",967,"Sacramento Kings",65,"Fri Mar 10 2017","vs","Washington Wizards","L","OT",122,130,25,40,"L 7",2017-03-10,0
"485",968,"Sacramento Kings",66,"Sat Mar 11 2017","vs","Denver Nuggets","L",NA,92,105,25,41,"L 8",2017-03-11,0
"486",969,"Sacramento Kings",67,"Mon Mar 13 2017","vs","Orlando Magic","W",NA,120,115,26,41,"W 1",2017-03-13,1
"487",973,"Sacramento Kings",71,"Wed Mar 22 2017","vs","Milwaukee Bucks","L",NA,98,116,27,44,"L 3",2017-03-22,0
"488",976,"Sacramento Kings",74,"Mon Mar 27 2017","vs","Memphis Grizzlies","W",NA,91,90,29,45,"W 2",2017-03-27,1
"489",977,"Sacramento Kings",75,"Wed Mar 29 2017","vs","Utah Jazz","L",NA,82,112,29,46,"L 1",2017-03-29,0
"490",980,"Sacramento Kings",78,"Tue Apr 4 2017","vs","Dallas Mavericks","W",NA,98,87,31,47,"W 2",2017-04-04,1
"491",982,"Sacramento Kings",80,"Sun Apr 9 2017","vs","Houston Rockets","L",NA,128,135,31,49,"L 2",2017-04-09,0
"492",983,"Sacramento Kings",81,"Tue Apr 11 2017","vs","Phoenix Suns","W",NA,129,104,32,49,"W 1",2017-04-11,1
"493",987,"Minnesota Timberwolves",3,"Tue Nov 1 2016","vs","Memphis Grizzlies","W",NA,116,80,1,2,"W 1",2016-11-01,1
"494",988,"Minnesota Timberwolves",4,"Thu Nov 3 2016","vs","Denver Nuggets","L",NA,99,102,1,3,"L 1",2016-11-03,0
"495",992,"Minnesota Timberwolves",8,"Sat Nov 12 2016","vs","Los Angeles Clippers","L",NA,105,119,2,6,"L 1",2016-11-12,0
"496",993,"Minnesota Timberwolves",9,"Sun Nov 13 2016","vs","Los Angeles Lakers","W",NA,125,99,3,6,"W 1",2016-11-13,1
"497",994,"Minnesota Timberwolves",10,"Tue Nov 15 2016","vs","Charlotte Hornets","L",NA,108,115,3,7,"L 1",2016-11-15,0
"498",995,"Minnesota Timberwolves",11,"Thu Nov 17 2016","vs","Philadelphia 76ers","W",NA,110,86,4,7,"W 1",2016-11-17,1
"499",997,"Minnesota Timberwolves",13,"Mon Nov 21 2016","vs","Boston Celtics","L",NA,93,99,4,9,"L 2",2016-11-21,0
"500",1001,"Minnesota Timberwolves",17,"Mon Nov 28 2016","vs","Utah Jazz","L",NA,103,112,5,12,"L 2",2016-11-28,0
"501",1002,"Minnesota Timberwolves",18,"Wed Nov 30 2016","vs","New York Knicks","L",NA,104,106,5,13,"L 3",2016-11-30,0
"502",1005,"Minnesota Timberwolves",21,"Tue Dec 6 2016","vs","San Antonio Spurs","L",NA,91,105,6,15,"L 1",2016-12-06,0
"503",1007,"Minnesota Timberwolves",23,"Fri Dec 9 2016","vs","Detroit Pistons","L",NA,90,117,6,17,"L 3",2016-12-09,0
"504",1008,"Minnesota Timberwolves",24,"Sun Dec 11 2016","vs","Golden State Warriors","L",NA,108,116,6,18,"L 4",2016-12-11,0
"505",1010,"Minnesota Timberwolves",26,"Sat Dec 17 2016","vs","Houston Rockets","L","OT",109,111,7,19,"L 1",2016-12-17,0
"506",1011,"Minnesota Timberwolves",27,"Mon Dec 19 2016","vs","Phoenix Suns","W",NA,115,108,8,19,"W 1",2016-12-19,1
"507",1013,"Minnesota Timberwolves",29,"Fri Dec 23 2016","vs","Sacramento Kings","L",NA,105,109,9,20,"L 1",2016-12-23,0
"508",1015,"Minnesota Timberwolves",31,"Mon Dec 26 2016","vs","Atlanta Hawks","W",NA,104,90,10,21,"W 1",2016-12-26,1
"509",1017,"Minnesota Timberwolves",33,"Fri Dec 30 2016","vs","Milwaukee Bucks","W",NA,116,99,11,22,"W 1",2016-12-30,1
"510",1018,"Minnesota Timberwolves",34,"Sun Jan 1 2017","vs","Portland Trail Blazers","L",NA,89,95,11,23,"L 1",2017-01-01,0
"511",1021,"Minnesota Timberwolves",37,"Sat Jan 7 2017","vs","Utah Jazz","L",NA,92,94,11,26,"L 4",2017-01-07,0
"512",1022,"Minnesota Timberwolves",38,"Mon Jan 9 2017","vs","Dallas Mavericks","W",NA,101,92,12,26,"W 1",2017-01-09,1
"513",1023,"Minnesota Timberwolves",39,"Wed Jan 11 2017","vs","Houston Rockets","W",NA,119,105,13,26,"W 2",2017-01-11,1
"514",1024,"Minnesota Timberwolves",40,"Fri Jan 13 2017","vs","Oklahoma City Thunder","W",NA,96,86,14,26,"W 3",2017-01-13,1
"515",1028,"Minnesota Timberwolves",44,"Sun Jan 22 2017","vs","Denver Nuggets","W",NA,111,108,16,28,"W 2",2017-01-22,1
"516",1030,"Minnesota Timberwolves",46,"Thu Jan 26 2017","vs","Indiana Pacers","L",NA,103,109,17,29,"L 1",2017-01-26,0
"517",1031,"Minnesota Timberwolves",47,"Sat Jan 28 2017","vs","Brooklyn Nets","W",NA,129,109,18,29,"W 1",2017-01-28,1
"518",1032,"Minnesota Timberwolves",48,"Mon Jan 30 2017","vs","Orlando Magic","W","OT",111,105,19,29,"W 2",2017-01-30,1
"519",1035,"Minnesota Timberwolves",51,"Sat Feb 4 2017","vs","Memphis Grizzlies","L",NA,99,107,19,32,"L 3",2017-02-04,0
"520",1036,"Minnesota Timberwolves",52,"Mon Feb 6 2017","vs","Miami Heat","L",NA,113,115,19,33,"L 4",2017-02-06,0
"521",1037,"Minnesota Timberwolves",53,"Wed Feb 8 2017","vs","Toronto Raptors","W",NA,112,109,20,33,"W 1",2017-02-08,1
"522",1038,"Minnesota Timberwolves",54,"Fri Feb 10 2017","vs","New Orleans Pelicans","L",NA,106,122,20,34,"L 1",2017-02-10,0
"523",1039,"Minnesota Timberwolves",55,"Sun Feb 12 2017","vs","Chicago Bulls","W",NA,117,89,21,34,"W 1",2017-02-12,1
"524",1040,"Minnesota Timberwolves",56,"Tue Feb 14 2017","vs","Cleveland Cavaliers","L",NA,108,116,21,35,"L 1",2017-02-14,0
"525",1042,"Minnesota Timberwolves",58,"Fri Feb 24 2017","vs","Dallas Mavericks","W",NA,97,84,23,35,"W 2",2017-02-24,1
"526",1047,"Minnesota Timberwolves",63,"Wed Mar 8 2017","vs","Los Angeles Clippers","W",NA,107,91,26,37,"W 1",2017-03-08,1
"527",1048,"Minnesota Timberwolves",64,"Fri Mar 10 2017","vs","Golden State Warriors","W",NA,103,102,27,37,"W 2",2017-03-10,1
"528",1050,"Minnesota Timberwolves",66,"Mon Mar 13 2017","vs","Washington Wizards","W",NA,119,104,28,38,"W 1",2017-03-13,1
"529",1054,"Minnesota Timberwolves",70,"Tue Mar 21 2017","vs","San Antonio Spurs","L",NA,93,100,28,42,"L 4",2017-03-21,0
"530",1058,"Minnesota Timberwolves",74,"Thu Mar 30 2017","vs","Los Angeles Lakers","W",NA,119,104,30,44,"W 2",2017-03-30,1
"531",1059,"Minnesota Timberwolves",75,"Sat Apr 1 2017","vs","Sacramento Kings","L",NA,117,123,30,45,"L 1",2017-04-01,0
"532",1060,"Minnesota Timberwolves",76,"Mon Apr 3 2017","vs","Portland Trail Blazers","W",NA,110,109,31,45,"W 1",2017-04-03,1
"533",1065,"Minnesota Timberwolves",81,"Tue Apr 11 2017","vs","Oklahoma City Thunder","L",NA,98,100,31,50,"L 5",2017-04-11,0
"534",1067,"Los Angeles Lakers",1,"Wed Oct 26 2016","vs","Houston Rockets","W",NA,120,114,1,0,"W 1",2016-10-26,1
"535",1072,"Los Angeles Lakers",6,"Fri Nov 4 2016","vs","Golden State Warriors","W",NA,117,97,3,3,"W 2",2016-11-04,1
"536",1073,"Los Angeles Lakers",7,"Sun Nov 6 2016","vs","Phoenix Suns","W",NA,119,108,4,3,"W 3",2016-11-06,1
"537",1074,"Los Angeles Lakers",8,"Tue Nov 8 2016","vs","Dallas Mavericks","L",NA,97,109,4,4,"L 1",2016-11-08,0
"538",1078,"Los Angeles Lakers",12,"Tue Nov 15 2016","vs","Brooklyn Nets","W",NA,125,118,7,5,"W 1",2016-11-15,1
"539",1079,"Los Angeles Lakers",13,"Fri Nov 18 2016","vs","San Antonio Spurs","L",NA,107,116,7,6,"L 1",2016-11-18,0
"540",1080,"Los Angeles Lakers",14,"Sun Nov 20 2016","vs","Chicago Bulls","L",NA,110,118,7,7,"L 2",2016-11-20,0
"541",1081,"Los Angeles Lakers",15,"Tue Nov 22 2016","vs","Oklahoma City Thunder","W",NA,111,109,8,7,"W 1",2016-11-22,1
"542",1083,"Los Angeles Lakers",17,"Fri Nov 25 2016","vs","Golden State Warriors","L",NA,85,109,8,9,"L 2",2016-11-25,0
"543",1084,"Los Angeles Lakers",18,"Sun Nov 27 2016","vs","Atlanta Hawks","W",NA,109,94,9,9,"W 1",2016-11-27,1
"544",1089,"Los Angeles Lakers",23,"Mon Dec 5 2016","vs","Utah Jazz","L",NA,101,107,10,13,"L 3",2016-12-05,0
"545",1091,"Los Angeles Lakers",25,"Fri Dec 9 2016","vs","Phoenix Suns","L",NA,115,119,10,15,"L 5",2016-12-09,0
"546",1092,"Los Angeles Lakers",26,"Sun Dec 11 2016","vs","New York Knicks","L",NA,112,118,10,16,"L 6",2016-12-11,0
"547",1100,"Los Angeles Lakers",34,"Sun Dec 25 2016","vs","Los Angeles Clippers","W",NA,111,102,12,22,"W 1",2016-12-25,1
"548",1101,"Los Angeles Lakers",35,"Tue Dec 27 2016","vs","Utah Jazz","L",NA,100,102,12,23,"L 1",2016-12-27,0
"549",1102,"Los Angeles Lakers",36,"Thu Dec 29 2016","vs","Dallas Mavericks","L",NA,89,101,12,24,"L 2",2016-12-29,0
"550",1103,"Los Angeles Lakers",37,"Sun Jan 1 2017","vs","Toronto Raptors","L",NA,114,123,12,25,"L 3",2017-01-01,0
"551",1104,"Los Angeles Lakers",38,"Tue Jan 3 2017","vs","Memphis Grizzlies","W",NA,116,102,13,25,"W 1",2017-01-03,1
"552",1106,"Los Angeles Lakers",40,"Fri Jan 6 2017","vs","Miami Heat","W",NA,127,100,14,26,"W 1",2017-01-06,1
"553",1107,"Los Angeles Lakers",41,"Sun Jan 8 2017","vs","Orlando Magic","W",NA,111,95,15,26,"W 2",2017-01-08,1
"554",1108,"Los Angeles Lakers",42,"Tue Jan 10 2017","vs","Portland Trail Blazers","L",NA,87,108,15,27,"L 1",2017-01-10,0
"555",1111,"Los Angeles Lakers",45,"Sun Jan 15 2017","vs","Detroit Pistons","L",NA,97,102,15,30,"L 4",2017-01-15,0
"556",1112,"Los Angeles Lakers",46,"Tue Jan 17 2017","vs","Denver Nuggets","L",NA,121,127,15,31,"L 5",2017-01-17,0
"557",1113,"Los Angeles Lakers",47,"Fri Jan 20 2017","vs","Indiana Pacers","W",NA,108,95,16,31,"W 1",2017-01-20,1
"558",1117,"Los Angeles Lakers",51,"Tue Jan 31 2017","vs","Denver Nuggets","W",NA,120,116,17,34,"W 1",2017-01-31,1
"559",1123,"Los Angeles Lakers",57,"Tue Feb 14 2017","vs","Sacramento Kings","L",NA,96,97,19,38,"L 1",2017-02-14,0
"560",1126,"Los Angeles Lakers",60,"Sun Feb 26 2017","vs","San Antonio Spurs","L",NA,98,119,19,41,"L 4",2017-02-26,0
"561",1127,"Los Angeles Lakers",61,"Tue Feb 28 2017","vs","Charlotte Hornets","L",NA,104,109,19,42,"L 5",2017-02-28,0
"562",1128,"Los Angeles Lakers",62,"Fri Mar 3 2017","vs","Boston Celtics","L",NA,95,115,19,43,"L 6",2017-03-03,0
"563",1129,"Los Angeles Lakers",63,"Sun Mar 5 2017","vs","New Orleans Pelicans","L",NA,97,105,19,44,"L 7",2017-03-05,0
"564",1132,"Los Angeles Lakers",66,"Sun Mar 12 2017","vs","Philadelphia 76ers","L",NA,116,118,20,46,"L 1",2017-03-12,0
"565",1135,"Los Angeles Lakers",69,"Fri Mar 17 2017","vs","Milwaukee Bucks","L",NA,103,107,20,49,"L 4",2017-03-17,0
"566",1136,"Los Angeles Lakers",70,"Sun Mar 19 2017","vs","Cleveland Cavaliers","L",NA,120,125,20,50,"L 5",2017-03-19,0
"567",1137,"Los Angeles Lakers",71,"Tue Mar 21 2017","vs","Los Angeles Clippers","L",NA,109,133,20,51,"L 6",2017-03-21,0
"568",1138,"Los Angeles Lakers",72,"Fri Mar 24 2017","vs","Minnesota Timberwolves","W","OT",130,119,21,51,"W 1",2017-03-24,1
"569",1139,"Los Angeles Lakers",73,"Sun Mar 26 2017","vs","Portland Trail Blazers","L",NA,81,97,21,52,"L 1",2017-03-26,0
"570",1140,"Los Angeles Lakers",74,"Tue Mar 28 2017","vs","Washington Wizards","L",NA,108,119,21,53,"L 2",2017-03-28,0
"571",1143,"Los Angeles Lakers",77,"Sun Apr 2 2017","vs","Memphis Grizzlies","W",NA,108,103,22,55,"W 1",2017-04-02,1
"572",1145,"Los Angeles Lakers",79,"Fri Apr 7 2017","vs","Sacramento Kings","W",NA,98,94,24,55,"W 3",2017-04-07,1
"573",1146,"Los Angeles Lakers",80,"Sun Apr 9 2017","vs","Minnesota Timberwolves","W",NA,110,109,25,55,"W 4",2017-04-09,1
"574",1147,"Los Angeles Lakers",81,"Tue Apr 11 2017","vs","New Orleans Pelicans","W",NA,108,96,26,55,"W 5",2017-04-11,1
"575",1149,"Phoenix Suns",1,"Wed Oct 26 2016","vs","Sacramento Kings","L",NA,94,113,0,1,"L 1",2016-10-26,0
"576",1151,"Phoenix Suns",3,"Sun Oct 30 2016","vs","Golden State Warriors","L",NA,100,106,0,3,"L 3",2016-10-30,0
"577",1153,"Phoenix Suns",5,"Wed Nov 2 2016","vs","Portland Trail Blazers","W","OT",118,115,1,4,"W 1",2016-11-02,1
"578",1157,"Phoenix Suns",9,"Wed Nov 9 2016","vs","Detroit Pistons","W",NA,107,100,3,6,"W 1",2016-11-09,1
"579",1158,"Phoenix Suns",10,"Sat Nov 12 2016","vs","Brooklyn Nets","L",NA,104,122,3,7,"L 1",2016-11-12,0
"580",1165,"Phoenix Suns",17,"Fri Nov 25 2016","vs","Minnesota Timberwolves","L",NA,85,98,5,12,"L 1",2016-11-25,0
"581",1166,"Phoenix Suns",18,"Sun Nov 27 2016","vs","Denver Nuggets","L",NA,114,120,5,13,"L 2",2016-11-27,0
"582",1167,"Phoenix Suns",19,"Wed Nov 30 2016","vs","Atlanta Hawks","W",NA,109,107,6,13,"W 1",2016-11-30,1
"583",1170,"Phoenix Suns",22,"Wed Dec 7 2016","vs","Indiana Pacers","L",NA,94,109,6,16,"L 3",2016-12-07,0
"584",1172,"Phoenix Suns",24,"Sun Dec 11 2016","vs","New Orleans Pelicans","L","OT",119,120,7,17,"L 1",2016-12-11,0
"585",1173,"Phoenix Suns",25,"Tue Dec 13 2016","vs","New York Knicks","W","OT",113,111,8,17,"W 1",2016-12-13,1
