"","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Notes"
"225","Toronto Raptors",61,"Wed Mar 1 2017",NA,"Washington Wizards","L",NA,96,105,36,25,"L 1",NA
"226","Toronto Raptors",62,"Fri Mar 3 2017","@","Washington Wizards","W",NA,114,106,37,25,"W 1",NA
"227","Toronto Raptors",63,"Sat Mar 4 2017","@","Milwaukee Bucks","L",NA,94,101,37,26,"L 1",NA
"228","Toronto Raptors",64,"Wed Mar 8 2017","@","New Orleans Pelicans","W",NA,94,87,38,26,"W 1",NA
"229","Toronto Raptors",65,"Fri Mar 10 2017","@","Atlanta Hawks","L",NA,99,105,38,27,"L 1",NA
"230","Toronto Raptors",66,"Sat Mar 11 2017","@","Miami Heat","L",NA,89,104,38,28,"L 2",NA
"231","Toronto Raptors",67,"Mon Mar 13 2017",NA,"Dallas Mavericks","W",NA,100,78,39,28,"W 1",NA
"232","Toronto Raptors",68,"Thu Mar 16 2017",NA,"Oklahoma City Thunder","L",NA,102,123,39,29,"L 1",NA
"233","Toronto Raptors",69,"Fri Mar 17 2017","@","Detroit Pistons","W",NA,87,75,40,29,"W 1",NA
"234","Toronto Raptors",70,"Sun Mar 19 2017",NA,"Indiana Pacers","W",NA,116,91,41,29,"W 2",NA
"235","Toronto Raptors",71,"Tue Mar 21 2017",NA,"Chicago Bulls","W","OT",122,120,42,29,"W 3",NA
"236","Toronto Raptors",72,"Thu Mar 23 2017","@","Miami Heat","W",NA,101,84,43,29,"W 4",NA
"237","Toronto Raptors",73,"Sat Mar 25 2017","@","Dallas Mavericks","W",NA,94,86,44,29,"W 5",NA
"238","Toronto Raptors",74,"Mon Mar 27 2017",NA,"Orlando Magic","W",NA,131,112,45,29,"W 6",NA
"239","Toronto Raptors",75,"Wed Mar 29 2017",NA,"Charlotte Hornets","L",NA,106,110,45,30,"L 1",NA
"240","Toronto Raptors",76,"Fri Mar 31 2017",NA,"Indiana Pacers","W",NA,111,100,46,30,"W 1",NA
"241","Toronto Raptors",77,"Sun Apr 2 2017",NA,"Philadelphia 76ers","W",NA,113,105,47,30,"W 2",NA
"242","Toronto Raptors",78,"Tue Apr 4 2017","@","Indiana Pacers","L",NA,90,108,47,31,"L 1",NA
"243","Toronto Raptors",79,"Wed Apr 5 2017","@","Detroit Pistons","W",NA,105,102,48,31,"W 1",NA
"244","Toronto Raptors",80,"Fri Apr 7 2017",NA,"Miami Heat","W",NA,96,94,49,31,"W 2",NA
"245","Toronto Raptors",81,"Sun Apr 9 2017","@","New York Knicks","W",NA,110,97,50,31,"W 3",NA
"246","Toronto Raptors",82,"Wed Apr 12 2017","@","Cleveland Cavaliers","W",NA,98,83,51,31,"W 4",NA
"247","Washington Wizards",1,"Thu Oct 27 2016","@","Atlanta Hawks","L",NA,99,114,0,1,"L 1",NA
"248","Washington Wizards",2,"Sun Oct 30 2016","@","Memphis Grizzlies","L","OT",103,112,0,2,"L 2",NA
"249","Washington Wizards",3,"Wed Nov 2 2016",NA,"Toronto Raptors","L",NA,103,113,0,3,"L 3",NA
"250","Washington Wizards",4,"Fri Nov 4 2016",NA,"Atlanta Hawks","W",NA,95,92,1,3,"W 1",NA
"251","Washington Wizards",5,"Sat Nov 5 2016","@","Orlando Magic","L",NA,86,88,1,4,"L 1",NA
"252","Washington Wizards",6,"Mon Nov 7 2016",NA,"Houston Rockets","L",NA,106,114,1,5,"L 2",NA
"253","Washington Wizards",7,"Wed Nov 9 2016",NA,"Boston Celtics","W",NA,118,93,2,5,"W 1",NA
"254","Washington Wizards",8,"Fri Nov 11 2016",NA,"Cleveland Cavaliers","L",NA,94,105,2,6,"L 1",NA
"255","Washington Wizards",9,"Sat Nov 12 2016","@","Chicago Bulls","L",NA,95,106,2,7,"L 2",NA
"256","Washington Wizards",10,"Wed Nov 16 2016","@","Philadelphia 76ers","L",NA,102,109,2,8,"L 3",NA
"257","Washington Wizards",11,"Thu Nov 17 2016",NA,"New York Knicks","W",NA,119,112,3,8,"W 1",NA
"258","Washington Wizards",12,"Sat Nov 19 2016",NA,"Miami Heat","L",NA,111,114,3,9,"L 1",NA
"259","Washington Wizards",13,"Mon Nov 21 2016",NA,"Phoenix Suns","W",NA,106,101,4,9,"W 1",NA
"260","Washington Wizards",14,"Fri Nov 25 2016","@","Orlando Magic","W",NA,94,91,5,9,"W 2",NA
"261","Washington Wizards",15,"Sat Nov 26 2016",NA,"San Antonio Spurs","L",NA,100,112,5,10,"L 1",NA
"262","Washington Wizards",16,"Mon Nov 28 2016",NA,"Sacramento Kings","W","OT",101,95,6,10,"W 1",NA
"263","Washington Wizards",17,"Wed Nov 30 2016","@","Oklahoma City Thunder","L","OT",115,126,6,11,"L 1",NA
"264","Washington Wizards",18,"Fri Dec 2 2016","@","San Antonio Spurs","L",NA,105,107,6,12,"L 2",NA
"265","Washington Wizards",19,"Mon Dec 5 2016","@","Brooklyn Nets","W",NA,118,113,7,12,"W 1",NA
"266","Washington Wizards",20,"Tue Dec 6 2016",NA,"Orlando Magic","L",NA,116,124,7,13,"L 1",NA
"267","Washington Wizards",21,"Thu Dec 8 2016",NA,"Denver Nuggets","W",NA,92,85,8,13,"W 1",NA
"268","Washington Wizards",22,"Sat Dec 10 2016",NA,"Milwaukee Bucks","W",NA,110,105,9,13,"W 2",NA
"269","Washington Wizards",23,"Mon Dec 12 2016","@","Miami Heat","L",NA,101,112,9,14,"L 1",NA
"270","Washington Wizards",24,"Wed Dec 14 2016",NA,"Charlotte Hornets","W",NA,109,106,10,14,"W 1",NA
"271","Washington Wizards",25,"Fri Dec 16 2016",NA,"Detroit Pistons","W",NA,122,108,11,14,"W 2",NA
"272","Washington Wizards",26,"Sun Dec 18 2016",NA,"Los Angeles Clippers","W",NA,117,110,12,14,"W 3",NA
"273","Washington Wizards",27,"Mon Dec 19 2016","@","Indiana Pacers","L",NA,105,107,12,15,"L 1",NA
"274","Washington Wizards",28,"Wed Dec 21 2016","@","Chicago Bulls","W",NA,107,97,13,15,"W 1",NA
"275","Washington Wizards",29,"Fri Dec 23 2016","@","Milwaukee Bucks","L",NA,96,123,13,16,"L 1",NA
"276","Washington Wizards",30,"Mon Dec 26 2016",NA,"Milwaukee Bucks","W",NA,107,102,14,16,"W 1",NA
"277","Washington Wizards",31,"Wed Dec 28 2016",NA,"Indiana Pacers","W",NA,111,105,15,16,"W 2",NA
"278","Washington Wizards",32,"Fri Dec 30 2016",NA,"Brooklyn Nets","W",NA,118,95,16,16,"W 3",NA
"279","Washington Wizards",33,"Mon Jan 2 2017","@","Houston Rockets","L",NA,91,101,16,17,"L 1",NA
"280","Washington Wizards",34,"Tue Jan 3 2017","@","Dallas Mavericks","L",NA,105,113,16,18,"L 2",NA
"281","Washington Wizards",35,"Fri Jan 6 2017",NA,"Minnesota Timberwolves","W",NA,112,105,17,18,"W 1",NA
"282","Washington Wizards",36,"Sun Jan 8 2017","@","Milwaukee Bucks","W",NA,107,101,18,18,"W 2",NA
"283","Washington Wizards",37,"Tue Jan 10 2017",NA,"Chicago Bulls","W",NA,101,99,19,18,"W 3",NA
"284","Washington Wizards",38,"Wed Jan 11 2017","@","Boston Celtics","L",NA,108,117,19,19,"L 1",NA
"285","Washington Wizards",39,"Sat Jan 14 2017",NA,"Philadelphia 76ers","W",NA,109,93,20,19,"W 1",NA
"286","Washington Wizards",40,"Mon Jan 16 2017",NA,"Portland Trail Blazers","W",NA,120,101,21,19,"W 2",NA
"287","Washington Wizards",41,"Wed Jan 18 2017",NA,"Memphis Grizzlies","W",NA,104,101,22,19,"W 3",NA
"288","Washington Wizards",42,"Thu Jan 19 2017","@","New York Knicks","W",NA,113,110,23,19,"W 4",NA
"289","Washington Wizards",43,"Sat Jan 21 2017","@","Detroit Pistons","L",NA,112,113,23,20,"L 1",NA
"290","Washington Wizards",44,"Mon Jan 23 2017","@","Charlotte Hornets","W",NA,109,99,24,20,"W 1",NA
"291","Washington Wizards",45,"Tue Jan 24 2017",NA,"Boston Celtics","W",NA,123,108,25,20,"W 2",NA
"292","Washington Wizards",46,"Fri Jan 27 2017","@","Atlanta Hawks","W",NA,112,86,26,20,"W 3",NA
"293","Washington Wizards",47,"Sun Jan 29 2017","@","New Orleans Pelicans","W",NA,107,94,27,20,"W 4",NA
"294","Washington Wizards",48,"Tue Jan 31 2017",NA,"New York Knicks","W",NA,117,101,28,20,"W 5",NA
"295","Washington Wizards",49,"Thu Feb 2 2017",NA,"Los Angeles Lakers","W",NA,116,108,29,20,"W 6",NA
"296","Washington Wizards",50,"Sat Feb 4 2017",NA,"New Orleans Pelicans","W",NA,105,91,30,20,"W 7",NA
"297","Washington Wizards",51,"Mon Feb 6 2017",NA,"Cleveland Cavaliers","L","OT",135,140,30,21,"L 1",NA
"298","Washington Wizards",52,"Wed Feb 8 2017","@","Brooklyn Nets","W","OT",114,110,31,21,"W 1",NA
"299","Washington Wizards",53,"Fri Feb 10 2017",NA,"Indiana Pacers","W",NA,112,107,32,21,"W 2",NA
"300","Washington Wizards",54,"Mon Feb 13 2017",NA,"Oklahoma City Thunder","W",NA,120,98,33,21,"W 3",NA
"301","Washington Wizards",55,"Thu Feb 16 2017","@","Indiana Pacers","W",NA,111,98,34,21,"W 4",NA
"302","Washington Wizards",56,"Fri Feb 24 2017","@","Philadelphia 76ers","L",NA,112,120,34,22,"L 1",NA
"303","Washington Wizards",57,"Sun Feb 26 2017",NA,"Utah Jazz","L",NA,92,102,34,23,"L 2",NA
"304","Washington Wizards",58,"Tue Feb 28 2017",NA,"Golden State Warriors","W",NA,112,108,35,23,"W 1",NA
"305","Washington Wizards",59,"Wed Mar 1 2017","@","Toronto Raptors","W",NA,105,96,36,23,"W 2",NA
"306","Washington Wizards",60,"Fri Mar 3 2017",NA,"Toronto Raptors","L",NA,106,114,36,24,"L 1",NA
"307","Washington Wizards",61,"Sun Mar 5 2017",NA,"Orlando Magic","W",NA,115,114,37,24,"W 1",NA
"308","Washington Wizards",62,"Tue Mar 7 2017","@","Phoenix Suns","W",NA,131,127,38,24,"W 2",NA
"309","Washington Wizards",63,"Wed Mar 8 2017","@","Denver Nuggets","W",NA,123,113,39,24,"W 3",NA
"310","Washington Wizards",64,"Fri Mar 10 2017","@","Sacramento Kings","W","OT",130,122,40,24,"W 4",NA
"311","Washington Wizards",65,"Sat Mar 11 2017","@","Portland Trail Blazers","W","OT",125,124,41,24,"W 5",NA
"312","Washington Wizards",66,"Mon Mar 13 2017","@","Minnesota Timberwolves","L",NA,104,119,41,25,"L 1",NA
"313","Washington Wizards",67,"Wed Mar 15 2017",NA,"Dallas Mavericks","L",NA,107,112,41,26,"L 2",NA
"314","Washington Wizards",68,"Fri Mar 17 2017",NA,"Chicago Bulls","W",NA,112,107,42,26,"W 1",NA
"315","Washington Wizards",69,"Sat Mar 18 2017","@","Charlotte Hornets","L",NA,93,98,42,27,"L 1",NA
"316","Washington Wizards",70,"Mon Mar 20 2017","@","Boston Celtics","L",NA,102,110,42,28,"L 2",NA
"317","Washington Wizards",71,"Wed Mar 22 2017",NA,"Atlanta Hawks","W",NA,104,100,43,28,"W 1",NA
"318","Washington Wizards",72,"Fri Mar 24 2017",NA,"Brooklyn Nets","W",NA,129,108,44,28,"W 2",NA
"319","Washington Wizards",73,"Sat Mar 25 2017","@","Cleveland Cavaliers","W",NA,127,115,45,28,"W 3",NA
"320","Washington Wizards",74,"Tue Mar 28 2017","@","Los Angeles Lakers","W",NA,119,108,46,28,"W 4",NA
"321","Washington Wizards",75,"Wed Mar 29 2017","@","Los Angeles Clippers","L",NA,124,133,46,29,"L 1",NA
"322","Washington Wizards",76,"Fri Mar 31 2017","@","Utah Jazz","L",NA,88,95,46,30,"L 2",NA
"323","Washington Wizards",77,"Sun Apr 2 2017","@","Golden State Warriors","L",NA,115,139,46,31,"L 3",NA
"324","Washington Wizards",78,"Tue Apr 4 2017",NA,"Charlotte Hornets","W",NA,118,111,47,31,"W 1",NA
"325","Washington Wizards",79,"Thu Apr 6 2017","@","New York Knicks","W",NA,106,103,48,31,"W 2",NA
"326","Washington Wizards",80,"Sat Apr 8 2017",NA,"Miami Heat","L",NA,103,106,48,32,"L 1",NA
"327","Washington Wizards",81,"Mon Apr 10 2017","@","Detroit Pistons","W",NA,105,101,49,32,"W 1",NA
"328","Washington Wizards",82,"Wed Apr 12 2017","@","Miami Heat","L",NA,102,110,49,33,"L 1",NA
"329","Atlanta Hawks",1,"Thu Oct 27 2016",NA,"Washington Wizards","W",NA,114,99,1,0,"W 1",NA
"330","Atlanta Hawks",2,"Sat Oct 29 2016","@","Philadelphia 76ers","W",NA,104,72,2,0,"W 2",NA
"331","Atlanta Hawks",3,"Mon Oct 31 2016",NA,"Sacramento Kings","W",NA,106,95,3,0,"W 3",NA
"332","Atlanta Hawks",4,"Wed Nov 2 2016",NA,"Los Angeles Lakers","L",NA,116,123,3,1,"L 1",NA
"333","Atlanta Hawks",5,"Fri Nov 4 2016","@","Washington Wizards","L",NA,92,95,3,2,"L 2",NA
"334","Atlanta Hawks",6,"Sat Nov 5 2016",NA,"Houston Rockets","W",NA,112,97,4,2,"W 1",NA
"335","Atlanta Hawks",7,"Tue Nov 8 2016","@","Cleveland Cavaliers","W",NA,110,106,5,2,"W 2",NA
"336","Atlanta Hawks",8,"Wed Nov 9 2016",NA,"Chicago Bulls","W",NA,115,107,6,2,"W 3",NA
"337","Atlanta Hawks",9,"Sat Nov 12 2016",NA,"Philadelphia 76ers","W",NA,117,96,7,2,"W 4",NA
"338","Atlanta Hawks",10,"Tue Nov 15 2016","@","Miami Heat","W",NA,93,90,8,2,"W 5",NA
"339","Atlanta Hawks",11,"Wed Nov 16 2016",NA,"Milwaukee Bucks","W",NA,107,100,9,2,"W 6",NA
"340","Atlanta Hawks",12,"Fri Nov 18 2016","@","Charlotte Hornets","L",NA,96,100,9,3,"L 1",NA
"341","Atlanta Hawks",13,"Sun Nov 20 2016","@","New York Knicks","L",NA,94,104,9,4,"L 2",NA
"342","Atlanta Hawks",14,"Tue Nov 22 2016",NA,"New Orleans Pelicans","L",NA,94,112,9,5,"L 3",NA
"343","Atlanta Hawks",15,"Wed Nov 23 2016","@","Indiana Pacers","W",NA,96,85,10,5,"W 1",NA
"344","Atlanta Hawks",16,"Fri Nov 25 2016","@","Utah Jazz","L",NA,68,95,10,6,"L 1",NA
"345","Atlanta Hawks",17,"Sun Nov 27 2016","@","Los Angeles Lakers","L",NA,94,109,10,7,"L 2",NA
"346","Atlanta Hawks",18,"Mon Nov 28 2016","@","Golden State Warriors","L",NA,100,105,10,8,"L 3",NA
"347","Atlanta Hawks",19,"Wed Nov 30 2016","@","Phoenix Suns","L",NA,107,109,10,9,"L 4",NA
"348","Atlanta Hawks",20,"Fri Dec 2 2016",NA,"Detroit Pistons","L",NA,85,121,10,10,"L 5",NA
"349","Atlanta Hawks",21,"Sat Dec 3 2016","@","Toronto Raptors","L",NA,84,128,10,11,"L 6",NA
"350","Atlanta Hawks",22,"Mon Dec 5 2016",NA,"Oklahoma City Thunder","L",NA,99,102,10,12,"L 7",NA
"351","Atlanta Hawks",23,"Wed Dec 7 2016",NA,"Miami Heat","W",NA,103,95,11,12,"W 1",NA
"352","Atlanta Hawks",24,"Fri Dec 9 2016","@","Milwaukee Bucks","W",NA,114,110,12,12,"W 2",NA
"353","Atlanta Hawks",25,"Tue Dec 13 2016",NA,"Orlando Magic","L",NA,120,131,12,13,"L 1",NA
"354","Atlanta Hawks",26,"Fri Dec 16 2016","@","Toronto Raptors","W",NA,125,121,13,13,"W 1",NA
"355","Atlanta Hawks",27,"Sat Dec 17 2016",NA,"Charlotte Hornets","L",NA,99,107,13,14,"L 1",NA
"356","Atlanta Hawks",28,"Mon Dec 19 2016","@","Oklahoma City Thunder","W",NA,110,108,14,14,"W 1",NA
"357","Atlanta Hawks",29,"Wed Dec 21 2016",NA,"Minnesota Timberwolves","L",NA,84,92,14,15,"L 1",NA
"358","Atlanta Hawks",30,"Fri Dec 23 2016","@","Denver Nuggets","W",NA,109,108,15,15,"W 1",NA
"359","Atlanta Hawks",31,"Mon Dec 26 2016","@","Minnesota Timberwolves","L",NA,90,104,15,16,"L 1",NA
"360","Atlanta Hawks",32,"Wed Dec 28 2016",NA,"New York Knicks","W","OT",102,98,16,16,"W 1",NA
"361","Atlanta Hawks",33,"Fri Dec 30 2016",NA,"Detroit Pistons","W",NA,105,98,17,16,"W 2",NA
"362","Atlanta Hawks",34,"Sun Jan 1 2017",NA,"San Antonio Spurs","W","OT",114,112,18,16,"W 3",NA
"363","Atlanta Hawks",35,"Wed Jan 4 2017","@","Orlando Magic","W",NA,111,92,19,16,"W 4",NA
"364","Atlanta Hawks",36,"Thu Jan 5 2017","@","New Orleans Pelicans","W",NA,99,94,20,16,"W 5",NA
"365","Atlanta Hawks",37,"Sat Jan 7 2017","@","Dallas Mavericks","W",NA,97,82,21,16,"W 6",NA
"366","Atlanta Hawks",38,"Tue Jan 10 2017","@","Brooklyn Nets","W",NA,117,97,22,16,"W 7",NA
"367","Atlanta Hawks",39,"Fri Jan 13 2017",NA,"Boston Celtics","L",NA,101,103,22,17,"L 1",NA
"368","Atlanta Hawks",40,"Sun Jan 15 2017",NA,"Milwaukee Bucks","W",NA,111,98,23,17,"W 1",NA
"369","Atlanta Hawks",41,"Mon Jan 16 2017","@","New York Knicks","W",NA,108,107,24,17,"W 2",NA
"370","Atlanta Hawks",42,"Wed Jan 18 2017","@","Detroit Pistons","L",NA,95,118,24,18,"L 1",NA
"371","Atlanta Hawks",43,"Fri Jan 20 2017",NA,"Chicago Bulls","W",NA,102,93,25,18,"W 1",NA
"372","Atlanta Hawks",44,"Sat Jan 21 2017",NA,"Philadelphia 76ers","W",NA,110,93,26,18,"W 2",NA
"373","Atlanta Hawks",45,"Mon Jan 23 2017",NA,"Los Angeles Clippers","L",NA,105,115,26,19,"L 1",NA
"374","Atlanta Hawks",46,"Wed Jan 25 2017","@","Chicago Bulls","W",NA,119,114,27,19,"W 1",NA
"375","Atlanta Hawks",47,"Fri Jan 27 2017",NA,"Washington Wizards","L",NA,86,112,27,20,"L 1",NA
"376","Atlanta Hawks",48,"Sun Jan 29 2017",NA,"New York Knicks","W","4OT",142,139,28,20,"W 1",NA
"377","Atlanta Hawks",49,"Wed Feb 1 2017","@","Miami Heat","L",NA,93,116,28,21,"L 1",NA
"378","Atlanta Hawks",50,"Thu Feb 2 2017","@","Houston Rockets","W",NA,113,108,29,21,"W 1",NA
"379","Atlanta Hawks",51,"Sat Feb 4 2017",NA,"Orlando Magic","W",NA,113,86,30,21,"W 2",NA
"380","Atlanta Hawks",52,"Mon Feb 6 2017",NA,"Utah Jazz","L",NA,95,120,30,22,"L 1",NA
"381","Atlanta Hawks",53,"Wed Feb 8 2017",NA,"Denver Nuggets","W",NA,117,106,31,22,"W 1",NA
"382","Atlanta Hawks",54,"Fri Feb 10 2017","@","Sacramento Kings","L",NA,107,108,31,23,"L 1",NA
"383","Atlanta Hawks",55,"Mon Feb 13 2017","@","Portland Trail Blazers","W","OT",109,104,32,23,"W 1",NA
"384","Atlanta Hawks",56,"Wed Feb 15 2017","@","Los Angeles Clippers","L",NA,84,99,32,24,"L 1",NA
"385","Atlanta Hawks",57,"Fri Feb 24 2017",NA,"Miami Heat","L",NA,90,108,32,25,"L 2",NA
"386","Atlanta Hawks",58,"Sat Feb 25 2017","@","Orlando Magic","L",NA,86,105,32,26,"L 3",NA
"387","Atlanta Hawks",59,"Mon Feb 27 2017","@","Boston Celtics","W",NA,114,98,33,26,"W 1",NA
"388","Atlanta Hawks",60,"Wed Mar 1 2017",NA,"Dallas Mavericks","W",NA,100,95,34,26,"W 2",NA
"389","Atlanta Hawks",61,"Fri Mar 3 2017",NA,"Cleveland Cavaliers","L",NA,130,135,34,27,"L 1",NA
"390","Atlanta Hawks",62,"Sun Mar 5 2017",NA,"Indiana Pacers","L",NA,96,97,34,28,"L 2",NA
"391","Atlanta Hawks",63,"Mon Mar 6 2017",NA,"Golden State Warriors","L",NA,111,119,34,29,"L 3",NA
"392","Atlanta Hawks",64,"Wed Mar 8 2017",NA,"Brooklyn Nets","W",NA,110,105,35,29,"W 1",NA
"393","Atlanta Hawks",65,"Fri Mar 10 2017",NA,"Toronto Raptors","W",NA,105,99,36,29,"W 2",NA
"394","Atlanta Hawks",66,"Sat Mar 11 2017","@","Memphis Grizzlies","W",NA,107,90,37,29,"W 3",NA
"395","Atlanta Hawks",67,"Mon Mar 13 2017","@","San Antonio Spurs","L",NA,99,107,37,30,"L 1",NA
"396","Atlanta Hawks",68,"Thu Mar 16 2017",NA,"Memphis Grizzlies","L",NA,91,103,37,31,"L 2",NA
"397","Atlanta Hawks",69,"Sat Mar 18 2017",NA,"Portland Trail Blazers","L",NA,97,113,37,32,"L 3",NA
"398","Atlanta Hawks",70,"Mon Mar 20 2017","@","Charlotte Hornets","L",NA,90,105,37,33,"L 4",NA
"399","Atlanta Hawks",71,"Wed Mar 22 2017","@","Washington Wizards","L",NA,100,104,37,34,"L 5",NA
"400","Atlanta Hawks",72,"Fri Mar 24 2017","@","Milwaukee Bucks","L",NA,97,100,37,35,"L 6",NA
"401","Atlanta Hawks",73,"Sun Mar 26 2017",NA,"Brooklyn Nets","L",NA,92,107,37,36,"L 7",NA
"402","Atlanta Hawks",74,"Tue Mar 28 2017",NA,"Phoenix Suns","W",NA,95,91,38,36,"W 1",NA
"403","Atlanta Hawks",75,"Wed Mar 29 2017","@","Philadelphia 76ers","W",NA,99,92,39,36,"W 2",NA
"404","Atlanta Hawks",76,"Sat Apr 1 2017","@","Chicago Bulls","L",NA,104,106,39,37,"L 1",NA
"405","Atlanta Hawks",77,"Sun Apr 2 2017","@","Brooklyn Nets","L",NA,82,91,39,38,"L 2",NA
"406","Atlanta Hawks",78,"Thu Apr 6 2017",NA,"Boston Celtics","W",NA,123,116,40,38,"W 1",NA
"407","Atlanta Hawks",79,"Fri Apr 7 2017","@","Cleveland Cavaliers","W",NA,114,100,41,38,"W 2",NA
"408","Atlanta Hawks",80,"Sun Apr 9 2017",NA,"Cleveland Cavaliers","W","OT",126,125,42,38,"W 3",NA
"409","Atlanta Hawks",81,"Tue Apr 11 2017",NA,"Charlotte Hornets","W",NA,103,76,43,38,"W 4",NA
"410","Atlanta Hawks",82,"Wed Apr 12 2017","@","Indiana Pacers","L",NA,86,104,43,39,"L 1",NA
"411","Milwaukee Bucks",1,"Wed Oct 26 2016",NA,"Charlotte Hornets","L",NA,96,107,0,1,"L 1",NA
"412","Milwaukee Bucks",2,"Sat Oct 29 2016",NA,"Brooklyn Nets","W",NA,110,108,1,1,"W 1",NA
"413","Milwaukee Bucks",3,"Sun Oct 30 2016","@","Detroit Pistons","L",NA,83,98,1,2,"L 1",NA
"414","Milwaukee Bucks",4,"Tue Nov 1 2016","@","New Orleans Pelicans","W",NA,117,113,2,2,"W 1",NA
"415","Milwaukee Bucks",5,"Thu Nov 3 2016",NA,"Indiana Pacers","W",NA,125,107,3,2,"W 2",NA
"416","Milwaukee Bucks",6,"Sat Nov 5 2016",NA,"Sacramento Kings","W",NA,117,91,4,2,"W 3",NA
"417","Milwaukee Bucks",7,"Sun Nov 6 2016","@","Dallas Mavericks","L","OT",75,86,4,3,"L 1",NA
"418","Milwaukee Bucks",8,"Thu Nov 10 2016",NA,"New Orleans Pelicans","L",NA,106,112,4,4,"L 2",NA
"419","Milwaukee Bucks",9,"Sat Nov 12 2016",NA,"Memphis Grizzlies","W",NA,106,96,5,4,"W 1",NA
"420","Milwaukee Bucks",10,"Wed Nov 16 2016","@","Atlanta Hawks","L",NA,100,107,5,5,"L 1",NA
"421","Milwaukee Bucks",11,"Thu Nov 17 2016","@","Miami Heat","L",NA,73,96,5,6,"L 2",NA
"422","Milwaukee Bucks",12,"Sat Nov 19 2016",NA,"Golden State Warriors","L",NA,121,124,5,7,"L 3",NA
"423","Milwaukee Bucks",13,"Mon Nov 21 2016",NA,"Orlando Magic","W",NA,93,89,6,7,"W 1",NA
"424","Milwaukee Bucks",14,"Fri Nov 25 2016",NA,"Toronto Raptors","L",NA,99,105,6,8,"L 1",NA
"425","Milwaukee Bucks",15,"Sun Nov 27 2016","@","Orlando Magic","W",NA,104,96,7,8,"W 1",NA
"426","Milwaukee Bucks",16,"Tue Nov 29 2016",NA,"Cleveland Cavaliers","W",NA,118,101,8,8,"W 2",NA
"427","Milwaukee Bucks",17,"Thu Dec 1 2016","@","Brooklyn Nets","W",NA,111,93,9,8,"W 3",NA
"428","Milwaukee Bucks",18,"Sat Dec 3 2016",NA,"Brooklyn Nets","W",NA,112,103,10,8,"W 4",NA
"429","Milwaukee Bucks",19,"Mon Dec 5 2016",NA,"San Antonio Spurs","L",NA,96,97,10,9,"L 1",NA
"430","Milwaukee Bucks",20,"Wed Dec 7 2016",NA,"Portland Trail Blazers","W",NA,115,107,11,9,"W 1",NA
"431","Milwaukee Bucks",21,"Fri Dec 9 2016",NA,"Atlanta Hawks","L",NA,110,114,11,10,"L 1",NA
"432","Milwaukee Bucks",22,"Sat Dec 10 2016","@","Washington Wizards","L",NA,105,110,11,11,"L 2",NA
"433","Milwaukee Bucks",23,"Mon Dec 12 2016","@","Toronto Raptors","L",NA,100,122,11,12,"L 3",NA
"434","Milwaukee Bucks",24,"Thu Dec 15 2016",NA,"Chicago Bulls","W",NA,108,97,12,12,"W 1",NA
"435","Milwaukee Bucks",25,"Fri Dec 16 2016","@","Chicago Bulls","W",NA,95,69,13,12,"W 2",NA
"436","Milwaukee Bucks",26,"Tue Dec 20 2016",NA,"Cleveland Cavaliers","L","OT",108,114,13,13,"L 1",NA
"437","Milwaukee Bucks",27,"Wed Dec 21 2016","@","Cleveland Cavaliers","L",NA,102,113,13,14,"L 2",NA
"438","Milwaukee Bucks",28,"Fri Dec 23 2016",NA,"Washington Wizards","W",NA,123,96,14,14,"W 1",NA
"439","Milwaukee Bucks",29,"Mon Dec 26 2016","@","Washington Wizards","L",NA,102,107,14,15,"L 1",NA
"440","Milwaukee Bucks",30,"Wed Dec 28 2016","@","Detroit Pistons","W",NA,119,94,15,15,"W 1",NA
"441","Milwaukee Bucks",31,"Fri Dec 30 2016","@","Minnesota Timberwolves","L",NA,99,116,15,16,"L 1",NA
"442","Milwaukee Bucks",32,"Sat Dec 31 2016","@","Chicago Bulls","W",NA,116,96,16,16,"W 1",NA
"443","Milwaukee Bucks",33,"Mon Jan 2 2017",NA,"Oklahoma City Thunder","W",NA,98,94,17,16,"W 2",NA
"444","Milwaukee Bucks",34,"Wed Jan 4 2017","@","New York Knicks","W",NA,105,104,18,16,"W 3",NA
"445","Milwaukee Bucks",35,"Fri Jan 6 2017",NA,"New York Knicks","L",NA,111,116,18,17,"L 1",NA
"446","Milwaukee Bucks",36,"Sun Jan 8 2017",NA,"Washington Wizards","L",NA,101,107,18,18,"L 2",NA
"447","Milwaukee Bucks",37,"Tue Jan 10 2017","@","San Antonio Spurs","W",NA,109,107,19,18,"W 1",NA
"448","Milwaukee Bucks",38,"Fri Jan 13 2017",NA,"Miami Heat","W",NA,116,108,20,18,"W 2",NA
"449","Milwaukee Bucks",39,"Sun Jan 15 2017","@","Atlanta Hawks","L",NA,98,111,20,19,"L 1",NA
"450","Milwaukee Bucks",40,"Mon Jan 16 2017",NA,"Philadelphia 76ers","L",NA,104,113,20,20,"L 2",NA
"451","Milwaukee Bucks",41,"Wed Jan 18 2017","@","Houston Rockets","L",NA,92,111,20,21,"L 3",NA
"452","Milwaukee Bucks",42,"Fri Jan 20 2017","@","Orlando Magic","L",NA,96,112,20,22,"L 4",NA
"453","Milwaukee Bucks",43,"Sat Jan 21 2017","@","Miami Heat","L",NA,97,109,20,23,"L 5",NA
